source	target	prediction
ursula sees alice <eos>	see ( ursula , alice ) <eos>	see ( ursula , ursula ) <eos>
winnifred throws alice <eos>	throw ( winnifred , alice ) <eos>	throw ( alice , winnifred ) <eos>
bob knows alice <eos>	know ( bob , alice ) <eos>	know ( alice , bob ) <eos>
alice dislikes alice <eos>	dislike ( alice , alice ) <eos>	dislike ( alice , alice ) <eos>
grace dislikes alice <eos>	dislike ( grace , alice ) <eos>	dislike ( grace , grace ) <eos>
yvette likes alice <eos>	like ( yvettte , alice ) <eos>	like ( alice , yvettte ) <eos>
alice sees alice <eos>	see ( alice , alice ) <eos>	see ( alice , alice ) <eos>
henry meets alice <eos>	meet ( henry , alice ) <eos>	meet ( alice , henry ) <eos>
grace sees alice <eos>	see ( grace , alice ) <eos>	see ( grace , grace ) <eos>
zelda knows alice <eos>	know ( zelda , alice ) <eos>	know ( alice , zelda ) <eos>
john knows alice <eos>	know ( john , alice ) <eos>	know ( alice , john ) <eos>
katherine dislikes alice <eos>	dislike ( katherine , alice ) <eos>	dislike ( katherine , katherine ) <eos>
francis notices alice <eos>	notice ( francis , alice ) <eos>	notice ( alice , francis ) <eos>
xerxes dislikes alice <eos>	dislike ( xerxes , alice ) <eos>	dislike ( alice , xerxes ) <eos>
margaret knows alice <eos>	know ( margaret , alice ) <eos>	know ( alice , margaret ) <eos>
neha notices alice <eos>	notice ( neha , alice ) <eos>	notice ( neha , neha ) <eos>
margaret likes alice <eos>	like ( margaret , alice ) <eos>	like ( alice , margaret ) <eos>
margaret meets alice <eos>	meet ( margaret , alice ) <eos>	meet ( alice , margaret ) <eos>
neha meets alice <eos>	meet ( neha , alice ) <eos>	meet ( neha , neha ) <eos>
xerxes meets alice <eos>	meet ( xerxes , alice ) <eos>	meet ( alice , xerxes ) <eos>
henry throws alice <eos>	throw ( henry , alice ) <eos>	throw ( alice , henry ) <eos>
john dislikes alice <eos>	dislike ( john , alice ) <eos>	dislike ( john , john ) <eos>
katherine sees alice <eos>	see ( katherine , alice ) <eos>	see ( alice , katherine ) <eos>
ursula notices alice <eos>	notice ( ursula , alice ) <eos>	notice ( ursula , ursula ) <eos>
victor likes alice <eos>	like ( victor , alice ) <eos>	like ( alice , victor ) <eos>
lewis sees alice <eos>	see ( lewis , alice ) <eos>	see ( lewis , lewis ) <eos>
francis throws alice <eos>	throw ( francis , alice ) <eos>	throw ( francis , francis ) <eos>
zelda meets alice <eos>	meet ( zelda , alice ) <eos>	meet ( zelda , zelda ) <eos>
rachael likes alice <eos>	like ( rachael , alice ) <eos>	like ( rachael , rachael ) <eos>
yvette sees alice <eos>	see ( yvettte , alice ) <eos>	see ( alice , yvettte ) <eos>
patricia likes alice <eos>	like ( patricia , alice ) <eos>	like ( alice , patricia ) <eos>
tracy meets alice <eos>	meet ( tracy , alice ) <eos>	meet ( alice , tracy ) <eos>
henry sees alice <eos>	see ( henry , alice ) <eos>	see ( alice , henry ) <eos>
john throws alice <eos>	throw ( john , alice ) <eos>	throw ( alice , john ) <eos>
samuel knows alice <eos>	know ( samuel , alice ) <eos>	know ( samuel , samuel ) <eos>
rachael notices alice <eos>	notice ( rachael , alice ) <eos>	notice ( rachael , rachael ) <eos>
xerxes notices alice <eos>	notice ( xerxes , alice ) <eos>	notice ( alice , xerxes ) <eos>
tracy throws alice <eos>	throw ( tracy , alice ) <eos>	throw ( alice , tracy ) <eos>
quinn knows alice <eos>	know ( quinn , alice ) <eos>	know ( quinn , quinn ) <eos>
victor dislikes alice <eos>	dislike ( victor , alice ) <eos>	dislike ( alice , victor ) <eos>
isla notices alice <eos>	notice ( isla , alice ) <eos>	notice ( isla , isla ) <eos>
xerxes knows alice <eos>	know ( xerxes , alice ) <eos>	know ( alice , xerxes ) <eos>
eliza likes alice <eos>	like ( eliza , alice ) <eos>	like ( alice , eliza ) <eos>
victor sees alice <eos>	see ( victor , alice ) <eos>	see ( victor , victor ) <eos>
samuel sees alice <eos>	see ( samuel , alice ) <eos>	see ( samuel , samuel ) <eos>
eliza throws alice <eos>	throw ( eliza , alice ) <eos>	throw ( eliza , eliza ) <eos>
quinn notices alice <eos>	notice ( quinn , alice ) <eos>	notice ( quinn , quinn ) <eos>
daniel knows alice <eos>	know ( daniel , alice ) <eos>	know ( daniel , daniel ) <eos>
oswald sees alice <eos>	see ( oswald , alice ) <eos>	see ( oswald , oswald ) <eos>
victor throws alice <eos>	throw ( victor , alice ) <eos>	throw ( victor , victor ) <eos>
neha knows alice <eos>	know ( neha , alice ) <eos>	know ( alice , neha ) <eos>
neha dislikes alice <eos>	dislike ( neha , alice ) <eos>	dislike ( alice , neha ) <eos>
margaret dislikes alice <eos>	dislike ( margaret , alice ) <eos>	dislike ( alice , margaret ) <eos>
zelda notices alice <eos>	notice ( zelda , alice ) <eos>	notice ( zelda , zelda ) <eos>
isla meets alice <eos>	meet ( isla , alice ) <eos>	meet ( isla , isla ) <eos>
tracy sees alice <eos>	see ( tracy , alice ) <eos>	see ( alice , tracy ) <eos>
yvette meets alice <eos>	meet ( yvettte , alice ) <eos>	meet ( alice , yvettte ) <eos>
yvette notices alice <eos>	notice ( yvettte , alice ) <eos>	notice ( yvettte , yvettte ) <eos>
isla dislikes alice <eos>	dislike ( isla , alice ) <eos>	dislike ( isla , isla ) <eos>
katherine knows alice <eos>	know ( katherine , alice ) <eos>	know ( katherine , katherine ) <eos>
alice knows alice <eos>	know ( alice , alice ) <eos>	know ( alice , alice ) <eos>
yvette knows alice <eos>	know ( yvettte , alice ) <eos>	know ( yvettte , yvettte ) <eos>
winnifred dislikes alice <eos>	dislike ( winnifred , alice ) <eos>	dislike ( alice , winnifred ) <eos>
john meets alice <eos>	meet ( john , alice ) <eos>	meet ( alice , john ) <eos>
claire likes alice <eos>	like ( claire , alice ) <eos>	like ( alice , claire ) <eos>
ursula throws alice <eos>	throw ( ursula , alice ) <eos>	throw ( ursula , ursula ) <eos>
rachael sees alice <eos>	see ( rachael , alice ) <eos>	see ( rachael , rachael ) <eos>
claire notices alice <eos>	notice ( claire , alice ) <eos>	notice ( alice , claire ) <eos>
lewis likes alice <eos>	like ( lewis , alice ) <eos>	like ( alice , lewis ) <eos>
francis dislikes alice <eos>	dislike ( francis , alice ) <eos>	dislike ( alice , francis ) <eos>
ursula likes alice <eos>	like ( ursula , alice ) <eos>	like ( alice , ursula ) <eos>
oswald notices alice <eos>	notice ( oswald , alice ) <eos>	notice ( alice , oswald ) <eos>
neha throws alice <eos>	throw ( neha , alice ) <eos>	throw ( neha , neha ) <eos>
quinn throws alice <eos>	throw ( quinn , alice ) <eos>	throw ( quinn , quinn ) <eos>
alice likes alice <eos>	like ( alice , alice ) <eos>	like ( alice , alice ) <eos>
eliza knows alice <eos>	know ( eliza , alice ) <eos>	know ( eliza , eliza ) <eos>
bob meets alice <eos>	meet ( bob , alice ) <eos>	meet ( alice , bob ) <eos>
tracy notices alice <eos>	notice ( tracy , alice ) <eos>	notice ( alice , tracy ) <eos>
neha likes alice <eos>	like ( neha , alice ) <eos>	like ( neha , neha ) <eos>
samuel likes alice <eos>	like ( samuel , alice ) <eos>	like ( samuel , samuel ) <eos>
bob sees alice <eos>	see ( bob , alice ) <eos>	see ( bob , bob ) <eos>
katherine likes alice <eos>	like ( katherine , alice ) <eos>	like ( katherine , katherine ) <eos>
lewis meets alice <eos>	meet ( lewis , alice ) <eos>	meet ( lewis , lewis ) <eos>
yvette dislikes alice <eos>	dislike ( yvettte , alice ) <eos>	dislike ( alice , yvettte ) <eos>
zelda sees alice <eos>	see ( zelda , alice ) <eos>	see ( zelda , zelda ) <eos>
daniel throws alice <eos>	throw ( daniel , alice ) <eos>	throw ( daniel , daniel ) <eos>
xerxes sees alice <eos>	see ( xerxes , alice ) <eos>	see ( alice , xerxes ) <eos>
alice meets alice <eos>	meet ( alice , alice ) <eos>	meet ( alice , alice ) <eos>
isla likes alice <eos>	like ( isla , alice ) <eos>	like ( alice , isla ) <eos>
bob notices alice <eos>	notice ( bob , alice ) <eos>	notice ( alice , bob ) <eos>
francis meets alice <eos>	meet ( francis , alice ) <eos>	meet ( alice , francis ) <eos>
grace notices alice <eos>	notice ( grace , alice ) <eos>	notice ( grace , grace ) <eos>
grace knows alice <eos>	know ( grace , alice ) <eos>	know ( grace , grace ) <eos>
alice throws alice <eos>	throw ( alice , alice ) <eos>	throw ( alice , alice ) <eos>
claire dislikes alice <eos>	dislike ( claire , alice ) <eos>	dislike ( alice , claire ) <eos>
katherine meets alice <eos>	meet ( katherine , alice ) <eos>	meet ( alice , katherine ) <eos>
alice notices alice <eos>	notice ( alice , alice ) <eos>	notice ( alice , alice ) <eos>
eliza dislikes alice <eos>	dislike ( eliza , alice ) <eos>	dislike ( eliza , eliza ) <eos>
claire sees alice <eos>	see ( claire , alice ) <eos>	see ( alice , claire ) <eos>
margaret notices alice <eos>	notice ( margaret , alice ) <eos>	notice ( alice , margaret ) <eos>
isla sees alice <eos>	see ( isla , alice ) <eos>	see ( isla , isla ) <eos>
bob dislikes alice <eos>	dislike ( bob , alice ) <eos>	dislike ( alice , bob ) <eos>
samuel throws alice <eos>	throw ( samuel , alice ) <eos>	throw ( samuel , samuel ) <eos>
daniel sees alice <eos>	see ( daniel , alice ) <eos>	see ( daniel , daniel ) <eos>
winnifred notices alice <eos>	notice ( winnifred , alice ) <eos>	notice ( alice , winnifred ) <eos>
oswald meets alice <eos>	meet ( oswald , alice ) <eos>	meet ( alice , oswald ) <eos>
lewis dislikes alice <eos>	dislike ( lewis , alice ) <eos>	dislike ( lewis , lewis ) <eos>
john sees alice <eos>	see ( john , alice ) <eos>	see ( john , john ) <eos>
francis knows alice <eos>	know ( francis , alice ) <eos>	know ( francis , francis ) <eos>
rachael knows alice <eos>	know ( rachael , alice ) <eos>	know ( rachael , rachael ) <eos>
margaret throws alice <eos>	throw ( margaret , alice ) <eos>	throw ( alice , margaret ) <eos>
quinn meets alice <eos>	meet ( quinn , alice ) <eos>	meet ( quinn , quinn ) <eos>
winnifred meets alice <eos>	meet ( winnifred , alice ) <eos>	meet ( alice , winnifred ) <eos>
oswald dislikes alice <eos>	dislike ( oswald , alice ) <eos>	dislike ( alice , oswald ) <eos>
ursula knows alice <eos>	know ( ursula , alice ) <eos>	know ( ursula , ursula ) <eos>
daniel meets alice <eos>	meet ( daniel , alice ) <eos>	meet ( daniel , daniel ) <eos>
patricia meets alice <eos>	meet ( patricia , alice ) <eos>	meet ( alice , patricia ) <eos>
henry dislikes alice <eos>	dislike ( henry , alice ) <eos>	dislike ( alice , henry ) <eos>
bob throws alice <eos>	throw ( bob , alice ) <eos>	throw ( alice , bob ) <eos>
isla knows alice <eos>	know ( isla , alice ) <eos>	know ( isla , isla ) <eos>
ursula dislikes alice <eos>	dislike ( ursula , alice ) <eos>	dislike ( ursula , ursula ) <eos>
eliza sees alice <eos>	see ( eliza , alice ) <eos>	see ( eliza , eliza ) <eos>
eliza meets alice <eos>	meet ( eliza , alice ) <eos>	meet ( eliza , eliza ) <eos>
margaret sees alice <eos>	see ( margaret , alice ) <eos>	see ( alice , margaret ) <eos>
lewis knows alice <eos>	know ( lewis , alice ) <eos>	know ( alice , lewis ) <eos>
samuel dislikes alice <eos>	dislike ( samuel , alice ) <eos>	dislike ( samuel , samuel ) <eos>
bob likes alice <eos>	like ( bob , alice ) <eos>	like ( alice , bob ) <eos>
grace likes alice <eos>	like ( grace , alice ) <eos>	like ( grace , grace ) <eos>
daniel dislikes alice <eos>	dislike ( daniel , alice ) <eos>	dislike ( daniel , daniel ) <eos>
daniel likes alice <eos>	like ( daniel , alice ) <eos>	like ( daniel , daniel ) <eos>
victor notices alice <eos>	notice ( victor , alice ) <eos>	notice ( alice , victor ) <eos>
quinn sees alice <eos>	see ( quinn , alice ) <eos>	see ( quinn , quinn ) <eos>
winnifred likes alice <eos>	like ( winnifred , alice ) <eos>	like ( alice , winnifred ) <eos>
quinn dislikes alice <eos>	dislike ( quinn , alice ) <eos>	dislike ( quinn , quinn ) <eos>
