source	target	prediction
alice likes eliza <eos>	like ( alice , eliza ) <eos>	like ( eliza , eliza ) <eos>
alice sees grace <eos>	see ( alice , grace ) <eos>	see ( grace , grace ) <eos>
alice meets eliza <eos>	meet ( alice , eliza ) <eos>	meet ( eliza , eliza ) <eos>
alice notices francis <eos>	notice ( alice , francis ) <eos>	notice ( francis , francis ) <eos>
alice sees katherine <eos>	see ( alice , katherine ) <eos>	see ( katherine , katherine ) <eos>
alice sees patricia <eos>	see ( alice , patricia ) <eos>	see ( patricia , patricia ) <eos>
alice notices bob <eos>	notice ( alice , bob ) <eos>	notice ( bob , bob ) <eos>
alice knows francis <eos>	know ( alice , francis ) <eos>	know ( francis , francis ) <eos>
alice throws claire <eos>	throw ( alice , claire ) <eos>	throw ( claire , claire ) <eos>
alice throws francis <eos>	throw ( alice , francis ) <eos>	throw ( francis , francis ) <eos>
alice meets tracy <eos>	meet ( alice , tracy ) <eos>	meet ( tracy , tracy ) <eos>
alice sleeps <eos>	sleep ( alice ) <eos>	sleep ( alice ) <eos>
alice flies <eos>	fly ( alice ) <eos>	fly ( alice ) <eos>
alice dances <eos>	dance ( alice ) <eos>	dance ( alice ) <eos>
alice slumbers <eos>	slumber ( alice ) <eos>	slumber ( alice ) <eos>
alice runs <eos>	run ( alice ) <eos>	run ( alice ) <eos>
alice meets neha <eos>	meet ( alice , neha ) <eos>	meet ( neha , neha ) <eos>
alice meets victor <eos>	meet ( alice , victor ) <eos>	meet ( victor , victor ) <eos>
alice throws samuel <eos>	throw ( alice , samuel ) <eos>	throw ( samuel , samuel ) <eos>
alice meets henry <eos>	meet ( alice , henry ) <eos>	meet ( henry , henry ) <eos>
alice sees herself <eos>	see ( alice , alice ) <eos>	see ( bob , alice ) <eos>
alice meets daniel <eos>	meet ( alice , daniel ) <eos>	meet ( daniel , daniel ) <eos>
alice knows isla <eos>	know ( alice , isla ) <eos>	know ( isla , isla ) <eos>
alice meets xerxes <eos>	meet ( alice , xerxes ) <eos>	meet ( xerxes , xerxes ) <eos>
alice sees zelda <eos>	see ( alice , zelda ) <eos>	see ( zelda , zelda ) <eos>
alice dislikes daniel <eos>	dislike ( alice , daniel ) <eos>	dislike ( daniel , daniel ) <eos>
alice likes yvette <eos>	like ( alice , yvettte ) <eos>	like ( yvettte , yvettte ) <eos>
alice meets lewis <eos>	meet ( alice , lewis ) <eos>	meet ( lewis , lewis ) <eos>
alice likes grace <eos>	like ( alice , grace ) <eos>	like ( grace , grace ) <eos>
alice meets herself <eos>	meet ( alice , alice ) <eos>	meet ( grace , alice ) <eos>
alice sees bob <eos>	see ( alice , bob ) <eos>	see ( bob , bob ) <eos>
alice likes john <eos>	like ( alice , john ) <eos>	like ( john , john ) <eos>
alice knows margaret <eos>	know ( alice , margaret ) <eos>	know ( margaret , margaret ) <eos>
alice throws lewis <eos>	throw ( alice , lewis ) <eos>	throw ( lewis , lewis ) <eos>
alice notices tracy <eos>	notice ( alice , tracy ) <eos>	notice ( tracy , tracy ) <eos>
alice notices herself <eos>	notice ( alice , alice ) <eos>	notice ( quinn , alice ) <eos>
alice meets quinn <eos>	meet ( alice , quinn ) <eos>	meet ( quinn , quinn ) <eos>
alice dislikes zelda <eos>	dislike ( alice , zelda ) <eos>	dislike ( zelda , zelda ) <eos>
alice sees oswald <eos>	see ( alice , oswald ) <eos>	see ( oswald , oswald ) <eos>
alice meets ursula <eos>	meet ( alice , ursula ) <eos>	meet ( ursula , ursula ) <eos>
alice knows alice <eos>	know ( alice , alice ) <eos>	know ( alice , alice ) <eos>
alice notices henry <eos>	notice ( alice , henry ) <eos>	notice ( henry , henry ) <eos>
alice sees ursula <eos>	see ( alice , ursula ) <eos>	see ( ursula , ursula ) <eos>
alice dislikes john <eos>	dislike ( alice , john ) <eos>	dislike ( john , john ) <eos>
alice meets rachael <eos>	meet ( alice , rachael ) <eos>	meet ( rachael , rachael ) <eos>
alice likes isla <eos>	like ( alice , isla ) <eos>	like ( isla , isla ) <eos>
alice likes herself <eos>	like ( alice , alice ) <eos>	like ( quinn , alice ) <eos>
alice dislikes neha <eos>	dislike ( alice , neha ) <eos>	dislike ( neha , neha ) <eos>
alice notices victor <eos>	notice ( alice , victor ) <eos>	notice ( victor , victor ) <eos>
alice throws alice <eos>	throw ( alice , alice ) <eos>	throw ( alice , alice ) <eos>
alice sees xerxes <eos>	see ( alice , xerxes ) <eos>	see ( xerxes , xerxes ) <eos>
alice likes oswald <eos>	like ( alice , oswald ) <eos>	like ( oswald , oswald ) <eos>
alice sees tracy <eos>	see ( alice , tracy ) <eos>	see ( tracy , tracy ) <eos>
alice likes bob <eos>	like ( alice , bob ) <eos>	like ( bob , bob ) <eos>
alice meets oswald <eos>	meet ( alice , oswald ) <eos>	meet ( oswald , oswald ) <eos>
alice sees alice <eos>	see ( alice , alice ) <eos>	see ( alice , alice ) <eos>
alice throws henry <eos>	throw ( alice , henry ) <eos>	throw ( henry , henry ) <eos>
alice throws patricia <eos>	throw ( alice , patricia ) <eos>	throw ( patricia , patricia ) <eos>
alice knows tracy <eos>	know ( alice , tracy ) <eos>	know ( tracy , tracy ) <eos>
alice sees winnifred <eos>	see ( alice , winnifred ) <eos>	see ( winnifred , winnifred ) <eos>
alice dislikes winnifred <eos>	dislike ( alice , winnifred ) <eos>	dislike ( winnifred , winnifred ) <eos>
alice knows katherine <eos>	know ( alice , katherine ) <eos>	know ( katherine , katherine ) <eos>
alice likes margaret <eos>	like ( alice , margaret ) <eos>	like ( margaret , margaret ) <eos>
alice notices grace <eos>	notice ( alice , grace ) <eos>	notice ( grace , grace ) <eos>
alice meets samuel <eos>	meet ( alice , samuel ) <eos>	meet ( samuel , samuel ) <eos>
alice likes winnifred <eos>	like ( alice , winnifred ) <eos>	like ( winnifred , winnifred ) <eos>
alice sees margaret <eos>	see ( alice , margaret ) <eos>	see ( margaret , margaret ) <eos>
alice notices john <eos>	notice ( alice , john ) <eos>	notice ( john , john ) <eos>
alice dislikes yvette <eos>	dislike ( alice , yvettte ) <eos>	dislike ( yvettte , yvettte ) <eos>
alice knows oswald <eos>	know ( alice , oswald ) <eos>	know ( oswald , oswald ) <eos>
alice sees claire <eos>	see ( alice , claire ) <eos>	see ( claire , claire ) <eos>
alice meets patricia <eos>	meet ( alice , patricia ) <eos>	meet ( patricia , patricia ) <eos>
alice notices claire <eos>	notice ( alice , claire ) <eos>	notice ( claire , claire ) <eos>
alice notices neha <eos>	notice ( alice , neha ) <eos>	notice ( neha , neha ) <eos>
alice throws eliza <eos>	throw ( alice , eliza ) <eos>	throw ( eliza , eliza ) <eos>
alice likes quinn <eos>	like ( alice , quinn ) <eos>	like ( quinn , quinn ) <eos>
alice knows john <eos>	know ( alice , john ) <eos>	know ( john , john ) <eos>
alice throws neha <eos>	throw ( alice , neha ) <eos>	throw ( neha , neha ) <eos>
alice sings <eos>	sing ( alice ) <eos>	sing ( lewis ) <eos>
alice walks <eos>	walk ( alice ) <eos>	walk ( alice ) <eos>
alice eats <eos>	eat ( alice ) <eos>	eat ( alice ) <eos>
alice dislikes margaret <eos>	dislike ( alice , margaret ) <eos>	dislike ( margaret , margaret ) <eos>
alice notices eliza <eos>	notice ( alice , eliza ) <eos>	notice ( eliza , eliza ) <eos>
alice dislikes tracy <eos>	dislike ( alice , tracy ) <eos>	dislike ( tracy , tracy ) <eos>
alice notices quinn <eos>	notice ( alice , quinn ) <eos>	notice ( quinn , quinn ) <eos>
alice notices winnifred <eos>	notice ( alice , winnifred ) <eos>	notice ( winnifred , winnifred ) <eos>
alice dislikes herself <eos>	dislike ( alice , alice ) <eos>	dislike ( quinn , alice ) <eos>
alice dislikes alice <eos>	dislike ( alice , alice ) <eos>	dislike ( alice , alice ) <eos>
alice knows samuel <eos>	know ( alice , samuel ) <eos>	know ( samuel , samuel ) <eos>
alice throws john <eos>	throw ( alice , john ) <eos>	throw ( john , john ) <eos>
alice meets winnifred <eos>	meet ( alice , winnifred ) <eos>	meet ( winnifred , winnifred ) <eos>
alice knows quinn <eos>	know ( alice , quinn ) <eos>	know ( quinn , quinn ) <eos>
alice dislikes eliza <eos>	dislike ( alice , eliza ) <eos>	dislike ( eliza , eliza ) <eos>
alice throws quinn <eos>	throw ( alice , quinn ) <eos>	throw ( quinn , quinn ) <eos>
alice throws herself <eos>	throw ( alice , alice ) <eos>	throw ( quinn , alice ) <eos>
alice meets yvette <eos>	meet ( alice , yvettte ) <eos>	meet ( yvettte , yvettte ) <eos>
alice likes claire <eos>	like ( alice , claire ) <eos>	like ( claire , claire ) <eos>
alice dislikes quinn <eos>	dislike ( alice , quinn ) <eos>	dislike ( quinn , quinn ) <eos>
alice sees yvette <eos>	see ( alice , yvettte ) <eos>	see ( yvettte , yvettte ) <eos>
alice dislikes samuel <eos>	dislike ( alice , samuel ) <eos>	dislike ( samuel , samuel ) <eos>
alice sees francis <eos>	see ( alice , francis ) <eos>	see ( francis , francis ) <eos>
alice throws xerxes <eos>	throw ( alice , xerxes ) <eos>	throw ( xerxes , xerxes ) <eos>
alice dislikes katherine <eos>	dislike ( alice , katherine ) <eos>	dislike ( katherine , katherine ) <eos>
alice likes neha <eos>	like ( alice , neha ) <eos>	like ( neha , neha ) <eos>
alice throws tracy <eos>	throw ( alice , tracy ) <eos>	throw ( tracy , tracy ) <eos>
alice notices daniel <eos>	notice ( alice , daniel ) <eos>	notice ( daniel , daniel ) <eos>
alice likes zelda <eos>	like ( alice , zelda ) <eos>	like ( zelda , zelda ) <eos>
alice throws winnifred <eos>	throw ( alice , winnifred ) <eos>	throw ( winnifred , winnifred ) <eos>
alice likes henry <eos>	like ( alice , henry ) <eos>	like ( henry , henry ) <eos>
alice likes katherine <eos>	like ( alice , katherine ) <eos>	like ( katherine , katherine ) <eos>
alice likes samuel <eos>	like ( alice , samuel ) <eos>	like ( samuel , samuel ) <eos>
alice throws grace <eos>	throw ( alice , grace ) <eos>	throw ( grace , grace ) <eos>
alice sees daniel <eos>	see ( alice , daniel ) <eos>	see ( daniel , daniel ) <eos>
alice notices alice <eos>	notice ( alice , alice ) <eos>	notice ( alice , alice ) <eos>
alice meets isla <eos>	meet ( alice , isla ) <eos>	meet ( isla , isla ) <eos>
alice notices samuel <eos>	notice ( alice , samuel ) <eos>	notice ( samuel , samuel ) <eos>
alice knows eliza <eos>	know ( alice , eliza ) <eos>	know ( eliza , eliza ) <eos>
alice likes xerxes <eos>	like ( alice , xerxes ) <eos>	like ( xerxes , xerxes ) <eos>
alice sees isla <eos>	see ( alice , isla ) <eos>	see ( isla , isla ) <eos>
alice sees eliza <eos>	see ( alice , eliza ) <eos>	see ( eliza , eliza ) <eos>
alice meets john <eos>	meet ( alice , john ) <eos>	meet ( john , john ) <eos>
alice dislikes henry <eos>	dislike ( alice , henry ) <eos>	dislike ( henry , henry ) <eos>
alice throws rachael <eos>	throw ( alice , rachael ) <eos>	throw ( rachael , rachael ) <eos>
alice sees samuel <eos>	see ( alice , samuel ) <eos>	see ( samuel , samuel ) <eos>
alice knows neha <eos>	know ( alice , neha ) <eos>	know ( neha , neha ) <eos>
alice throws oswald <eos>	throw ( alice , oswald ) <eos>	throw ( oswald , oswald ) <eos>
alice throws zelda <eos>	throw ( alice , zelda ) <eos>	throw ( zelda , zelda ) <eos>
alice dislikes victor <eos>	dislike ( alice , victor ) <eos>	dislike ( victor , victor ) <eos>
alice likes daniel <eos>	like ( alice , daniel ) <eos>	like ( daniel , daniel ) <eos>
alice sees neha <eos>	see ( alice , neha ) <eos>	see ( neha , neha ) <eos>
alice dislikes xerxes <eos>	dislike ( alice , xerxes ) <eos>	dislike ( xerxes , xerxes ) <eos>
alice knows xerxes <eos>	know ( alice , xerxes ) <eos>	know ( xerxes , xerxes ) <eos>
alice knows zelda <eos>	know ( alice , zelda ) <eos>	know ( zelda , zelda ) <eos>
alice throws margaret <eos>	throw ( alice , margaret ) <eos>	throw ( margaret , margaret ) <eos>
alice likes victor <eos>	like ( alice , victor ) <eos>	like ( victor , victor ) <eos>
alice notices margaret <eos>	notice ( alice , margaret ) <eos>	notice ( margaret , margaret ) <eos>
alice notices yvette <eos>	notice ( alice , yvettte ) <eos>	notice ( yvettte , yvettte ) <eos>
alice knows victor <eos>	know ( alice , victor ) <eos>	know ( victor , victor ) <eos>
alice knows yvette <eos>	know ( alice , yvettte ) <eos>	know ( yvettte , yvettte ) <eos>
alice notices zelda <eos>	notice ( alice , zelda ) <eos>	notice ( zelda , zelda ) <eos>
alice likes alice <eos>	like ( alice , alice ) <eos>	like ( alice , alice ) <eos>
alice meets alice <eos>	meet ( alice , alice ) <eos>	meet ( alice , alice ) <eos>
alice knows rachael <eos>	know ( alice , rachael ) <eos>	know ( rachael , rachael ) <eos>
