source	target	prediction
daniel knows henry	know ( daniel , henry )	know ( daniel , henry )
daniel knows eliza	know ( daniel , eliza )	know ( daniel , eliza )
eliza likes grace	like ( eliza , grace )	like ( eliza , grace )
eliza meets yvette	meet ( eliza , yvettte )	meet ( eliza , yvettte )
eliza meets victor	meet ( eliza , victor )	meet ( eliza , victor )
eliza meets patricia	meet ( eliza , patricia )	meet ( eliza , patricia )
eliza meets margaret	meet ( eliza , margaret )	meet ( eliza , margaret )
eliza notices john	notice ( eliza , john )	notice ( eliza , john )
eliza throws daniel	throw ( eliza , daniel )	throw ( eliza , daniel )
eliza throws alice	throw ( eliza , alice )	throw ( eliza , alice )
eliza dislikes eliza	dislike ( eliza , eliza )	dislike ( eliza , eliza )
eliza likes tracy	like ( eliza , tracy )	like ( eliza , tracy )
francis meets zelda	meet ( francis , zelda )	meet ( francis , zelda )
francis sees katherine	see ( francis , katherine )	see ( francis , katherine )
francis sees bob	see ( francis , bob )	see ( francis , bob )
eliza knows lewis	know ( eliza , lewis )	know ( eliza , lewis )
eliza knows francis	know ( eliza , francis )	know ( eliza , francis )
francis dislikes katherine	dislike ( francis , katherine )	dislike ( francis , katherine )
francis dislikes alice	dislike ( francis , alice )	dislike ( francis , alice )
francis likes yvette	like ( francis , yvettte )	like ( francis , yvettte )
francis likes tracy	like ( francis , tracy )	like ( francis , tracy )
francis likes john	like ( francis , john )	like ( francis , john )
francis notices zelda	notice ( francis , zelda )	notice ( francis , zelda )
francis notices bob	notice ( francis , bob )	notice ( francis , bob )
francis throws lewis	throw ( francis , lewis )	throw ( francis , lewis )
francis throws claire	throw ( francis , claire )	throw ( francis , claire )
francis dislikes ursula	dislike ( francis , ursula )	dislike ( francis , ursula )
francis knows ursula	know ( francis , ursula )	know ( francis , ursula )
francis knows samuel	know ( francis , samuel )	know ( francis , samuel )
francis knows oswald	know ( francis , oswald )	know ( francis , oswald )
francis knows john	know ( francis , john )	know ( francis , john )
francis knows claire	know ( francis , claire )	know ( francis , claire )
grace sees quinn	see ( grace , quinn )	see ( grace , quinn )
grace sees neha	see ( grace , neha )	see ( grace , neha )
francis sees himself	see ( francis , francis )	see ( francis , francis )
francis knows zelda	know ( francis , zelda )	know ( francis , zelda )
francis knows xerxes	know ( francis , xerxes )	know ( francis , xerxes )
grace likes quinn	like ( grace , quinn )	like ( grace , quinn )
grace meets margaret	meet ( grace , margaret )	meet ( grace , margaret )
grace meets isla	meet ( grace , isla )	meet ( grace , isla )
grace meets alice	meet ( grace , alice )	meet ( grace , alice )
grace sees ursula	see ( grace , ursula )	see ( grace , ursula )
grace dislikes winnifred	dislike ( grace , winnifred )	dislike ( grace , winnifred )
grace dislikes tracy	dislike ( grace , tracy )	dislike ( grace , tracy )
grace dislikes isla	dislike ( grace , isla )	dislike ( grace , isla )
grace dislikes eliza	dislike ( grace , eliza )	dislike ( grace , eliza )
grace likes rachael	like ( grace , rachael )	like ( rachael , rachael )
grace knows ursula	know ( grace , ursula )	know ( grace , ursula )
grace knows tracy	know ( grace , tracy )	know ( grace , tracy )
grace notices tracy	notice ( grace , tracy )	notice ( grace , tracy )
grace notices lewis	notice ( grace , lewis )	notice ( grace , lewis )
grace throws katherine	throw ( grace , katherine )	throw ( grace , katherine )
henry sees zelda	see ( henry , zelda )	see ( henry , zelda )
henry sees quinn	see ( henry , quinn )	see ( henry , quinn )
henry sees patricia	see ( henry , patricia )	see ( henry , patricia )
henry sees john	see ( henry , john )	see ( henry , john )
henry sees alice	see ( henry , alice )	see ( henry , alice )
henry dislikes neha	dislike ( henry , neha )	dislike ( henry , neha )
henry dislikes lewis	dislike ( henry , lewis )	dislike ( henry , lewis )
henry likes rachael	like ( henry , rachael )	like ( henry , rachael )
henry meets oswald	meet ( henry , oswald )	meet ( henry , oswald )
henry meets alice	meet ( henry , alice )	meet ( henry , alice )
henry knows winnifred	know ( henry , winnifred )	know ( henry , winnifred )
henry knows isla	know ( henry , isla )	know ( henry , isla )
henry notices xerxes	notice ( henry , xerxes )	notice ( henry , xerxes )
henry throws john	throw ( henry , john )	throw ( henry , john )
henry throws claire	throw ( henry , claire )	throw ( henry , claire )
isla sees rachael	see ( isla , rachael )	see ( isla , rachael )
isla sees patricia	see ( isla , patricia )	see ( isla , patricia )
isla sees neha	see ( isla , neha )	see ( isla , neha )
henry notices himself	notice ( henry , henry )	notice ( henry , henry )
henry meets himself	meet ( henry , henry )	meet ( henry , henry )
isla meets katherine	meet ( isla , katherine )	meet ( isla , katherine )
isla meets henry	meet ( isla , henry )	meet ( isla , henry )
isla sees yvette	see ( isla , yvettte )	see ( isla , yvettte )
isla sees ursula	see ( isla , ursula )	see ( isla , ursula )
isla sees samuel	see ( isla , samuel )	see ( samuel , isla )
isla likes rachael	like ( isla , rachael )	like ( isla , rachael )
isla likes isla	like ( isla , isla )	like ( isla , isla )
isla likes henry	like ( isla , henry )	like ( isla , henry )
isla likes claire	like ( isla , claire )	like ( isla , claire )
isla meets zelda	meet ( isla , zelda )	meet ( isla , zelda )
isla throws lewis	throw ( isla , lewis )	throw ( isla , lewis )
isla throws henry	throw ( isla , henry )	throw ( isla , henry )
isla dislikes xerxes	dislike ( isla , xerxes )	dislike ( isla , xerxes )
isla dislikes patricia	dislike ( isla , patricia )	dislike ( isla , patricia )
isla dislikes daniel	dislike ( isla , daniel )	dislike ( isla , daniel )
isla knows henry	know ( isla , henry )	know ( henry , henry )
isla knows francis	know ( isla , francis )	know ( isla , francis )
isla notices zelda	notice ( isla , zelda )	notice ( isla , zelda )
isla notices rachael	notice ( isla , rachael )	notice ( isla , rachael )
isla notices henry	notice ( isla , henry )	notice ( isla , henry )
john likes tracy	like ( john , tracy )	like ( john , tracy )
john likes quinn	like ( john , quinn )	like ( john , quinn )
john likes lewis	like ( john , lewis )	like ( john , lewis )
john likes daniel	like ( john , daniel )	like ( john , daniel )
isla knows patricia	know ( isla , patricia )	know ( isla , patricia )
john throws bob	throw ( john , bob )	throw ( john , bob )
john dislikes zelda	dislike ( john , zelda )	dislike ( john , zelda )
john dislikes neha	dislike ( john , neha )	dislike ( john , neha )
john dislikes henry	dislike ( john , henry )	dislike ( john , henry )
john dislikes claire	dislike ( john , claire )	dislike ( john , claire )
john knows eliza	know ( john , eliza )	know ( john , eliza )
john notices patricia	notice ( john , patricia )	notice ( john , patricia )
john throws winnifred	throw ( john , winnifred )	throw ( john , winnifred )
john throws oswald	throw ( john , oswald )	throw ( john , oswald )
john throws daniel	throw ( john , daniel )	throw ( john , daniel )
katherine sees daniel	see ( katherine , daniel )	see ( katherine , daniel )
john notices himself	notice ( john , john )	notice ( john , john )
john likes himself	like ( john , john )	like ( john , john )
john meets himself	meet ( john , john )	meet ( john , john )
john knows victor	know ( john , victor )	know ( john , victor )
katherine meets yvette	meet ( katherine , yvettte )	meet ( katherine , yvettte )
katherine meets tracy	meet ( katherine , tracy )	meet ( katherine , tracy )
katherine meets claire	meet ( katherine , claire )	meet ( katherine , claire )
katherine sees oswald	see ( katherine , oswald )	see ( katherine , oswald )
katherine sees katherine	see ( katherine , katherine )	see ( katherine , katherine )
katherine throws alice	throw ( katherine , alice )	throw ( katherine , alice )
katherine dislikes quinn	dislike ( katherine , quinn )	dislike ( katherine , quinn )
katherine dislikes eliza	dislike ( katherine , eliza )	dislike ( katherine , eliza )
katherine dislikes bob	dislike ( katherine , bob )	dislike ( katherine , bob )
katherine likes rachael	like ( katherine , rachael )	like ( katherine , rachael )
katherine notices margaret	notice ( katherine , margaret )	notice ( katherine , margaret )
katherine notices francis	notice ( katherine , francis )	notice ( katherine , francis )
katherine throws tracy	throw ( katherine , tracy )	throw ( katherine , tracy )
katherine throws francis	throw ( katherine , francis )	throw ( katherine , francis )
katherine throws claire	throw ( katherine , claire )	throw ( katherine , claire )
katherine dislikes herself	dislike ( katherine , katherine )	dislike ( katherine , katherine )
katherine knows rachael	know ( katherine , rachael )	know ( katherine , rachael )
katherine knows isla	know ( katherine , isla )	know ( katherine , isla )
katherine knows francis	know ( katherine , francis )	know ( katherine , francis )
katherine notices neha	notice ( katherine , neha )	notice ( katherine , neha )
lewis likes bob	like ( lewis , bob )	like ( lewis , bob )
lewis meets ursula	meet ( lewis , ursula )	meet ( lewis , ursula )
lewis meets grace	meet ( lewis , grace )	meet ( lewis , grace )
lewis sees xerxes	see ( lewis , xerxes )	see ( lewis , xerxes )
lewis sees katherine	see ( lewis , katherine )	see ( lewis , katherine )
lewis throws isla	throw ( lewis , isla )	throw ( lewis , isla )
lewis throws alice	throw ( lewis , alice )	throw ( lewis , alice )
lewis dislikes neha	dislike ( lewis , neha )	dislike ( lewis , neha )
lewis likes victor	like ( lewis , victor )	like ( lewis , victor )
lewis likes ursula	like ( lewis , ursula )	like ( lewis , ursula )
lewis knows quinn	know ( lewis , quinn )	know ( lewis , quinn )
lewis knows john	know ( lewis , john )	know ( lewis , john )
lewis notices rachael	notice ( lewis , rachael )	notice ( lewis , rachael )
lewis throws ursula	throw ( lewis , ursula )	throw ( lewis , ursula )
lewis throws margaret	throw ( lewis , margaret )	throw ( lewis , margaret )
margaret likes claire	like ( margaret , claire )	like ( margaret , claire )
margaret meets quinn	meet ( margaret , quinn )	meet ( margaret , quinn )
margaret meets isla	meet ( margaret , isla )	meet ( margaret , isla )
lewis knows himself	know ( lewis , lewis )	know ( lewis , lewis )
lewis knows victor	know ( lewis , victor )	know ( lewis , victor )
margaret notices daniel	notice ( margaret , daniel )	notice ( margaret , daniel )
margaret throws margaret	throw ( margaret , margaret )	throw ( margaret , margaret )
margaret throws claire	throw ( margaret , claire )	throw ( margaret , claire )
margaret dislikes zelda	dislike ( margaret , zelda )	dislike ( margaret , zelda )
margaret dislikes winnifred	dislike ( margaret , winnifred )	dislike ( margaret , winnifred )
neha sees oswald	see ( neha , oswald )	see ( neha , oswald )
neha sees daniel	see ( neha , daniel )	see ( neha , daniel )
margaret sees herself	see ( margaret , margaret )	see ( margaret , margaret )
margaret knows daniel	know ( margaret , daniel )	know ( margaret , daniel )
margaret notices lewis	notice ( margaret , lewis )	notice ( margaret , lewis )
neha likes ursula	like ( neha , ursula )	like ( neha , ursula )
neha likes eliza	like ( neha , eliza )	like ( neha , eliza )
neha meets rachael	meet ( neha , rachael )	meet ( neha , rachael )
neha sees tracy	see ( neha , tracy )	see ( neha , tracy )
neha sees quinn	see ( neha , quinn )	see ( neha , quinn )
neha dislikes zelda	dislike ( neha , zelda )	dislike ( neha , zelda )
neha dislikes ursula	dislike ( neha , ursula )	dislike ( neha , ursula )
neha dislikes henry	dislike ( neha , henry )	dislike ( neha , henry )
neha dislikes grace	dislike ( neha , grace )	dislike ( neha , grace )
neha dislikes daniel	dislike ( neha , daniel )	dislike ( neha , daniel )
neha notices rachael	notice ( neha , rachael )	notice ( neha , rachael )
neha throws ursula	throw ( neha , ursula )	throw ( neha , ursula )
neha throws oswald	throw ( neha , oswald )	throw ( neha , oswald )
neha throws margaret	throw ( neha , margaret )	throw ( neha , margaret )
neha throws lewis	throw ( neha , lewis )	throw ( neha , lewis )
oswald sees francis	see ( oswald , francis )	see ( oswald , francis )
oswald sees bob	see ( oswald , bob )	see ( oswald , bob )
neha knows yvette	know ( neha , yvettte )	know ( neha , yvettte )
neha knows xerxes	know ( neha , xerxes )	know ( neha , xerxes )
neha knows oswald	know ( neha , oswald )	know ( neha , oswald )
oswald likes isla	like ( oswald , isla )	like ( oswald , isla )
oswald meets john	meet ( oswald , john )	meet ( john , john )
oswald sees tracy	see ( oswald , tracy )	see ( oswald , tracy )
oswald sees quinn	see ( oswald , quinn )	see ( oswald , quinn )
oswald sees neha	see ( oswald , neha )	see ( oswald , neha )
oswald throws john	throw ( oswald , john )	throw ( oswald , john )
oswald dislikes yvette	dislike ( oswald , yvettte )	dislike ( oswald , yvettte )
oswald dislikes lewis	dislike ( oswald , lewis )	dislike ( oswald , lewis )
oswald likes yvette	like ( oswald , yvettte )	like ( oswald , yvettte )
oswald likes xerxes	like ( oswald , xerxes )	like ( oswald , xerxes )
oswald notices xerxes	notice ( oswald , xerxes )	notice ( oswald , xerxes )
oswald notices isla	notice ( oswald , isla )	notice ( oswald , isla )
oswald notices grace	notice ( oswald , grace )	notice ( oswald , grace )
oswald throws quinn	throw ( oswald , quinn )	throw ( oswald , quinn )
oswald throws lewis	throw ( oswald , lewis )	throw ( oswald , lewis )
patricia likes grace	like ( patricia , grace )	like ( patricia , grace )
patricia meets lewis	meet ( patricia , lewis )	meet ( patricia , lewis )
patricia sees claire	see ( patricia , claire )	see ( patricia , claire )
oswald knows patricia	know ( oswald , patricia )	know ( oswald , patricia )
oswald knows katherine	know ( oswald , katherine )	know ( oswald , katherine )
patricia dislikes isla	dislike ( patricia , isla )	dislike ( patricia , isla )
patricia dislikes henry	dislike ( patricia , henry )	dislike ( patricia , henry )
patricia dislikes eliza	dislike ( patricia , eliza )	dislike ( patricia , eliza )
patricia likes ursula	like ( patricia , ursula )	like ( patricia , ursula )
patricia likes quinn	like ( patricia , quinn )	like ( patricia , quinn )
patricia throws rachael	throw ( patricia , rachael )	throw ( patricia , rachael )
patricia throws eliza	throw ( patricia , eliza )	throw ( patricia , eliza )
patricia throws bob	throw ( patricia , bob )	throw ( patricia , bob )
patricia dislikes zelda	dislike ( patricia , zelda )	dislike ( patricia , zelda )
patricia dislikes tracy	dislike ( patricia , tracy )	dislike ( patricia , tracy )
patricia notices victor	notice ( patricia , victor )	notice ( patricia , victor )
patricia notices rachael	notice ( patricia , rachael )	notice ( patricia , rachael )
patricia notices grace	notice ( patricia , grace )	notice ( patricia , grace )
patricia notices francis	notice ( patricia , francis )	notice ( patricia , francis )
patricia throws winnifred	throw ( patricia , winnifred )	throw ( patricia , winnifred )
quinn likes alice	like ( quinn , alice )	like ( quinn , alice )
quinn meets bob	meet ( quinn , bob )	meet ( quinn , bob )
quinn sees tracy	see ( quinn , tracy )	see ( quinn , tracy )
patricia knows victor	know ( patricia , victor )	know ( patricia , victor )
patricia knows neha	know ( patricia , neha )	know ( patricia , neha )
quinn dislikes ursula	dislike ( quinn , ursula )	dislike ( quinn , ursula )
quinn dislikes margaret	dislike ( quinn , margaret )	dislike ( quinn , margaret )
quinn dislikes katherine	dislike ( quinn , katherine )	dislike ( quinn , katherine )
quinn likes ursula	like ( quinn , ursula )	like ( quinn , ursula )
quinn likes margaret	like ( quinn , margaret )	like ( quinn , margaret )
quinn knows alice	know ( quinn , alice )	know ( quinn , alice )
quinn notices ursula	notice ( quinn , ursula )	notice ( quinn , ursula )
quinn throws zelda	throw ( quinn , zelda )	throw ( quinn , zelda )
quinn throws quinn	throw ( quinn , quinn )	throw ( quinn , quinn )
quinn throws claire	throw ( quinn , claire )	throw ( quinn , claire )
rachael sees grace	see ( rachael , grace )	see ( rachael , grace )
quinn sees himself	see ( quinn , quinn )	see ( quinn , quinn )
quinn knows ursula	know ( quinn , ursula )	know ( quinn , ursula )
quinn knows tracy	know ( quinn , tracy )	know ( quinn , tracy )
quinn knows quinn	know ( quinn , quinn )	know ( quinn , quinn )
rachael likes samuel	like ( rachael , samuel )	like ( rachael , samuel )
rachael likes neha	like ( rachael , neha )	like ( rachael , neha )
rachael meets grace	meet ( rachael , grace )	meet ( rachael , grace )
rachael meets daniel	meet ( rachael , daniel )	meet ( rachael , daniel )
rachael sees yvette	see ( rachael , yvettte )	see ( rachael , yvettte )
rachael throws quinn	throw ( rachael , quinn )	throw ( rachael , quinn )
rachael dislikes winnifred	dislike ( rachael , winnifred )	dislike ( rachael , winnifred )
rachael dislikes samuel	dislike ( rachael , samuel )	dislike ( rachael , samuel )
rachael dislikes neha	dislike ( rachael , neha )	dislike ( rachael , neha )
rachael dislikes eliza	dislike ( rachael , eliza )	dislike ( rachael , eliza )
rachael notices katherine	notice ( rachael , katherine )	notice ( rachael , katherine )
rachael notices isla	notice ( rachael , isla )	notice ( rachael , isla )
rachael notices henry	notice ( rachael , henry )	notice ( rachael , henry )
rachael notices bob	notice ( rachael , bob )	notice ( rachael , bob )
rachael throws xerxes	throw ( rachael , xerxes )	throw ( rachael , xerxes )
rachael knows neha	know ( rachael , neha )	know ( rachael , neha )
rachael knows katherine	know ( rachael , katherine )	know ( rachael , katherine )
rachael knows john	know ( rachael , john )	know ( rachael , john )
rachael knows henry	know ( rachael , henry )	know ( rachael , henry )
rachael notices victor	notice ( rachael , victor )	notice ( rachael , victor )
samuel sees rachael	see ( samuel , rachael )	see ( samuel , rachael )
samuel sees patricia	see ( samuel , patricia )	see ( samuel , patricia )
samuel sees margaret	see ( samuel , margaret )	see ( samuel , margaret )
rachael knows samuel	know ( rachael , samuel )	know ( rachael , samuel )
rachael knows quinn	know ( rachael , quinn )	know ( rachael , quinn )
samuel dislikes katherine	dislike ( samuel , katherine )	dislike ( samuel , katherine )
samuel likes patricia	like ( samuel , patricia )	like ( samuel , patricia )
samuel meets xerxes	meet ( samuel , xerxes )	meet ( samuel , xerxes )
samuel sees ursula	see ( samuel , ursula )	see ( samuel , ursula )
samuel sees samuel	see ( samuel , samuel )	see ( samuel , samuel )
samuel notices rachael	notice ( samuel , rachael )	notice ( samuel , rachael )
samuel throws yvette	throw ( samuel , yvettte )	throw ( samuel , yvettte )
samuel throws victor	throw ( samuel , victor )	throw ( samuel , victor )
samuel dislikes zelda	dislike ( samuel , zelda )	dislike ( samuel , zelda )
samuel dislikes patricia	dislike ( samuel , patricia )	dislike ( samuel , patricia )
samuel meets himself	meet ( samuel , samuel )	meet ( samuel , samuel )
samuel knows victor	know ( samuel , victor )	know ( samuel , victor )
samuel knows patricia	know ( samuel , patricia )	know ( samuel , patricia )
samuel knows grace	know ( samuel , grace )	know ( samuel , grace )
samuel notices yvette	notice ( samuel , yvettte )	notice ( samuel , yvettte )
tracy sees quinn	see ( tracy , quinn )	see ( tracy , quinn )
tracy sees oswald	see ( tracy , oswald )	see ( tracy , oswald )
tracy sees john	see ( tracy , john )	see ( tracy , john )
tracy sees alice	see ( tracy , alice )	see ( tracy , alice )
samuel notices himself	notice ( samuel , samuel )	notice ( samuel , samuel )
tracy likes grace	like ( tracy , grace )	like ( tracy , grace )
tracy likes claire	like ( tracy , claire )	like ( tracy , claire )
tracy meets zelda	meet ( tracy , zelda )	meet ( tracy , zelda )
tracy meets eliza	meet ( tracy , eliza )	meet ( tracy , eliza )
tracy meets daniel	meet ( tracy , daniel )	meet ( tracy , daniel )
tracy notices rachael	notice ( tracy , rachael )	notice ( tracy , rachael )
tracy throws victor	throw ( tracy , victor )	throw ( tracy , victor )
tracy throws isla	throw ( tracy , isla )	throw ( tracy , isla )
tracy dislikes xerxes	dislike ( tracy , xerxes )	dislike ( tracy , xerxes )
tracy dislikes neha	dislike ( tracy , neha )	dislike ( tracy , neha )
ursula likes rachael	like ( ursula , rachael )	like ( ursula , rachael )
ursula meets winnifred	meet ( ursula , winnifred )	meet ( ursula , winnifred )
ursula meets john	meet ( ursula , john )	meet ( ursula , john )
tracy knows victor	know ( tracy , victor )	know ( tracy , victor )
tracy notices victor	notice ( tracy , victor )	notice ( tracy , victor )
ursula notices katherine	notice ( ursula , katherine )	notice ( ursula , katherine )
ursula throws winnifred	throw ( ursula , winnifred )	throw ( ursula , winnifred )
ursula throws tracy	throw ( ursula , tracy )	throw ( ursula , tracy )
ursula throws isla	throw ( ursula , isla )	throw ( ursula , isla )
ursula dislikes quinn	dislike ( ursula , quinn )	dislike ( ursula , quinn )
victor sees lewis	see ( victor , lewis )	see ( victor , lewis )
ursula sees herself	see ( ursula , ursula )	see ( ursula , ursula )
ursula knows tracy	know ( ursula , tracy )	know ( ursula , tracy )
ursula notices samuel	notice ( ursula , samuel )	notice ( ursula , samuel )
ursula notices rachael	notice ( ursula , rachael )	notice ( ursula , rachael )
victor meets samuel	meet ( victor , samuel )	meet ( victor , samuel )
victor meets grace	meet ( victor , grace )	meet ( victor , grace )
victor meets eliza	meet ( victor , eliza )	meet ( victor , eliza )
victor meets claire	meet ( victor , claire )	meet ( victor , claire )
victor sees samuel	see ( victor , samuel )	see ( victor , samuel )
victor dislikes daniel	dislike ( victor , daniel )	dislike ( victor , daniel )
victor dislikes claire	dislike ( victor , claire )	dislike ( victor , claire )
victor likes tracy	like ( victor , tracy )	like ( victor , tracy )
victor likes samuel	like ( victor , samuel )	like ( victor , samuel )
victor likes margaret	like ( victor , margaret )	like ( victor , margaret )
victor knows henry	know ( victor , henry )	know ( victor , henry )
victor notices rachael	notice ( victor , rachael )	notice ( victor , rachael )
victor notices bob	notice ( victor , bob )	notice ( victor , bob )
victor throws margaret	throw ( victor , margaret )	throw ( victor , margaret )
victor throws grace	throw ( victor , grace )	throw ( victor , grace )
winnifred sees rachael	see ( winnifred , rachael )	see ( winnifred , rachael )
winnifred sees isla	see ( winnifred , isla )	see ( winnifred , isla )
winnifred sees francis	see ( winnifred , francis )	see ( winnifred , francis )
victor knows patricia	know ( victor , patricia )	know ( victor , patricia )
victor knows oswald	know ( victor , oswald )	know ( victor , oswald )
winnifred meets tracy	meet ( winnifred , tracy )	meet ( winnifred , tracy )
winnifred meets john	meet ( winnifred , john )	meet ( winnifred , john )
winnifred meets grace	meet ( winnifred , grace )	meet ( winnifred , grace )
winnifred sees xerxes	see ( winnifred , xerxes )	see ( winnifred , xerxes )
winnifred sees victor	see ( winnifred , victor )	see ( winnifred , victor )
winnifred dislikes alice	dislike ( winnifred , alice )	dislike ( winnifred , alice )
