source	target	prediction
victor dislikes alice <eos>	dislike ( victor , alice ) <eos>	dislike ( victor , alice ) <eos>
quinn throws alice <eos>	throw ( quinn , alice ) <eos>	throw ( quinn , alice ) <eos>
samuel throws alice <eos>	throw ( samuel , alice ) <eos>	throw ( samuel , alice ) <eos>
isla knows alice <eos>	know ( isla , alice ) <eos>	know ( isla , alice ) <eos>
bob notices alice <eos>	notice ( bob , alice ) <eos>	notice ( bob , alice ) <eos>
victor sees alice <eos>	see ( victor , alice ) <eos>	see ( victor , alice ) <eos>
katherine throws alice <eos>	throw ( katherine , alice ) <eos>	throw ( katherine , alice ) <eos>
neha likes alice <eos>	like ( neha , alice ) <eos>	like ( neha , alice ) <eos>
claire knows alice <eos>	know ( claire , alice ) <eos>	know ( claire , alice ) <eos>
lewis throws alice <eos>	throw ( lewis , alice ) <eos>	throw ( lewis , alice ) <eos>
daniel meets alice <eos>	meet ( daniel , alice ) <eos>	meet ( daniel , alice ) <eos>
winnifred throws alice <eos>	throw ( winnifred , alice ) <eos>	throw ( winnifred , alice ) <eos>
quinn likes alice <eos>	like ( quinn , alice ) <eos>	like ( quinn , alice ) <eos>
oswald throws alice <eos>	throw ( oswald , alice ) <eos>	throw ( oswald , alice ) <eos>
quinn dislikes alice <eos>	dislike ( quinn , alice ) <eos>	dislike ( quinn , alice ) <eos>
john throws alice <eos>	throw ( john , alice ) <eos>	throw ( john , alice ) <eos>
victor notices alice <eos>	notice ( victor , alice ) <eos>	notice ( victor , alice ) <eos>
henry meets alice <eos>	meet ( henry , alice ) <eos>	meet ( henry , alice ) <eos>
bob likes alice <eos>	like ( bob , alice ) <eos>	like ( bob , alice ) <eos>
ursula meets alice <eos>	meet ( ursula , alice ) <eos>	meet ( ursula , alice ) <eos>
francis throws alice <eos>	throw ( francis , alice ) <eos>	throw ( francis , alice ) <eos>
neha throws alice <eos>	throw ( neha , alice ) <eos>	throw ( neha , alice ) <eos>
xerxes meets alice <eos>	meet ( xerxes , alice ) <eos>	meet ( xerxes , alice ) <eos>
alice likes alice <eos>	like ( alice , alice ) <eos>	like ( alice , alice ) <eos>
oswald sees alice <eos>	see ( oswald , alice ) <eos>	see ( oswald , alice ) <eos>
margaret throws alice <eos>	throw ( margaret , alice ) <eos>	throw ( margaret , alice ) <eos>
yvette throws alice <eos>	throw ( yvettte , alice ) <eos>	throw ( yvettte , alice ) <eos>
grace likes alice <eos>	like ( grace , alice ) <eos>	like ( grace , alice ) <eos>
zelda sees alice <eos>	see ( zelda , alice ) <eos>	see ( zelda , alice ) <eos>
eliza notices alice <eos>	notice ( eliza , alice ) <eos>	notice ( eliza , alice ) <eos>
margaret meets alice <eos>	meet ( margaret , alice ) <eos>	meet ( margaret , alice ) <eos>
margaret likes alice <eos>	like ( margaret , alice ) <eos>	like ( margaret , alice ) <eos>
oswald dislikes alice <eos>	dislike ( oswald , alice ) <eos>	dislike ( oswald , alice ) <eos>
francis notices alice <eos>	notice ( francis , alice ) <eos>	notice ( francis , alice ) <eos>
zelda meets alice <eos>	meet ( zelda , alice ) <eos>	meet ( zelda , alice ) <eos>
eliza meets alice <eos>	meet ( eliza , alice ) <eos>	meet ( eliza , alice ) <eos>
daniel dislikes alice <eos>	dislike ( daniel , alice ) <eos>	dislike ( daniel , alice ) <eos>
victor meets alice <eos>	meet ( victor , alice ) <eos>	meet ( victor , alice ) <eos>
zelda knows alice <eos>	know ( zelda , alice ) <eos>	know ( zelda , alice ) <eos>
grace sees alice <eos>	see ( grace , alice ) <eos>	see ( grace , alice ) <eos>
daniel knows alice <eos>	know ( daniel , alice ) <eos>	know ( daniel , alice ) <eos>
alice knows alice <eos>	know ( alice , alice ) <eos>	know ( alice , alice ) <eos>
tracy dislikes alice <eos>	dislike ( tracy , alice ) <eos>	dislike ( tracy , alice ) <eos>
francis likes alice <eos>	like ( francis , alice ) <eos>	like ( francis , alice ) <eos>
henry dislikes alice <eos>	dislike ( henry , alice ) <eos>	dislike ( henry , alice ) <eos>
rachael throws alice <eos>	throw ( rachael , alice ) <eos>	throw ( rachael , alice ) <eos>
daniel sees alice <eos>	see ( daniel , alice ) <eos>	see ( daniel , alice ) <eos>
lewis knows alice <eos>	know ( lewis , alice ) <eos>	know ( lewis , alice ) <eos>
eliza throws alice <eos>	throw ( eliza , alice ) <eos>	throw ( eliza , alice ) <eos>
grace throws alice <eos>	throw ( grace , alice ) <eos>	throw ( grace , alice ) <eos>
eliza sees alice <eos>	see ( eliza , alice ) <eos>	see ( eliza , alice ) <eos>
eliza knows alice <eos>	know ( eliza , alice ) <eos>	know ( eliza , alice ) <eos>
katherine knows alice <eos>	know ( katherine , alice ) <eos>	know ( katherine , alice ) <eos>
yvette dislikes alice <eos>	dislike ( yvettte , alice ) <eos>	dislike ( yvettte , alice ) <eos>
winnifred knows alice <eos>	know ( winnifred , alice ) <eos>	know ( winnifred , alice ) <eos>
rachael dislikes alice <eos>	dislike ( rachael , alice ) <eos>	dislike ( rachael , alice ) <eos>
margaret sees alice <eos>	see ( margaret , alice ) <eos>	see ( margaret , alice ) <eos>
lewis likes alice <eos>	like ( lewis , alice ) <eos>	like ( lewis , alice ) <eos>
bob knows alice <eos>	know ( bob , alice ) <eos>	know ( bob , alice ) <eos>
tracy knows alice <eos>	know ( tracy , alice ) <eos>	know ( tracy , alice ) <eos>
grace dislikes alice <eos>	dislike ( grace , alice ) <eos>	dislike ( grace , alice ) <eos>
winnifred likes alice <eos>	like ( winnifred , alice ) <eos>	like ( winnifred , alice ) <eos>
lewis meets alice <eos>	meet ( lewis , alice ) <eos>	meet ( lewis , alice ) <eos>
