source	target	prediction
bob notices lewis <eos>	notice ( bob , lewis ) <eos>	notice ( bob , lewis ) <eos>
lewis notices zelda <eos>	notice ( lewis , zelda ) <eos>	notice ( lewis , zelda ) <eos>
alice throws quinn <eos>	throw ( alice , quinn ) <eos>	throw ( alice , quinn ) <eos>
claire meets neha <eos>	meet ( claire , neha ) <eos>	meet ( claire , neha ) <eos>
oswald notices alice <eos>	notice ( oswald , alice ) <eos>	notice ( oswald , alice ) <eos>
xerxes likes henry <eos>	like ( xerxes , henry ) <eos>	like ( xerxes , henry ) <eos>
katherine sees daniel <eos>	see ( katherine , daniel ) <eos>	see ( katherine , daniel ) <eos>
alice sees margaret <eos>	see ( alice , margaret ) <eos>	see ( alice , margaret ) <eos>
zelda throws oswald <eos>	throw ( zelda , oswald ) <eos>	throw ( zelda , oswald ) <eos>
daniel likes samuel <eos>	like ( daniel , samuel ) <eos>	like ( daniel , samuel ) <eos>
lewis throws eliza <eos>	throw ( lewis , eliza ) <eos>	throw ( lewis , eliza ) <eos>
patricia dislikes ursula <eos>	dislike ( patricia , ursula ) <eos>	dislike ( patricia , ursula ) <eos>
lewis throws victor <eos>	throw ( lewis , victor ) <eos>	throw ( lewis , victor ) <eos>
alice meets alice <eos>	meet ( alice , alice ) <eos>	meet ( alice , alice ) <eos>
quinn throws alice <eos>	throw ( quinn , alice ) <eos>	throw ( quinn , alice ) <eos>
ursula meets lewis <eos>	meet ( ursula , lewis ) <eos>	meet ( ursula , lewis ) <eos>
henry likes alice <eos>	like ( henry , alice ) <eos>	like ( henry , alice ) <eos>
isla knows john <eos>	know ( isla , john ) <eos>	know ( isla , john ) <eos>
claire dislikes alice <eos>	dislike ( claire , alice ) <eos>	dislike ( claire , alice ) <eos>
alice meets daniel <eos>	meet ( alice , daniel ) <eos>	meet ( alice , daniel ) <eos>
tracy meets zelda <eos>	meet ( tracy , zelda ) <eos>	meet ( tracy , zelda ) <eos>
katherine dislikes zelda <eos>	dislike ( katherine , zelda ) <eos>	dislike ( katherine , zelda ) <eos>
quinn throws isla <eos>	throw ( quinn , isla ) <eos>	throw ( quinn , isla ) <eos>
lewis sees samuel <eos>	see ( lewis , samuel ) <eos>	see ( lewis , samuel ) <eos>
victor dislikes henry <eos>	dislike ( victor , henry ) <eos>	dislike ( victor , henry ) <eos>
neha throws herself <eos>	throw ( neha , neha ) <eos>	throw ( neha , neha ) <eos>
grace throws oswald <eos>	throw ( grace , oswald ) <eos>	throw ( grace , oswald ) <eos>
katherine likes yvette <eos>	like ( katherine , yvettte ) <eos>	like ( katherine , yvettte ) <eos>
eliza sees alice <eos>	see ( eliza , alice ) <eos>	see ( eliza , alice ) <eos>
tracy meets alice <eos>	meet ( tracy , alice ) <eos>	meet ( tracy , alice ) <eos>
francis likes yvette <eos>	like ( francis , yvettte ) <eos>	like ( francis , yvettte ) <eos>
eliza knows xerxes <eos>	know ( eliza , xerxes ) <eos>	know ( eliza , xerxes ) <eos>
quinn throws zelda <eos>	throw ( quinn , zelda ) <eos>	throw ( quinn , zelda ) <eos>
samuel likes alice <eos>	like ( samuel , alice ) <eos>	like ( samuel , alice ) <eos>
katherine likes winnifred <eos>	like ( katherine , winnifred ) <eos>	like ( katherine , winnifred ) <eos>
john dislikes alice <eos>	dislike ( john , alice ) <eos>	dislike ( john , alice ) <eos>
francis knows quinn <eos>	know ( francis , quinn ) <eos>	know ( francis , quinn ) <eos>
claire notices alice <eos>	notice ( claire , alice ) <eos>	notice ( claire , alice ) <eos>
yvette sees xerxes <eos>	see ( yvettte , xerxes ) <eos>	see ( yvettte , xerxes ) <eos>
patricia sees alice <eos>	see ( patricia , alice ) <eos>	see ( patricia , alice ) <eos>
quinn notices alice <eos>	notice ( quinn , alice ) <eos>	notice ( quinn , alice ) <eos>
eliza knows katherine <eos>	know ( eliza , katherine ) <eos>	know ( eliza , katherine ) <eos>
francis throws alice <eos>	throw ( francis , alice ) <eos>	throw ( francis , alice ) <eos>
quinn meets yvette <eos>	meet ( quinn , yvettte ) <eos>	meet ( quinn , yvettte ) <eos>
henry throws patricia <eos>	throw ( henry , patricia ) <eos>	throw ( henry , patricia ) <eos>
katherine sees ursula <eos>	see ( katherine , ursula ) <eos>	see ( katherine , ursula ) <eos>
alice notices ursula <eos>	notice ( alice , ursula ) <eos>	notice ( alice , ursula ) <eos>
isla meets patricia <eos>	meet ( isla , patricia ) <eos>	meet ( isla , patricia ) <eos>
john dislikes daniel <eos>	dislike ( john , daniel ) <eos>	dislike ( john , daniel ) <eos>
katherine knows eliza <eos>	know ( katherine , eliza ) <eos>	know ( katherine , eliza ) <eos>
john knows alice <eos>	know ( john , alice ) <eos>	know ( john , alice ) <eos>
alice sees ursula <eos>	see ( alice , ursula ) <eos>	see ( alice , ursula ) <eos>
ursula throws quinn <eos>	throw ( ursula , quinn ) <eos>	throw ( ursula , quinn ) <eos>
daniel meets alice <eos>	meet ( daniel , alice ) <eos>	meet ( daniel , alice ) <eos>
neha throws tracy <eos>	throw ( neha , tracy ) <eos>	throw ( neha , tracy ) <eos>
claire notices john <eos>	notice ( claire , john ) <eos>	notice ( claire , john ) <eos>
quinn dislikes henry <eos>	dislike ( quinn , henry ) <eos>	dislike ( quinn , henry ) <eos>
xerxes notices katherine <eos>	notice ( xerxes , katherine ) <eos>	notice ( xerxes , katherine ) <eos>
oswald knows grace <eos>	know ( oswald , grace ) <eos>	know ( oswald , grace ) <eos>
henry dislikes oswald <eos>	dislike ( henry , oswald ) <eos>	dislike ( henry , oswald ) <eos>
samuel likes lewis <eos>	like ( samuel , lewis ) <eos>	like ( samuel , lewis ) <eos>
samuel dislikes zelda <eos>	dislike ( samuel , zelda ) <eos>	dislike ( samuel , zelda ) <eos>
alice knows daniel <eos>	know ( alice , daniel ) <eos>	know ( alice , daniel ) <eos>
daniel dislikes rachael <eos>	dislike ( daniel , rachael ) <eos>	dislike ( daniel , rachael ) <eos>
samuel meets eliza <eos>	meet ( samuel , eliza ) <eos>	meet ( samuel , eliza ) <eos>
alice meets john <eos>	meet ( alice , john ) <eos>	meet ( alice , john ) <eos>
oswald knows yvette <eos>	know ( oswald , yvettte ) <eos>	know ( oswald , yvettte ) <eos>
tracy dislikes rachael <eos>	dislike ( tracy , rachael ) <eos>	dislike ( tracy , rachael ) <eos>
eliza sees victor <eos>	see ( eliza , victor ) <eos>	see ( eliza , victor ) <eos>
samuel throws patricia <eos>	throw ( samuel , patricia ) <eos>	throw ( samuel , patricia ) <eos>
francis notices francis <eos>	notice ( francis , francis ) <eos>	notice ( francis , francis ) <eos>
katherine throws winnifred <eos>	throw ( katherine , winnifred ) <eos>	throw ( katherine , winnifred ) <eos>
zelda throws samuel <eos>	throw ( zelda , samuel ) <eos>	throw ( zelda , samuel ) <eos>
rachael sings <eos>	sing ( rachael ) <eos>	sing ( rachael ) <eos>
zelda flies <eos>	fly ( zelda ) <eos>	fly ( zelda ) <eos>
patricia sings <eos>	sing ( patricia ) <eos>	sing ( patricia ) <eos>
patricia dances <eos>	dance ( patricia ) <eos>	dance ( patricia ) <eos>
yvette eats <eos>	eat ( yvettte ) <eos>	eat ( yvettte ) <eos>
francis sees alice <eos>	see ( francis , alice ) <eos>	see ( francis , alice ) <eos>
zelda meets victor <eos>	meet ( zelda , victor ) <eos>	meet ( zelda , victor ) <eos>
henry knows alice <eos>	know ( henry , alice ) <eos>	know ( henry , alice ) <eos>
isla sees alice <eos>	see ( isla , alice ) <eos>	see ( isla , alice ) <eos>
rachael throws samuel <eos>	throw ( rachael , samuel ) <eos>	throw ( rachael , samuel ) <eos>
zelda notices alice <eos>	notice ( zelda , alice ) <eos>	notice ( zelda , alice ) <eos>
margaret meets yvette <eos>	meet ( margaret , yvettte ) <eos>	meet ( margaret , yvettte ) <eos>
margaret sees rachael <eos>	see ( margaret , rachael ) <eos>	see ( margaret , rachael ) <eos>
oswald sees alice <eos>	see ( oswald , alice ) <eos>	see ( oswald , alice ) <eos>
lewis likes isla <eos>	like ( lewis , isla ) <eos>	like ( lewis , isla ) <eos>
eliza notices john <eos>	notice ( eliza , john ) <eos>	notice ( eliza , john ) <eos>
neha throws eliza <eos>	throw ( neha , eliza ) <eos>	throw ( neha , eliza ) <eos>
patricia throws john <eos>	throw ( patricia , john ) <eos>	throw ( patricia , john ) <eos>
yvette dislikes grace <eos>	dislike ( yvettte , grace ) <eos>	dislike ( yvettte , grace ) <eos>
oswald likes tracy <eos>	like ( oswald , tracy ) <eos>	like ( oswald , tracy ) <eos>
neha meets katherine <eos>	meet ( neha , katherine ) <eos>	meet ( neha , katherine ) <eos>
yvette dislikes alice <eos>	dislike ( yvettte , alice ) <eos>	dislike ( yvettte , alice ) <eos>
victor notices daniel <eos>	notice ( victor , daniel ) <eos>	notice ( victor , daniel ) <eos>
zelda throws henry <eos>	throw ( zelda , henry ) <eos>	throw ( zelda , henry ) <eos>
zelda dislikes patricia <eos>	dislike ( zelda , patricia ) <eos>	dislike ( zelda , patricia ) <eos>
henry dislikes eliza <eos>	dislike ( henry , eliza ) <eos>	dislike ( henry , eliza ) <eos>
claire dislikes lewis <eos>	dislike ( claire , lewis ) <eos>	dislike ( claire , lewis ) <eos>
francis throws victor <eos>	throw ( francis , victor ) <eos>	throw ( francis , victor ) <eos>
francis likes tracy <eos>	like ( francis , tracy ) <eos>	like ( francis , tracy ) <eos>
john dislikes neha <eos>	dislike ( john , neha ) <eos>	dislike ( john , neha ) <eos>
alice notices tracy <eos>	notice ( alice , tracy ) <eos>	notice ( alice , tracy ) <eos>
alice meets eliza <eos>	meet ( alice , eliza ) <eos>	meet ( alice , eliza ) <eos>
oswald sees eliza <eos>	see ( oswald , eliza ) <eos>	see ( oswald , eliza ) <eos>
patricia throws margaret <eos>	throw ( patricia , margaret ) <eos>	throw ( patricia , margaret ) <eos>
katherine knows katherine <eos>	know ( katherine , katherine ) <eos>	know ( katherine , katherine ) <eos>
victor sees neha <eos>	see ( victor , neha ) <eos>	see ( victor , neha ) <eos>
ursula meets eliza <eos>	meet ( ursula , eliza ) <eos>	meet ( ursula , eliza ) <eos>
lewis knows yvette <eos>	know ( lewis , yvettte ) <eos>	know ( lewis , yvettte ) <eos>
xerxes likes neha <eos>	like ( xerxes , neha ) <eos>	like ( xerxes , neha ) <eos>
john throws samuel <eos>	throw ( john , samuel ) <eos>	throw ( john , samuel ) <eos>
rachael meets quinn <eos>	meet ( rachael , quinn ) <eos>	meet ( rachael , quinn ) <eos>
quinn meets margaret <eos>	meet ( quinn , margaret ) <eos>	meet ( quinn , margaret ) <eos>
zelda sees patricia <eos>	see ( zelda , patricia ) <eos>	see ( zelda , patricia ) <eos>
victor throws alice <eos>	throw ( victor , alice ) <eos>	throw ( victor , alice ) <eos>
zelda dislikes xerxes <eos>	dislike ( zelda , xerxes ) <eos>	dislike ( zelda , xerxes ) <eos>
grace knows isla <eos>	know ( grace , isla ) <eos>	know ( grace , isla ) <eos>
zelda likes eliza <eos>	like ( zelda , eliza ) <eos>	like ( zelda , eliza ) <eos>
quinn notices oswald <eos>	notice ( quinn , oswald ) <eos>	notice ( quinn , oswald ) <eos>
winnifred knows herself <eos>	know ( winnifred , winnifred ) <eos>	know ( winnifred , winnifred ) <eos>
quinn likes tracy <eos>	like ( quinn , tracy ) <eos>	like ( quinn , tracy ) <eos>
john meets alice <eos>	meet ( john , alice ) <eos>	meet ( john , alice ) <eos>
henry knows yvette <eos>	know ( henry , yvettte ) <eos>	know ( henry , yvettte ) <eos>
grace knows katherine <eos>	know ( grace , katherine ) <eos>	know ( grace , katherine ) <eos>
zelda knows herself <eos>	know ( zelda , zelda ) <eos>	know ( zelda , zelda ) <eos>
bob sees alice <eos>	see ( bob , alice ) <eos>	see ( bob , alice ) <eos>
margaret knows daniel <eos>	know ( margaret , daniel ) <eos>	know ( margaret , daniel ) <eos>
alice notices alice <eos>	notice ( alice , alice ) <eos>	notice ( alice , alice ) <eos>
xerxes meets katherine <eos>	meet ( xerxes , katherine ) <eos>	meet ( xerxes , katherine ) <eos>
alice knows oswald <eos>	know ( alice , oswald ) <eos>	know ( alice , oswald ) <eos>
patricia meets rachael <eos>	meet ( patricia , rachael ) <eos>	meet ( patricia , rachael ) <eos>
samuel notices winnifred <eos>	notice ( samuel , winnifred ) <eos>	notice ( samuel , winnifred ) <eos>
victor notices isla <eos>	notice ( victor , isla ) <eos>	notice ( victor , isla ) <eos>
winnifred notices victor <eos>	notice ( winnifred , victor ) <eos>	notice ( winnifred , victor ) <eos>
winnifred dislikes alice <eos>	dislike ( winnifred , alice ) <eos>	dislike ( winnifred , alice ) <eos>
samuel knows alice <eos>	know ( samuel , alice ) <eos>	know ( samuel , alice ) <eos>
neha throws victor <eos>	throw ( neha , victor ) <eos>	throw ( neha , victor ) <eos>
john notices margaret <eos>	notice ( john , margaret ) <eos>	notice ( john , margaret ) <eos>
winnifred notices eliza <eos>	notice ( winnifred , eliza ) <eos>	notice ( winnifred , eliza ) <eos>
lewis sees winnifred <eos>	see ( lewis , winnifred ) <eos>	see ( lewis , winnifred ) <eos>
xerxes dislikes alice <eos>	dislike ( xerxes , alice ) <eos>	dislike ( xerxes , alice ) <eos>
neha sees patricia <eos>	see ( neha , patricia ) <eos>	see ( neha , patricia ) <eos>
ursula throws rachael <eos>	throw ( ursula , rachael ) <eos>	throw ( ursula , rachael ) <eos>
winnifred meets john <eos>	meet ( winnifred , john ) <eos>	meet ( winnifred , john ) <eos>
zelda likes alice <eos>	like ( zelda , alice ) <eos>	like ( zelda , alice ) <eos>
john throws grace <eos>	throw ( john , grace ) <eos>	throw ( john , grace ) <eos>
john notices alice <eos>	notice ( john , alice ) <eos>	notice ( john , alice ) <eos>
grace meets oswald <eos>	meet ( grace , oswald ) <eos>	meet ( grace , oswald ) <eos>
margaret throws francis <eos>	throw ( margaret , francis ) <eos>	throw ( margaret , francis ) <eos>
grace likes alice <eos>	like ( grace , alice ) <eos>	like ( grace , alice ) <eos>
alice sees yvette <eos>	see ( alice , yvettte ) <eos>	see ( alice , yvettte ) <eos>
neha throws winnifred <eos>	throw ( neha , winnifred ) <eos>	throw ( neha , winnifred ) <eos>
victor sees lewis <eos>	see ( victor , lewis ) <eos>	see ( victor , lewis ) <eos>
henry notices alice <eos>	notice ( henry , alice ) <eos>	notice ( henry , alice ) <eos>
xerxes knows alice <eos>	know ( xerxes , alice ) <eos>	know ( xerxes , alice ) <eos>
oswald dislikes neha <eos>	dislike ( oswald , neha ) <eos>	dislike ( oswald , neha ) <eos>
francis likes neha <eos>	like ( francis , neha ) <eos>	like ( francis , neha ) <eos>
bob throws isla <eos>	throw ( bob , isla ) <eos>	throw ( bob , isla ) <eos>
yvette knows claire <eos>	know ( yvettte , claire ) <eos>	know ( yvettte , claire ) <eos>
katherine throws quinn <eos>	throw ( katherine , quinn ) <eos>	throw ( katherine , quinn ) <eos>
john throws alice <eos>	throw ( john , alice ) <eos>	throw ( john , alice ) <eos>
winnifred notices alice <eos>	notice ( winnifred , alice ) <eos>	notice ( winnifred , alice ) <eos>
quinn dislikes alice <eos>	dislike ( quinn , alice ) <eos>	dislike ( quinn , alice ) <eos>
neha notices alice <eos>	notice ( neha , alice ) <eos>	notice ( neha , alice ) <eos>
quinn notices john <eos>	notice ( quinn , john ) <eos>	notice ( quinn , john ) <eos>
eliza throws ursula <eos>	throw ( eliza , ursula ) <eos>	throw ( eliza , ursula ) <eos>
daniel knows ursula <eos>	know ( daniel , ursula ) <eos>	know ( daniel , ursula ) <eos>
victor likes isla <eos>	like ( victor , isla ) <eos>	like ( victor , isla ) <eos>
margaret throws grace <eos>	throw ( margaret , grace ) <eos>	throw ( margaret , grace ) <eos>
isla dislikes yvette <eos>	dislike ( isla , yvettte ) <eos>	dislike ( isla , yvettte ) <eos>
eliza sees ursula <eos>	see ( eliza , ursula ) <eos>	see ( eliza , ursula ) <eos>
tracy knows bob <eos>	know ( tracy , bob ) <eos>	know ( tracy , bob ) <eos>
bob likes himself <eos>	like ( bob , bob ) <eos>	like ( bob , bob ) <eos>
eliza likes winnifred <eos>	like ( eliza , winnifred ) <eos>	like ( eliza , winnifred ) <eos>
margaret meets winnifred <eos>	meet ( margaret , winnifred ) <eos>	meet ( margaret , winnifred ) <eos>
grace sees oswald <eos>	see ( grace , oswald ) <eos>	see ( grace , oswald ) <eos>
quinn sees alice <eos>	see ( quinn , alice ) <eos>	see ( quinn , alice ) <eos>
patricia notices bob <eos>	notice ( patricia , bob ) <eos>	notice ( patricia , bob ) <eos>
katherine throws eliza <eos>	throw ( katherine , eliza ) <eos>	throw ( katherine , eliza ) <eos>
isla throws alice <eos>	throw ( isla , alice ) <eos>	throw ( isla , alice ) <eos>
oswald dislikes grace <eos>	dislike ( oswald , grace ) <eos>	dislike ( oswald , grace ) <eos>
isla throws patricia <eos>	throw ( isla , patricia ) <eos>	throw ( isla , patricia ) <eos>
claire dislikes neha <eos>	dislike ( claire , neha ) <eos>	dislike ( claire , neha ) <eos>
rachael throws alice <eos>	throw ( rachael , alice ) <eos>	throw ( rachael , alice ) <eos>
tracy throws isla <eos>	throw ( tracy , isla ) <eos>	throw ( tracy , isla ) <eos>
john likes alice <eos>	like ( john , alice ) <eos>	like ( john , alice ) <eos>
zelda throws alice <eos>	throw ( zelda , alice ) <eos>	throw ( zelda , alice ) <eos>
francis likes margaret <eos>	like ( francis , margaret ) <eos>	like ( francis , margaret ) <eos>
xerxes notices ursula <eos>	notice ( xerxes , ursula ) <eos>	notice ( xerxes , ursula ) <eos>
ursula notices isla <eos>	notice ( ursula , isla ) <eos>	notice ( ursula , isla ) <eos>
margaret dislikes quinn <eos>	dislike ( margaret , quinn ) <eos>	dislike ( margaret , quinn ) <eos>
yvette knows alice <eos>	know ( yvettte , alice ) <eos>	know ( yvettte , alice ) <eos>
ursula meets alice <eos>	meet ( ursula , alice ) <eos>	meet ( ursula , alice ) <eos>
zelda throws john <eos>	throw ( zelda , john ) <eos>	throw ( zelda , john ) <eos>
winnifred knows katherine <eos>	know ( winnifred , katherine ) <eos>	know ( winnifred , katherine ) <eos>
henry knows neha <eos>	know ( henry , neha ) <eos>	know ( henry , neha ) <eos>
lewis likes alice <eos>	like ( lewis , alice ) <eos>	like ( lewis , alice ) <eos>
katherine notices tracy <eos>	notice ( katherine , tracy ) <eos>	notice ( katherine , tracy ) <eos>
rachael throws patricia <eos>	throw ( rachael , patricia ) <eos>	throw ( rachael , patricia ) <eos>
tracy dislikes samuel <eos>	dislike ( tracy , samuel ) <eos>	dislike ( tracy , samuel ) <eos>
samuel notices claire <eos>	notice ( samuel , claire ) <eos>	notice ( samuel , claire ) <eos>
patricia meets yvette <eos>	meet ( patricia , yvettte ) <eos>	meet ( patricia , yvettte ) <eos>
isla dislikes john <eos>	dislike ( isla , john ) <eos>	dislike ( isla , john ) <eos>
samuel sees bob <eos>	see ( samuel , bob ) <eos>	see ( samuel , bob ) <eos>
oswald throws oswald <eos>	throw ( oswald , oswald ) <eos>	throw ( oswald , oswald ) <eos>
margaret throws alice <eos>	throw ( margaret , alice ) <eos>	throw ( margaret , alice ) <eos>
xerxes sleeps <eos>	sleep ( xerxes ) <eos>	sleep ( xerxes ) <eos>
margaret runs <eos>	run ( margaret ) <eos>	run ( margaret ) <eos>
bob sings <eos>	sing ( bob ) <eos>	sing ( bob ) <eos>
tracy runs <eos>	run ( tracy ) <eos>	run ( tracy ) <eos>
alice sleeps <eos>	sleep ( alice ) <eos>	sleep ( alice ) <eos>
henry knows daniel <eos>	know ( henry , daniel ) <eos>	know ( henry , daniel ) <eos>
victor knows patricia <eos>	know ( victor , patricia ) <eos>	know ( victor , patricia ) <eos>
yvette sees oswald <eos>	see ( yvettte , oswald ) <eos>	see ( yvettte , oswald ) <eos>
ursula likes alice <eos>	like ( ursula , alice ) <eos>	like ( ursula , alice ) <eos>
winnifred dislikes xerxes <eos>	dislike ( winnifred , xerxes ) <eos>	dislike ( winnifred , xerxes ) <eos>
samuel sees claire <eos>	see ( samuel , claire ) <eos>	see ( samuel , claire ) <eos>
victor dislikes himself <eos>	dislike ( victor , victor ) <eos>	dislike ( victor , victor ) <eos>
winnifred notices ursula <eos>	notice ( winnifred , ursula ) <eos>	notice ( winnifred , ursula ) <eos>
bob meets victor <eos>	meet ( bob , victor ) <eos>	meet ( bob , victor ) <eos>
claire meets alice <eos>	meet ( claire , alice ) <eos>	meet ( claire , alice ) <eos>
eliza likes herself <eos>	like ( eliza , eliza ) <eos>	like ( eliza , eliza ) <eos>
daniel throws alice <eos>	throw ( daniel , alice ) <eos>	throw ( daniel , alice ) <eos>
oswald sees ursula <eos>	see ( oswald , ursula ) <eos>	see ( oswald , ursula ) <eos>
victor throws claire <eos>	throw ( victor , claire ) <eos>	throw ( victor , claire ) <eos>
bob likes alice <eos>	like ( bob , alice ) <eos>	like ( bob , alice ) <eos>
yvette knows samuel <eos>	know ( yvettte , samuel ) <eos>	know ( yvettte , samuel ) <eos>
xerxes throws margaret <eos>	throw ( xerxes , margaret ) <eos>	throw ( xerxes , margaret ) <eos>
winnifred likes patricia <eos>	like ( winnifred , patricia ) <eos>	like ( winnifred , patricia ) <eos>
winnifred likes victor <eos>	like ( winnifred , victor ) <eos>	like ( winnifred , victor ) <eos>
tracy throws alice <eos>	throw ( tracy , alice ) <eos>	throw ( tracy , alice ) <eos>
zelda notices grace <eos>	notice ( zelda , grace ) <eos>	notice ( zelda , grace ) <eos>
yvette meets alice <eos>	meet ( yvettte , alice ) <eos>	meet ( yvettte , alice ) <eos>
daniel dislikes henry <eos>	dislike ( daniel , henry ) <eos>	dislike ( daniel , henry ) <eos>
winnifred meets alice <eos>	meet ( winnifred , alice ) <eos>	meet ( winnifred , alice ) <eos>
yvette likes katherine <eos>	like ( yvettte , katherine ) <eos>	like ( yvettte , katherine ) <eos>
tracy meets claire <eos>	meet ( tracy , claire ) <eos>	meet ( tracy , claire ) <eos>
quinn notices bob <eos>	notice ( quinn , bob ) <eos>	notice ( quinn , bob ) <eos>
eliza throws alice <eos>	throw ( eliza , alice ) <eos>	throw ( eliza , alice ) <eos>
neha dislikes alice <eos>	dislike ( neha , alice ) <eos>	dislike ( neha , alice ) <eos>
daniel dislikes grace <eos>	dislike ( daniel , grace ) <eos>	dislike ( daniel , grace ) <eos>
samuel throws alice <eos>	throw ( samuel , alice ) <eos>	throw ( samuel , alice ) <eos>
lewis knows katherine <eos>	know ( lewis , katherine ) <eos>	know ( lewis , katherine ) <eos>
neha meets neha <eos>	meet ( neha , neha ) <eos>	meet ( neha , neha ) <eos>
alice notices herself <eos>	notice ( alice , alice ) <eos>	notice ( alice , alice ) <eos>
isla throws claire <eos>	throw ( isla , claire ) <eos>	throw ( isla , claire ) <eos>
katherine notices ursula <eos>	notice ( katherine , ursula ) <eos>	notice ( katherine , ursula ) <eos>
katherine knows henry <eos>	know ( katherine , henry ) <eos>	know ( katherine , henry ) <eos>
alice dislikes herself <eos>	dislike ( alice , alice ) <eos>	dislike ( alice , alice ) <eos>
ursula dislikes alice <eos>	dislike ( ursula , alice ) <eos>	dislike ( ursula , alice ) <eos>
francis throws rachael <eos>	throw ( francis , rachael ) <eos>	throw ( francis , rachael ) <eos>
ursula knows alice <eos>	know ( ursula , alice ) <eos>	know ( ursula , alice ) <eos>
isla meets john <eos>	meet ( isla , john ) <eos>	meet ( isla , john ) <eos>
claire knows grace <eos>	know ( claire , grace ) <eos>	know ( claire , grace ) <eos>
margaret notices alice <eos>	notice ( margaret , alice ) <eos>	notice ( margaret , alice ) <eos>
bob dislikes yvette <eos>	dislike ( bob , yvettte ) <eos>	dislike ( bob , yvettte ) <eos>
bob sees lewis <eos>	see ( bob , lewis ) <eos>	see ( bob , lewis ) <eos>
john likes zelda <eos>	like ( john , zelda ) <eos>	like ( john , zelda ) <eos>
ursula sees isla <eos>	see ( ursula , isla ) <eos>	see ( ursula , isla ) <eos>
grace sees yvette <eos>	see ( grace , yvettte ) <eos>	see ( grace , yvettte ) <eos>
henry knows grace <eos>	know ( henry , grace ) <eos>	know ( henry , grace ) <eos>
eliza throws victor <eos>	throw ( eliza , victor ) <eos>	throw ( eliza , victor ) <eos>
tracy sees alice <eos>	see ( tracy , alice ) <eos>	see ( tracy , alice ) <eos>
ursula sees alice <eos>	see ( ursula , alice ) <eos>	see ( ursula , alice ) <eos>
rachael meets katherine <eos>	meet ( rachael , katherine ) <eos>	meet ( rachael , katherine ) <eos>
oswald meets bob <eos>	meet ( oswald , bob ) <eos>	meet ( oswald , bob ) <eos>
tracy dislikes alice <eos>	dislike ( tracy , alice ) <eos>	dislike ( tracy , alice ) <eos>
daniel likes alice <eos>	like ( daniel , alice ) <eos>	like ( daniel , alice ) <eos>
neha notices quinn <eos>	notice ( neha , quinn ) <eos>	notice ( neha , quinn ) <eos>
henry meets alice <eos>	meet ( henry , alice ) <eos>	meet ( henry , alice ) <eos>
yvette meets herself <eos>	meet ( yvettte , yvettte ) <eos>	meet ( yvettte , yvettte ) <eos>
samuel knows winnifred <eos>	know ( samuel , winnifred ) <eos>	know ( samuel , winnifred ) <eos>
xerxes likes rachael <eos>	like ( xerxes , rachael ) <eos>	like ( xerxes , rachael ) <eos>
isla dislikes eliza <eos>	dislike ( isla , eliza ) <eos>	dislike ( isla , eliza ) <eos>
