source	target	prediction
katherine throws alice <eos>	throw ( katherine , alice ) <eos>	throw ( katherine , alice ) <eos>
winnifred dislikes alice <eos>	dislike ( winnifred , alice ) <eos>	dislike ( winnifred , alice ) <eos>
francis likes alice <eos>	like ( francis , alice ) <eos>	like ( francis , alice ) <eos>
lewis knows alice <eos>	know ( lewis , alice ) <eos>	know ( lewis , alice ) <eos>
quinn sees alice <eos>	see ( quinn , alice ) <eos>	see ( quinn , alice ) <eos>
alice likes alice <eos>	like ( alice , alice ) <eos>	like ( alice , alice ) <eos>
margaret throws alice <eos>	throw ( margaret , alice ) <eos>	throw ( margaret , alice ) <eos>
ursula knows alice <eos>	know ( ursula , alice ) <eos>	know ( ursula , alice ) <eos>
rachael knows alice <eos>	know ( rachael , alice ) <eos>	know ( rachael , alice ) <eos>
yvette likes alice <eos>	like ( yvettte , alice ) <eos>	like ( yvettte , alice ) <eos>
john meets alice <eos>	meet ( john , alice ) <eos>	meet ( john , alice ) <eos>
lewis dislikes alice <eos>	dislike ( lewis , alice ) <eos>	dislike ( lewis , alice ) <eos>
isla notices alice <eos>	notice ( isla , alice ) <eos>	notice ( isla , alice ) <eos>
alice meets alice <eos>	meet ( alice , alice ) <eos>	meet ( alice , alice ) <eos>
samuel notices alice <eos>	notice ( samuel , alice ) <eos>	notice ( samuel , alice ) <eos>
katherine knows alice <eos>	know ( katherine , alice ) <eos>	know ( katherine , alice ) <eos>
yvette knows alice <eos>	know ( yvettte , alice ) <eos>	know ( yvettte , alice ) <eos>
claire sees alice <eos>	see ( claire , alice ) <eos>	see ( claire , alice ) <eos>
patricia notices alice <eos>	notice ( patricia , alice ) <eos>	notice ( patricia , alice ) <eos>
oswald meets alice <eos>	meet ( oswald , alice ) <eos>	meet ( oswald , alice ) <eos>
henry dislikes alice <eos>	dislike ( henry , alice ) <eos>	dislike ( henry , alice ) <eos>
henry meets alice <eos>	meet ( henry , alice ) <eos>	meet ( henry , alice ) <eos>
john sees alice <eos>	see ( john , alice ) <eos>	see ( john , alice ) <eos>
grace sees alice <eos>	see ( grace , alice ) <eos>	see ( grace , alice ) <eos>
grace meets alice <eos>	meet ( grace , alice ) <eos>	meet ( grace , alice ) <eos>
henry throws alice <eos>	throw ( henry , alice ) <eos>	throw ( henry , alice ) <eos>
daniel knows alice <eos>	know ( daniel , alice ) <eos>	know ( daniel , alice ) <eos>
zelda knows alice <eos>	know ( zelda , alice ) <eos>	know ( zelda , alice ) <eos>
claire throws alice <eos>	throw ( claire , alice ) <eos>	throw ( claire , alice ) <eos>
katherine notices alice <eos>	notice ( katherine , alice ) <eos>	notice ( katherine , alice ) <eos>
zelda dislikes alice <eos>	dislike ( zelda , alice ) <eos>	dislike ( zelda , alice ) <eos>
daniel throws alice <eos>	throw ( daniel , alice ) <eos>	throw ( daniel , alice ) <eos>
margaret sees alice <eos>	see ( margaret , alice ) <eos>	see ( margaret , alice ) <eos>
yvette dislikes alice <eos>	dislike ( yvettte , alice ) <eos>	dislike ( yvettte , alice ) <eos>
claire likes alice <eos>	like ( claire , alice ) <eos>	like ( claire , alice ) <eos>
bob likes alice <eos>	like ( bob , alice ) <eos>	like ( bob , alice ) <eos>
winnifred throws alice <eos>	throw ( winnifred , alice ) <eos>	throw ( winnifred , alice ) <eos>
quinn notices alice <eos>	notice ( quinn , alice ) <eos>	notice ( quinn , alice ) <eos>
samuel sees alice <eos>	see ( samuel , alice ) <eos>	see ( samuel , alice ) <eos>
claire knows alice <eos>	know ( claire , alice ) <eos>	know ( claire , alice ) <eos>
neha notices alice <eos>	notice ( neha , alice ) <eos>	notice ( neha , alice ) <eos>
eliza meets alice <eos>	meet ( eliza , alice ) <eos>	meet ( eliza , alice ) <eos>
zelda sees alice <eos>	see ( zelda , alice ) <eos>	see ( zelda , alice ) <eos>
eliza throws alice <eos>	throw ( eliza , alice ) <eos>	throw ( eliza , alice ) <eos>
xerxes notices alice <eos>	notice ( xerxes , alice ) <eos>	notice ( xerxes , alice ) <eos>
victor dislikes alice <eos>	dislike ( victor , alice ) <eos>	dislike ( victor , alice ) <eos>
xerxes knows alice <eos>	know ( xerxes , alice ) <eos>	know ( xerxes , alice ) <eos>
rachael dislikes alice <eos>	dislike ( rachael , alice ) <eos>	dislike ( rachael , alice ) <eos>
oswald likes alice <eos>	like ( oswald , alice ) <eos>	like ( oswald , alice ) <eos>
patricia dislikes alice <eos>	dislike ( patricia , alice ) <eos>	dislike ( patricia , alice ) <eos>
oswald notices alice <eos>	notice ( oswald , alice ) <eos>	notice ( oswald , alice ) <eos>
daniel notices alice <eos>	notice ( daniel , alice ) <eos>	notice ( daniel , alice ) <eos>
samuel likes alice <eos>	like ( samuel , alice ) <eos>	like ( samuel , alice ) <eos>
henry knows alice <eos>	know ( henry , alice ) <eos>	know ( henry , alice ) <eos>
lewis sees alice <eos>	see ( lewis , alice ) <eos>	see ( lewis , alice ) <eos>
alice dislikes alice <eos>	dislike ( alice , alice ) <eos>	dislike ( alice , alice ) <eos>
oswald dislikes alice <eos>	dislike ( oswald , alice ) <eos>	dislike ( oswald , alice ) <eos>
patricia knows alice <eos>	know ( patricia , alice ) <eos>	know ( patricia , alice ) <eos>
tracy throws alice <eos>	throw ( tracy , alice ) <eos>	throw ( tracy , alice ) <eos>
alice notices alice <eos>	notice ( alice , alice ) <eos>	notice ( alice , alice ) <eos>
isla dislikes alice <eos>	dislike ( isla , alice ) <eos>	dislike ( isla , alice ) <eos>
bob throws alice <eos>	throw ( bob , alice ) <eos>	throw ( bob , alice ) <eos>
eliza likes alice <eos>	like ( eliza , alice ) <eos>	like ( eliza , alice ) <eos>
rachael sees alice <eos>	see ( rachael , alice ) <eos>	see ( rachael , alice ) <eos>
ursula likes alice <eos>	like ( ursula , alice ) <eos>	like ( ursula , alice ) <eos>
lewis notices alice <eos>	notice ( lewis , alice ) <eos>	notice ( lewis , alice ) <eos>
tracy knows alice <eos>	know ( tracy , alice ) <eos>	know ( tracy , alice ) <eos>
victor throws alice <eos>	throw ( victor , alice ) <eos>	throw ( victor , alice ) <eos>
margaret knows alice <eos>	know ( margaret , alice ) <eos>	know ( margaret , alice ) <eos>
daniel meets alice <eos>	meet ( daniel , alice ) <eos>	meet ( daniel , alice ) <eos>
neha dislikes alice <eos>	dislike ( neha , alice ) <eos>	dislike ( neha , alice ) <eos>
daniel sees alice <eos>	see ( daniel , alice ) <eos>	see ( daniel , alice ) <eos>
victor sees alice <eos>	see ( victor , alice ) <eos>	see ( victor , alice ) <eos>
quinn likes alice <eos>	like ( quinn , alice ) <eos>	like ( quinn , alice ) <eos>
neha throws alice <eos>	throw ( neha , alice ) <eos>	throw ( neha , alice ) <eos>
isla meets alice <eos>	meet ( isla , alice ) <eos>	meet ( isla , alice ) <eos>
yvette sees alice <eos>	see ( yvettte , alice ) <eos>	see ( yvettte , alice ) <eos>
eliza knows alice <eos>	know ( eliza , alice ) <eos>	know ( eliza , alice ) <eos>
ursula notices alice <eos>	notice ( ursula , alice ) <eos>	notice ( ursula , alice ) <eos>
samuel dislikes alice <eos>	dislike ( samuel , alice ) <eos>	dislike ( samuel , alice ) <eos>
ursula meets alice <eos>	meet ( ursula , alice ) <eos>	meet ( ursula , alice ) <eos>
winnifred likes alice <eos>	like ( winnifred , alice ) <eos>	like ( winnifred , alice ) <eos>
samuel meets alice <eos>	meet ( samuel , alice ) <eos>	meet ( samuel , alice ) <eos>
grace notices alice <eos>	notice ( grace , alice ) <eos>	notice ( grace , alice ) <eos>
francis sees alice <eos>	see ( francis , alice ) <eos>	see ( francis , alice ) <eos>
xerxes throws alice <eos>	throw ( xerxes , alice ) <eos>	throw ( xerxes , alice ) <eos>
xerxes sees alice <eos>	see ( xerxes , alice ) <eos>	see ( xerxes , alice ) <eos>
quinn meets alice <eos>	meet ( quinn , alice ) <eos>	meet ( quinn , alice ) <eos>
oswald sees alice <eos>	see ( oswald , alice ) <eos>	see ( oswald , alice ) <eos>
john dislikes alice <eos>	dislike ( john , alice ) <eos>	dislike ( john , alice ) <eos>
isla sees alice <eos>	see ( isla , alice ) <eos>	see ( isla , alice ) <eos>
rachael meets alice <eos>	meet ( rachael , alice ) <eos>	meet ( rachael , alice ) <eos>
henry notices alice <eos>	notice ( henry , alice ) <eos>	notice ( henry , alice ) <eos>
francis throws alice <eos>	throw ( francis , alice ) <eos>	throw ( francis , alice ) <eos>
winnifred knows alice <eos>	know ( winnifred , alice ) <eos>	know ( winnifred , alice ) <eos>
quinn throws alice <eos>	throw ( quinn , alice ) <eos>	throw ( quinn , alice ) <eos>
francis knows alice <eos>	know ( francis , alice ) <eos>	know ( francis , alice ) <eos>
patricia meets alice <eos>	meet ( patricia , alice ) <eos>	meet ( patricia , alice ) <eos>
claire notices alice <eos>	notice ( claire , alice ) <eos>	notice ( claire , alice ) <eos>
henry likes alice <eos>	like ( henry , alice ) <eos>	like ( henry , alice ) <eos>
margaret meets alice <eos>	meet ( margaret , alice ) <eos>	meet ( margaret , alice ) <eos>
tracy likes alice <eos>	like ( tracy , alice ) <eos>	like ( tracy , alice ) <eos>
winnifred sees alice <eos>	see ( winnifred , alice ) <eos>	see ( winnifred , alice ) <eos>
katherine meets alice <eos>	meet ( katherine , alice ) <eos>	meet ( katherine , alice ) <eos>
victor likes alice <eos>	like ( victor , alice ) <eos>	like ( victor , alice ) <eos>
margaret likes alice <eos>	like ( margaret , alice ) <eos>	like ( margaret , alice ) <eos>
daniel likes alice <eos>	like ( daniel , alice ) <eos>	like ( daniel , alice ) <eos>
eliza notices alice <eos>	notice ( eliza , alice ) <eos>	notice ( eliza , alice ) <eos>
lewis meets alice <eos>	meet ( lewis , alice ) <eos>	meet ( lewis , alice ) <eos>
zelda likes alice <eos>	like ( zelda , alice ) <eos>	like ( zelda , alice ) <eos>
bob meets alice <eos>	meet ( bob , alice ) <eos>	meet ( bob , alice ) <eos>
zelda meets alice <eos>	meet ( zelda , alice ) <eos>	meet ( zelda , alice ) <eos>
rachael notices alice <eos>	notice ( rachael , alice ) <eos>	notice ( rachael , alice ) <eos>
john notices alice <eos>	notice ( john , alice ) <eos>	notice ( john , alice ) <eos>
katherine sees alice <eos>	see ( katherine , alice ) <eos>	see ( katherine , alice ) <eos>
rachael throws alice <eos>	throw ( rachael , alice ) <eos>	throw ( rachael , alice ) <eos>
bob notices alice <eos>	notice ( bob , alice ) <eos>	notice ( bob , alice ) <eos>
rachael likes alice <eos>	like ( rachael , alice ) <eos>	like ( rachael , alice ) <eos>
neha likes alice <eos>	like ( neha , alice ) <eos>	like ( neha , alice ) <eos>
tracy sees alice <eos>	see ( tracy , alice ) <eos>	see ( tracy , alice ) <eos>
eliza dislikes alice <eos>	dislike ( eliza , alice ) <eos>	dislike ( eliza , alice ) <eos>
oswald knows alice <eos>	know ( oswald , alice ) <eos>	know ( oswald , alice ) <eos>
ursula dislikes alice <eos>	dislike ( ursula , alice ) <eos>	dislike ( ursula , alice ) <eos>
victor notices alice <eos>	notice ( victor , alice ) <eos>	notice ( victor , alice ) <eos>
ursula throws alice <eos>	throw ( ursula , alice ) <eos>	throw ( ursula , alice ) <eos>
victor knows alice <eos>	know ( victor , alice ) <eos>	know ( victor , alice ) <eos>
zelda throws alice <eos>	throw ( zelda , alice ) <eos>	throw ( zelda , alice ) <eos>
patricia sees alice <eos>	see ( patricia , alice ) <eos>	see ( patricia , alice ) <eos>
ursula sees alice <eos>	see ( ursula , alice ) <eos>	see ( ursula , alice ) <eos>
tracy meets alice <eos>	meet ( tracy , alice ) <eos>	meet ( tracy , alice ) <eos>
henry sees alice <eos>	see ( henry , alice ) <eos>	see ( henry , alice ) <eos>
margaret notices alice <eos>	notice ( margaret , alice ) <eos>	notice ( margaret , alice ) <eos>
alice knows alice <eos>	know ( alice , alice ) <eos>	know ( alice , alice ) <eos>
yvette throws alice <eos>	throw ( yvettte , alice ) <eos>	throw ( yvettte , alice ) <eos>
yvette notices alice <eos>	notice ( yvettte , alice ) <eos>	notice ( yvettte , alice ) <eos>
john knows alice <eos>	know ( john , alice ) <eos>	know ( john , alice ) <eos>
xerxes likes alice <eos>	like ( xerxes , alice ) <eos>	like ( xerxes , alice ) <eos>
neha knows alice <eos>	know ( neha , alice ) <eos>	know ( neha , alice ) <eos>
xerxes dislikes alice <eos>	dislike ( xerxes , alice ) <eos>	dislike ( xerxes , alice ) <eos>
zelda notices alice <eos>	notice ( zelda , alice ) <eos>	notice ( zelda , alice ) <eos>
bob knows alice <eos>	know ( bob , alice ) <eos>	know ( bob , alice ) <eos>
bob sees alice <eos>	see ( bob , alice ) <eos>	see ( bob , alice ) <eos>
claire dislikes alice <eos>	dislike ( claire , alice ) <eos>	dislike ( claire , alice ) <eos>
katherine dislikes alice <eos>	dislike ( katherine , alice ) <eos>	dislike ( katherine , alice ) <eos>
john throws alice <eos>	throw ( john , alice ) <eos>	throw ( john , alice ) <eos>
grace throws alice <eos>	throw ( grace , alice ) <eos>	throw ( grace , alice ) <eos>
bob dislikes alice <eos>	dislike ( bob , alice ) <eos>	dislike ( bob , alice ) <eos>
xerxes meets alice <eos>	meet ( xerxes , alice ) <eos>	meet ( xerxes , alice ) <eos>
margaret dislikes alice <eos>	dislike ( margaret , alice ) <eos>	dislike ( margaret , alice ) <eos>
alice throws alice <eos>	throw ( alice , alice ) <eos>	throw ( alice , alice ) <eos>
quinn knows alice <eos>	know ( quinn , alice ) <eos>	know ( quinn , alice ) <eos>
oswald throws alice <eos>	throw ( oswald , alice ) <eos>	throw ( oswald , alice ) <eos>
victor meets alice <eos>	meet ( victor , alice ) <eos>	meet ( victor , alice ) <eos>
claire meets alice <eos>	meet ( claire , alice ) <eos>	meet ( claire , alice ) <eos>
neha sees alice <eos>	see ( neha , alice ) <eos>	see ( neha , alice ) <eos>
daniel dislikes alice <eos>	dislike ( daniel , alice ) <eos>	dislike ( daniel , alice ) <eos>
john likes alice <eos>	like ( john , alice ) <eos>	like ( john , alice ) <eos>
samuel throws alice <eos>	throw ( samuel , alice ) <eos>	throw ( samuel , alice ) <eos>
francis dislikes alice <eos>	dislike ( francis , alice ) <eos>	dislike ( francis , alice ) <eos>
eliza sees alice <eos>	see ( eliza , alice ) <eos>	see ( eliza , alice ) <eos>
