source	target	prediction
alice knows tracy <eos>	know ( alice , tracy ) <eos>	know ( tracy , tracy ) <eos>
alice dislikes francis <eos>	dislike ( alice , francis ) <eos>	dislike ( francis , francis ) <eos>
alice dislikes katherine <eos>	dislike ( alice , katherine ) <eos>	dislike ( katherine , alice ) <eos>
alice knows herself <eos>	know ( alice , alice ) <eos>	know ( claire , alice ) <eos>
alice knows xerxes <eos>	know ( alice , xerxes ) <eos>	know ( xerxes , xerxes ) <eos>
alice meets alice <eos>	meet ( alice , alice ) <eos>	meet ( isla ) <eos>
alice sees francis <eos>	see ( alice , francis ) <eos>	see ( francis , francis ) <eos>
alice likes yvette <eos>	like ( alice , yvettte ) <eos>	like ( yvettte , yvettte ) <eos>
alice slumbers <eos>	slumber ( alice ) <eos>	slumber ( isla ) <eos>
alice sleeps <eos>	sleep ( alice ) <eos>	sleep ( ) <eos>
alice walks <eos>	walk ( alice ) <eos>	walk ( alice ) <eos>
alice meets tracy <eos>	meet ( alice , tracy ) <eos>	meet ( tracy , tracy ) <eos>
alice meets claire <eos>	meet ( alice , claire ) <eos>	meet ( claire , claire ) <eos>
alice notices rachael <eos>	notice ( alice , rachael ) <eos>	notice ( rachael , rachael ) <eos>
alice throws claire <eos>	throw ( alice , claire ) <eos>	throw ( claire , claire ) <eos>
alice sees katherine <eos>	see ( alice , katherine ) <eos>	see ( katherine , alice ) <eos>
alice likes patricia <eos>	like ( alice , patricia ) <eos>	like ( patricia , alice ) <eos>
alice likes ursula <eos>	like ( alice , ursula ) <eos>	like ( ursula , ursula ) <eos>
alice meets isla <eos>	meet ( alice , isla ) <eos>	meet ( isla , isla ) <eos>
alice sees patricia <eos>	see ( alice , patricia ) <eos>	see ( patricia , alice ) <eos>
alice knows rachael <eos>	know ( alice , rachael ) <eos>	know ( rachael , rachael ) <eos>
alice sees herself <eos>	see ( alice , alice ) <eos>	see ( claire , alice ) <eos>
alice knows zelda <eos>	know ( alice , zelda ) <eos>	know ( zelda , bob ) <eos>
alice throws alice <eos>	throw ( alice , alice ) <eos>	throw ( claire , alice ) <eos>
alice throws bob <eos>	throw ( alice , bob ) <eos>	throw ( bob , bob ) <eos>
alice meets yvette <eos>	meet ( alice , yvettte ) <eos>	meet ( yvettte , yvettte ) <eos>
alice meets oswald <eos>	meet ( alice , oswald ) <eos>	meet ( oswald , oswald ) <eos>
alice meets grace <eos>	meet ( alice , grace ) <eos>	meet ( grace , grace ) <eos>
alice meets winnifred <eos>	meet ( alice , winnifred ) <eos>	meet ( winnifred , winnifred ) <eos>
alice knows quinn <eos>	know ( alice , quinn ) <eos>	know ( quinn , quinn ) <eos>
alice meets john <eos>	meet ( alice , john ) <eos>	meet ( john , john ) <eos>
alice meets herself <eos>	meet ( alice , alice ) <eos>	meet ( claire , alice ) <eos>
alice dislikes margaret <eos>	dislike ( alice , margaret ) <eos>	dislike ( margaret , margaret ) <eos>
alice throws neha <eos>	throw ( alice , neha ) <eos>	throw ( neha , neha ) <eos>
alice knows victor <eos>	know ( alice , victor ) <eos>	know ( victor , victor ) <eos>
alice dislikes henry <eos>	dislike ( alice , henry ) <eos>	dislike ( henry ) <eos>
alice knows john <eos>	know ( alice , john ) <eos>	know ( john ) <eos>
alice sees alice <eos>	see ( alice , alice ) <eos>	see ( alice ) <eos>
alice dislikes zelda <eos>	dislike ( alice , zelda ) <eos>	dislike ( zelda , zelda ) <eos>
alice likes lewis <eos>	like ( alice , lewis ) <eos>	like ( lewis , lewis ) <eos>
alice notices henry <eos>	notice ( alice , henry ) <eos>	notice ( henry , henry ) <eos>
alice knows grace <eos>	know ( alice , grace ) <eos>	know ( grace , grace ) <eos>
alice meets margaret <eos>	meet ( alice , margaret ) <eos>	meet ( margaret , margaret ) <eos>
alice sees isla <eos>	see ( alice , isla ) <eos>	see ( isla , isla ) <eos>
alice sees zelda <eos>	see ( alice , zelda ) <eos>	see ( zelda , zelda ) <eos>
alice throws patricia <eos>	throw ( alice , patricia ) <eos>	throw ( patricia , alice ) <eos>
alice likes francis <eos>	like ( alice , francis ) <eos>	like ( francis , francis ) <eos>
alice throws ursula <eos>	throw ( alice , ursula ) <eos>	throw ( ursula , ursula ) <eos>
alice notices lewis <eos>	notice ( alice , lewis ) <eos>	notice ( lewis , lewis ) <eos>
alice throws yvette <eos>	throw ( alice , yvettte ) <eos>	throw ( yvettte , yvettte ) <eos>
alice knows alice <eos>	know ( alice , alice ) <eos>	know ( alice ) <eos>
alice dislikes victor <eos>	dislike ( alice , victor ) <eos>	dislike ( victor , alice ) <eos>
alice sees ursula <eos>	see ( alice , ursula ) <eos>	see ( ursula , ursula ) <eos>
alice knows samuel <eos>	know ( alice , samuel ) <eos>	know ( samuel , samuel ) <eos>
alice sees margaret <eos>	see ( alice , margaret ) <eos>	see ( margaret , alice ) <eos>
alice dislikes xerxes <eos>	dislike ( alice , xerxes ) <eos>	dislike ( xerxes , xerxes ) <eos>
alice dislikes samuel <eos>	dislike ( alice , samuel ) <eos>	dislike ( samuel , samuel ) <eos>
alice meets zelda <eos>	meet ( alice , zelda ) <eos>	meet ( zelda , alice ) <eos>
alice dislikes claire <eos>	dislike ( alice , claire ) <eos>	dislike ( claire , claire ) <eos>
alice meets francis <eos>	meet ( alice , francis ) <eos>	meet ( francis , francis ) <eos>
alice throws daniel <eos>	throw ( alice , daniel ) <eos>	throw ( winnifred ) <eos>
alice sees daniel <eos>	see ( alice , daniel ) <eos>	see ( daniel ) <eos>
alice dislikes oswald <eos>	dislike ( alice , oswald ) <eos>	dislike ( oswald ) <eos>
alice throws eliza <eos>	throw ( alice , eliza ) <eos>	throw ( eliza ) <eos>
alice throws samuel <eos>	throw ( alice , samuel ) <eos>	throw ( samuel , samuel ) <eos>
alice dislikes neha <eos>	dislike ( alice , neha ) <eos>	dislike ( neha , neha ) <eos>
alice sees rachael <eos>	see ( alice , rachael ) <eos>	see ( rachael , rachael ) <eos>
alice dislikes rachael <eos>	dislike ( alice , rachael ) <eos>	dislike ( rachael , rachael ) <eos>
alice sees oswald <eos>	see ( alice , oswald ) <eos>	see ( oswald , oswald ) <eos>
alice dislikes eliza <eos>	dislike ( alice , eliza ) <eos>	dislike ( eliza ) <eos>
alice notices patricia <eos>	notice ( alice , patricia ) <eos>	notice ( patricia , patricia ) <eos>
alice notices alice <eos>	notice ( alice , alice ) <eos>	notice ( isla , alice ) <eos>
alice likes quinn <eos>	like ( alice , quinn ) <eos>	like ( quinn , quinn ) <eos>
alice notices yvette <eos>	notice ( alice , yvettte ) <eos>	notice ( yvettte , yvettte ) <eos>
alice knows neha <eos>	know ( alice , neha ) <eos>	know ( neha , neha ) <eos>
alice throws john <eos>	throw ( alice , john ) <eos>	throw ( john , john ) <eos>
alice meets neha <eos>	meet ( alice , neha ) <eos>	meet ( neha , neha ) <eos>
alice sees yvette <eos>	see ( alice , yvettte ) <eos>	see ( yvettte , yvettte ) <eos>
alice notices daniel <eos>	notice ( alice , daniel ) <eos>	notice ( daniel , daniel ) <eos>
alice throws lewis <eos>	throw ( alice , lewis ) <eos>	throw ( lewis , lewis ) <eos>
alice meets xerxes <eos>	meet ( alice , xerxes ) <eos>	meet ( xerxes , xerxes ) <eos>
alice notices grace <eos>	notice ( alice , grace ) <eos>	notice ( grace , grace ) <eos>
alice sees winnifred <eos>	see ( alice , winnifred ) <eos>	see ( winnifred , winnifred ) <eos>
alice dislikes patricia <eos>	dislike ( alice , patricia ) <eos>	dislike ( patricia , alice ) <eos>
alice notices francis <eos>	notice ( alice , francis ) <eos>	notice ( francis , francis ) <eos>
alice dislikes winnifred <eos>	dislike ( alice , winnifred ) <eos>	dislike ( winnifred , winnifred ) <eos>
alice dislikes quinn <eos>	dislike ( alice , quinn ) <eos>	dislike ( quinn , quinn ) <eos>
alice sees neha <eos>	see ( alice , neha ) <eos>	see ( neha , neha ) <eos>
alice notices ursula <eos>	notice ( alice , ursula ) <eos>	notice ( ursula , ursula ) <eos>
alice likes claire <eos>	like ( alice , claire ) <eos>	like ( claire , claire ) <eos>
alice throws victor <eos>	throw ( alice , victor ) <eos>	throw ( victor ) <eos>
alice meets samuel <eos>	meet ( alice , samuel ) <eos>	meet ( samuel , samuel ) <eos>
alice sees quinn <eos>	see ( alice , quinn ) <eos>	see ( quinn , quinn ) <eos>
alice notices tracy <eos>	notice ( alice , tracy ) <eos>	notice ( tracy , tracy ) <eos>
alice notices eliza <eos>	notice ( alice , eliza ) <eos>	notice ( eliza , eliza ) <eos>
alice notices xerxes <eos>	notice ( alice , xerxes ) <eos>	notice ( xerxes , xerxes ) <eos>
alice knows yvette <eos>	know ( alice , yvettte ) <eos>	know ( yvettte , yvettte ) <eos>
alice knows ursula <eos>	know ( alice , ursula ) <eos>	know ( ursula , ursula ) <eos>
alice notices neha <eos>	notice ( alice , neha ) <eos>	notice ( neha , neha ) <eos>
alice meets rachael <eos>	meet ( alice , rachael ) <eos>	meet ( rachael , rachael ) <eos>
alice likes neha <eos>	like ( alice , neha ) <eos>	like ( neha , neha ) <eos>
alice meets quinn <eos>	meet ( alice , quinn ) <eos>	meet ( quinn , quinn ) <eos>
alice likes tracy <eos>	like ( alice , tracy ) <eos>	like ( tracy , tracy ) <eos>
alice dislikes ursula <eos>	dislike ( alice , ursula ) <eos>	dislike ( ursula , ursula ) <eos>
alice knows claire <eos>	know ( alice , claire ) <eos>	know ( claire , claire ) <eos>
alice throws margaret <eos>	throw ( alice , margaret ) <eos>	throw ( margaret , margaret ) <eos>
alice sees claire <eos>	see ( alice , claire ) <eos>	see ( claire , claire ) <eos>
alice likes winnifred <eos>	like ( alice , winnifred ) <eos>	like ( winnifred , winnifred ) <eos>
alice sees john <eos>	see ( alice , john ) <eos>	see ( john ) <eos>
alice likes john <eos>	like ( alice , john ) <eos>	like ( john ) <eos>
alice sees xerxes <eos>	see ( alice , xerxes ) <eos>	see ( xerxes , alice ) <eos>
alice dislikes tracy <eos>	dislike ( alice , tracy ) <eos>	dislike ( tracy , tracy ) <eos>
alice throws xerxes <eos>	throw ( alice , xerxes ) <eos>	throw ( xerxes , xerxes ) <eos>
alice likes isla <eos>	like ( alice , isla ) <eos>	like ( isla , isla ) <eos>
alice throws quinn <eos>	throw ( alice , quinn ) <eos>	throw ( quinn , quinn ) <eos>
alice likes rachael <eos>	like ( alice , rachael ) <eos>	like ( rachael , rachael ) <eos>
alice dislikes daniel <eos>	dislike ( alice , daniel ) <eos>	dislike ( daniel ) <eos>
alice meets daniel <eos>	meet ( alice , daniel ) <eos>	meet ( winnifred ) <eos>
alice notices margaret <eos>	notice ( alice , margaret ) <eos>	notice ( margaret , margaret ) <eos>
alice knows eliza <eos>	know ( alice , eliza ) <eos>	know ( eliza ) <eos>
alice knows henry <eos>	know ( alice , henry ) <eos>	know ( henry , henry ) <eos>
alice meets bob <eos>	meet ( alice , bob ) <eos>	meet ( bob , bob ) <eos>
alice throws oswald <eos>	throw ( alice , oswald ) <eos>	throw ( oswald , oswald ) <eos>
alice likes zelda <eos>	like ( alice , zelda ) <eos>	like ( zelda , alice ) <eos>
alice meets katherine <eos>	meet ( alice , katherine ) <eos>	meet ( katherine , alice ) <eos>
alice throws tracy <eos>	throw ( alice , tracy ) <eos>	throw ( tracy , tracy ) <eos>
