source	target	prediction
quinn meets alice <eos>	meet ( quinn , alice ) <eos>	meet ( quinn , alice ) <eos>
lewis knows alice <eos>	know ( lewis , alice ) <eos>	know ( lewis , alice ) <eos>
lewis dislikes alice <eos>	dislike ( lewis , alice ) <eos>	dislike ( lewis , alice ) <eos>
tracy notices alice <eos>	notice ( tracy , alice ) <eos>	notice ( tracy , alice ) <eos>
neha likes alice <eos>	like ( neha , alice ) <eos>	like ( neha , alice ) <eos>
ursula throws alice <eos>	throw ( ursula , alice ) <eos>	throw ( ursula , alice ) <eos>
lewis meets alice <eos>	meet ( lewis , alice ) <eos>	meet ( lewis , alice ) <eos>
daniel likes alice <eos>	like ( daniel , alice ) <eos>	like ( daniel , alice ) <eos>
yvette notices alice <eos>	notice ( yvettte , alice ) <eos>	notice ( yvettte , alice ) <eos>
victor dislikes alice <eos>	dislike ( victor , alice ) <eos>	dislike ( victor , alice ) <eos>
bob meets alice <eos>	meet ( bob , alice ) <eos>	meet ( bob , alice ) <eos>
margaret meets alice <eos>	meet ( margaret , alice ) <eos>	meet ( margaret , alice ) <eos>
john meets alice <eos>	meet ( john , alice ) <eos>	meet ( john , alice ) <eos>
henry sees alice <eos>	see ( henry , alice ) <eos>	see ( henry , alice ) <eos>
alice knows alice <eos>	know ( alice , alice ) <eos>	know ( alice , alice ) <eos>
oswald sees alice <eos>	see ( oswald , alice ) <eos>	see ( oswald , alice ) <eos>
rachael likes alice <eos>	like ( rachael , alice ) <eos>	like ( rachael , alice ) <eos>
isla notices alice <eos>	notice ( isla , alice ) <eos>	notice ( isla , alice ) <eos>
francis notices alice <eos>	notice ( francis , alice ) <eos>	notice ( francis , alice ) <eos>
grace sees alice <eos>	see ( grace , alice ) <eos>	see ( grace , alice ) <eos>
claire knows alice <eos>	know ( claire , alice ) <eos>	know ( claire , alice ) <eos>
patricia sees alice <eos>	see ( patricia , alice ) <eos>	see ( patricia , alice ) <eos>
eliza meets alice <eos>	meet ( eliza , alice ) <eos>	meet ( eliza , alice ) <eos>
bob knows alice <eos>	know ( bob , alice ) <eos>	know ( bob , alice ) <eos>
zelda likes alice <eos>	like ( zelda , alice ) <eos>	like ( zelda , alice ) <eos>
bob throws alice <eos>	throw ( bob , alice ) <eos>	throw ( bob , alice ) <eos>
samuel notices alice <eos>	notice ( samuel , alice ) <eos>	notice ( samuel , alice ) <eos>
isla throws alice <eos>	throw ( isla , alice ) <eos>	throw ( isla , alice ) <eos>
john notices alice <eos>	notice ( john , alice ) <eos>	notice ( john , alice ) <eos>
eliza notices alice <eos>	notice ( eliza , alice ) <eos>	notice ( eliza , alice ) <eos>
francis likes alice <eos>	like ( francis , alice ) <eos>	like ( francis , alice ) <eos>
oswald dislikes alice <eos>	dislike ( oswald , alice ) <eos>	dislike ( oswald , alice ) <eos>
katherine notices alice <eos>	notice ( katherine , alice ) <eos>	notice ( katherine , alice ) <eos>
isla sees alice <eos>	see ( isla , alice ) <eos>	see ( isla , alice ) <eos>
rachael knows alice <eos>	know ( rachael , alice ) <eos>	know ( rachael , alice ) <eos>
francis throws alice <eos>	throw ( francis , alice ) <eos>	throw ( francis , alice ) <eos>
henry notices alice <eos>	notice ( henry , alice ) <eos>	notice ( henry , alice ) <eos>
katherine sees alice <eos>	see ( katherine , alice ) <eos>	see ( katherine , alice ) <eos>
zelda knows alice <eos>	know ( zelda , alice ) <eos>	know ( zelda , alice ) <eos>
zelda meets alice <eos>	meet ( zelda , alice ) <eos>	meet ( zelda , alice ) <eos>
samuel dislikes alice <eos>	dislike ( samuel , alice ) <eos>	dislike ( samuel , alice ) <eos>
grace likes alice <eos>	like ( grace , alice ) <eos>	like ( grace , alice ) <eos>
grace dislikes alice <eos>	dislike ( grace , alice ) <eos>	dislike ( grace , alice ) <eos>
victor throws alice <eos>	throw ( victor , alice ) <eos>	throw ( victor , alice ) <eos>
quinn dislikes alice <eos>	dislike ( quinn , alice ) <eos>	dislike ( quinn , alice ) <eos>
xerxes knows alice <eos>	know ( xerxes , alice ) <eos>	know ( xerxes , alice ) <eos>
alice notices alice <eos>	notice ( alice , alice ) <eos>	notice ( alice , alice ) <eos>
yvette throws alice <eos>	throw ( yvettte , alice ) <eos>	throw ( yvettte , alice ) <eos>
tracy meets alice <eos>	meet ( tracy , alice ) <eos>	meet ( tracy , alice ) <eos>
john likes alice <eos>	like ( john , alice ) <eos>	like ( john , alice ) <eos>
eliza knows alice <eos>	know ( eliza , alice ) <eos>	know ( eliza , alice ) <eos>
oswald notices alice <eos>	notice ( oswald , alice ) <eos>	notice ( oswald , alice ) <eos>
xerxes meets alice <eos>	meet ( xerxes , alice ) <eos>	meet ( xerxes , alice ) <eos>
victor likes alice <eos>	like ( victor , alice ) <eos>	like ( victor , alice ) <eos>
patricia dislikes alice <eos>	dislike ( patricia , alice ) <eos>	dislike ( patricia , alice ) <eos>
katherine throws alice <eos>	throw ( katherine , alice ) <eos>	throw ( katherine , alice ) <eos>
tracy sees alice <eos>	see ( tracy , alice ) <eos>	see ( tracy , alice ) <eos>
yvette knows alice <eos>	know ( yvettte , alice ) <eos>	know ( yvettte , alice ) <eos>
john knows alice <eos>	know ( john , alice ) <eos>	know ( john , alice ) <eos>
xerxes sees alice <eos>	see ( xerxes , alice ) <eos>	see ( xerxes , alice ) <eos>
katherine dislikes alice <eos>	dislike ( katherine , alice ) <eos>	dislike ( katherine , alice ) <eos>
margaret likes alice <eos>	like ( margaret , alice ) <eos>	like ( margaret , alice ) <eos>
margaret sees alice <eos>	see ( margaret , alice ) <eos>	see ( margaret , alice ) <eos>
zelda dislikes alice <eos>	dislike ( zelda , alice ) <eos>	dislike ( zelda , alice ) <eos>
bob dislikes alice <eos>	dislike ( bob , alice ) <eos>	dislike ( bob , alice ) <eos>
quinn notices alice <eos>	notice ( quinn , alice ) <eos>	notice ( quinn , alice ) <eos>
daniel sees alice <eos>	see ( daniel , alice ) <eos>	see ( daniel , alice ) <eos>
ursula knows alice <eos>	know ( ursula , alice ) <eos>	know ( ursula , alice ) <eos>
katherine meets alice <eos>	meet ( katherine , alice ) <eos>	meet ( katherine , alice ) <eos>
winnifred likes alice <eos>	like ( winnifred , alice ) <eos>	like ( winnifred , alice ) <eos>
tracy throws alice <eos>	throw ( tracy , alice ) <eos>	throw ( tracy , alice ) <eos>
claire throws alice <eos>	throw ( claire , alice ) <eos>	throw ( claire , alice ) <eos>
zelda notices alice <eos>	notice ( zelda , alice ) <eos>	notice ( zelda , alice ) <eos>
henry likes alice <eos>	like ( henry , alice ) <eos>	like ( henry , alice ) <eos>
lewis notices alice <eos>	notice ( lewis , alice ) <eos>	notice ( lewis , alice ) <eos>
rachael throws alice <eos>	throw ( rachael , alice ) <eos>	throw ( rachael , alice ) <eos>
neha knows alice <eos>	know ( neha , alice ) <eos>	know ( neha , alice ) <eos>
alice dislikes alice <eos>	dislike ( alice , alice ) <eos>	dislike ( alice , alice ) <eos>
bob sees alice <eos>	see ( bob , alice ) <eos>	see ( bob , alice ) <eos>
lewis sees alice <eos>	see ( lewis , alice ) <eos>	see ( lewis , alice ) <eos>
grace knows alice <eos>	know ( grace , alice ) <eos>	know ( grace , alice ) <eos>
katherine knows alice <eos>	know ( katherine , alice ) <eos>	know ( katherine , alice ) <eos>
zelda sees alice <eos>	see ( zelda , alice ) <eos>	see ( zelda , alice ) <eos>
francis dislikes alice <eos>	dislike ( francis , alice ) <eos>	dislike ( francis , alice ) <eos>
winnifred dislikes alice <eos>	dislike ( winnifred , alice ) <eos>	dislike ( winnifred , alice ) <eos>
daniel dislikes alice <eos>	dislike ( daniel , alice ) <eos>	dislike ( daniel , alice ) <eos>
henry knows alice <eos>	know ( henry , alice ) <eos>	know ( henry , alice ) <eos>
henry dislikes alice <eos>	dislike ( henry , alice ) <eos>	dislike ( henry , alice ) <eos>
patricia knows alice <eos>	know ( patricia , alice ) <eos>	know ( patricia , alice ) <eos>
patricia likes alice <eos>	like ( patricia , alice ) <eos>	like ( patricia , alice ) <eos>
patricia notices alice <eos>	notice ( patricia , alice ) <eos>	notice ( patricia , alice ) <eos>
winnifred throws alice <eos>	throw ( winnifred , alice ) <eos>	throw ( winnifred , alice ) <eos>
daniel knows alice <eos>	know ( daniel , alice ) <eos>	know ( daniel , alice ) <eos>
neha sees alice <eos>	see ( neha , alice ) <eos>	see ( neha , alice ) <eos>
yvette dislikes alice <eos>	dislike ( yvettte , alice ) <eos>	dislike ( yvettte , alice ) <eos>
yvette meets alice <eos>	meet ( yvettte , alice ) <eos>	meet ( yvettte , alice ) <eos>
lewis throws alice <eos>	throw ( lewis , alice ) <eos>	throw ( lewis , alice ) <eos>
margaret knows alice <eos>	know ( margaret , alice ) <eos>	know ( margaret , alice ) <eos>
ursula dislikes alice <eos>	dislike ( ursula , alice ) <eos>	dislike ( ursula , alice ) <eos>
rachael sees alice <eos>	see ( rachael , alice ) <eos>	see ( rachael , alice ) <eos>
oswald meets alice <eos>	meet ( oswald , alice ) <eos>	meet ( oswald , alice ) <eos>
henry throws alice <eos>	throw ( henry , alice ) <eos>	throw ( henry , alice ) <eos>
winnifred meets alice <eos>	meet ( winnifred , alice ) <eos>	meet ( winnifred , alice ) <eos>
rachael notices alice <eos>	notice ( rachael , alice ) <eos>	notice ( rachael , alice ) <eos>
quinn sees alice <eos>	see ( quinn , alice ) <eos>	see ( quinn , alice ) <eos>
patricia meets alice <eos>	meet ( patricia , alice ) <eos>	meet ( patricia , alice ) <eos>
grace meets alice <eos>	meet ( grace , alice ) <eos>	meet ( grace , alice ) <eos>
quinn likes alice <eos>	like ( quinn , alice ) <eos>	like ( quinn , alice ) <eos>
yvette likes alice <eos>	like ( yvettte , alice ) <eos>	like ( yvettte , alice ) <eos>
neha dislikes alice <eos>	dislike ( neha , alice ) <eos>	dislike ( neha , alice ) <eos>
oswald knows alice <eos>	know ( oswald , alice ) <eos>	know ( oswald , alice ) <eos>
rachael dislikes alice <eos>	dislike ( rachael , alice ) <eos>	dislike ( rachael , alice ) <eos>
eliza sees alice <eos>	see ( eliza , alice ) <eos>	see ( eliza , alice ) <eos>
claire likes alice <eos>	like ( claire , alice ) <eos>	like ( claire , alice ) <eos>
alice likes alice <eos>	like ( alice , alice ) <eos>	like ( alice , alice ) <eos>
neha meets alice <eos>	meet ( neha , alice ) <eos>	meet ( neha , alice ) <eos>
alice throws alice <eos>	throw ( alice , alice ) <eos>	throw ( alice , alice ) <eos>
francis sees alice <eos>	see ( francis , alice ) <eos>	see ( francis , alice ) <eos>
john dislikes alice <eos>	dislike ( john , alice ) <eos>	dislike ( john , alice ) <eos>
henry meets alice <eos>	meet ( henry , alice ) <eos>	meet ( henry , alice ) <eos>
claire sees alice <eos>	see ( claire , alice ) <eos>	see ( claire , alice ) <eos>
quinn knows alice <eos>	know ( quinn , alice ) <eos>	know ( quinn , alice ) <eos>
victor notices alice <eos>	notice ( victor , alice ) <eos>	notice ( victor , alice ) <eos>
grace notices alice <eos>	notice ( grace , alice ) <eos>	notice ( grace , alice ) <eos>
isla likes alice <eos>	like ( isla , alice ) <eos>	like ( isla , alice ) <eos>
claire dislikes alice <eos>	dislike ( claire , alice ) <eos>	dislike ( claire , alice ) <eos>
samuel likes alice <eos>	like ( samuel , alice ) <eos>	like ( samuel , alice ) <eos>
ursula sees alice <eos>	see ( ursula , alice ) <eos>	see ( ursula , alice ) <eos>
winnifred sees alice <eos>	see ( winnifred , alice ) <eos>	see ( winnifred , alice ) <eos>
ursula likes alice <eos>	like ( ursula , alice ) <eos>	like ( ursula , alice ) <eos>
quinn throws alice <eos>	throw ( quinn , alice ) <eos>	throw ( quinn , alice ) <eos>
neha notices alice <eos>	notice ( neha , alice ) <eos>	notice ( neha , alice ) <eos>
john sees alice <eos>	see ( john , alice ) <eos>	see ( john , alice ) <eos>
francis meets alice <eos>	meet ( francis , alice ) <eos>	meet ( francis , alice ) <eos>
tracy dislikes alice <eos>	dislike ( tracy , alice ) <eos>	dislike ( tracy , alice ) <eos>
samuel knows alice <eos>	know ( samuel , alice ) <eos>	know ( samuel , alice ) <eos>
neha throws alice <eos>	throw ( neha , alice ) <eos>	throw ( neha , alice ) <eos>
daniel notices alice <eos>	notice ( daniel , alice ) <eos>	notice ( daniel , alice ) <eos>
victor meets alice <eos>	meet ( victor , alice ) <eos>	meet ( victor , alice ) <eos>
isla meets alice <eos>	meet ( isla , alice ) <eos>	meet ( isla , alice ) <eos>
eliza throws alice <eos>	throw ( eliza , alice ) <eos>	throw ( eliza , alice ) <eos>
xerxes notices alice <eos>	notice ( xerxes , alice ) <eos>	notice ( xerxes , alice ) <eos>
margaret dislikes alice <eos>	dislike ( margaret , alice ) <eos>	dislike ( margaret , alice ) <eos>
victor sees alice <eos>	see ( victor , alice ) <eos>	see ( victor , alice ) <eos>
bob notices alice <eos>	notice ( bob , alice ) <eos>	notice ( bob , alice ) <eos>
ursula notices alice <eos>	notice ( ursula , alice ) <eos>	notice ( ursula , alice ) <eos>
margaret throws alice <eos>	throw ( margaret , alice ) <eos>	throw ( margaret , alice ) <eos>
oswald throws alice <eos>	throw ( oswald , alice ) <eos>	throw ( oswald , alice ) <eos>
zelda throws alice <eos>	throw ( zelda , alice ) <eos>	throw ( zelda , alice ) <eos>
