source	target	prediction
alice sleeps <eos>	sleep ( alice ) <eos>	alice ( samuel ) <eos>
alice throws margaret <eos>	throw ( alice , margaret ) <eos>	alice ( throw , margaret ) <eos>
alice likes oswald <eos>	like ( alice , oswald ) <eos>	like ( isla , oswald ) <eos>
alice sees francis <eos>	see ( alice , francis ) <eos>	see ( yvettte , john ) <eos>
alice dislikes katherine <eos>	dislike ( alice , katherine ) <eos>	dislike ( samuel , katherine ) <eos>
alice throws patricia <eos>	throw ( alice , patricia ) <eos>	alice ( oswald , patricia ) <eos>
alice meets xerxes <eos>	meet ( alice , xerxes ) <eos>	meet ( xerxes , xerxes ) <eos>
alice dislikes xerxes <eos>	dislike ( alice , xerxes ) <eos>	dislike ( samuel , samuel ) <eos>
alice sees grace <eos>	see ( alice , grace ) <eos>	see ( oswald , grace ) <eos>
alice knows grace <eos>	know ( alice , grace ) <eos>	know ( oswald , grace ) <eos>
alice knows neha <eos>	know ( alice , neha ) <eos>	alice ( patricia , neha ) <eos>
alice sees katherine <eos>	see ( alice , katherine ) <eos>	alice ( alice , katherine ) <eos>
alice dislikes neha <eos>	dislike ( alice , neha ) <eos>	dislike ( samuel , neha ) <eos>
alice meets quinn <eos>	meet ( alice , quinn ) <eos>	meet ( quinn , quinn ) <eos>
alice likes henry <eos>	like ( alice , henry ) <eos>	alice ( katherine , henry ) <eos>
alice throws zelda <eos>	throw ( alice , zelda ) <eos>	alice ( ) <eos>
alice notices quinn <eos>	notice ( alice , quinn ) <eos>	alice ( yvettte , quinn ) <eos>
alice dislikes francis <eos>	dislike ( alice , francis ) <eos>	dislike ( isla , margaret ) <eos>
alice meets bob <eos>	meet ( alice , bob ) <eos>	meet ( bob , bob ) <eos>
alice dislikes samuel <eos>	dislike ( alice , samuel ) <eos>	dislike ( samuel , samuel ) <eos>
alice likes john <eos>	like ( alice , john ) <eos>	like ( john , john ) <eos>
alice sees margaret <eos>	see ( alice , margaret ) <eos>	alice ( samuel , margaret ) <eos>
alice notices tracy <eos>	notice ( alice , tracy ) <eos>	alice ( daniel , tracy ) <eos>
alice knows margaret <eos>	know ( alice , margaret ) <eos>	know ( katherine , margaret ) <eos>
alice dislikes alice <eos>	dislike ( alice , alice ) <eos>	dislike ( alice , katherine ) <eos>
alice sees quinn <eos>	see ( alice , quinn ) <eos>	see ( yvettte , quinn ) <eos>
alice likes patricia <eos>	like ( alice , patricia ) <eos>	like ( john , patricia ) <eos>
alice knows claire <eos>	know ( alice , claire ) <eos>	know ( katherine , claire ) <eos>
alice meets yvette <eos>	meet ( alice , yvettte ) <eos>	meet ( john , yvettte ) <eos>
alice likes isla <eos>	like ( alice , isla ) <eos>	like ( isla , isla ) <eos>
alice sees lewis <eos>	see ( alice , lewis ) <eos>	see ( winnifred , lewis ) <eos>
alice dislikes margaret <eos>	dislike ( alice , margaret ) <eos>	dislike ( samuel , margaret ) <eos>
alice likes ursula <eos>	like ( alice , ursula ) <eos>	alice ( yvettte , ursula ) <eos>
alice throws winnifred <eos>	throw ( alice , winnifred ) <eos>	alice ( grace , winnifred ) <eos>
alice meets eliza <eos>	meet ( alice , eliza ) <eos>	meet ( eliza , eliza ) <eos>
alice dislikes lewis <eos>	dislike ( alice , lewis ) <eos>	dislike ( isla , lewis ) <eos>
alice meets herself <eos>	meet ( alice , alice ) <eos>	meet ( lewis , john ) <eos>
alice likes daniel <eos>	like ( alice , daniel ) <eos>	like ( throw , daniel ) <eos>
alice notices samuel <eos>	notice ( alice , samuel ) <eos>	alice ( eliza , samuel ) <eos>
alice notices daniel <eos>	notice ( alice , daniel ) <eos>	alice ( neha , daniel ) <eos>
alice sees winnifred <eos>	see ( alice , winnifred ) <eos>	see ( samuel , winnifred ) <eos>
alice sees isla <eos>	see ( alice , isla ) <eos>	see ( samuel , winnifred ) <eos>
alice knows victor <eos>	know ( alice , victor ) <eos>	alice ( lewis , victor ) <eos>
alice sees oswald <eos>	see ( alice , oswald ) <eos>	see ( , , oswald ) <eos>
alice throws tracy <eos>	throw ( alice , tracy ) <eos>	alice ( daniel , tracy ) <eos>
alice notices claire <eos>	notice ( alice , claire ) <eos>	alice ( katherine , claire ) <eos>
alice meets victor <eos>	meet ( alice , victor ) <eos>	alice ( victor , victor ) <eos>
alice notices patricia <eos>	notice ( alice , patricia ) <eos>	alice ( oswald , patricia ) <eos>
alice likes francis <eos>	like ( alice , francis ) <eos>	like ( isla , francis ) <eos>
alice knows katherine <eos>	know ( alice , katherine ) <eos>	alice ( katherine , katherine ) <eos>
alice notices ursula <eos>	notice ( alice , ursula ) <eos>	alice ( tracy , ursula ) <eos>
alice throws lewis <eos>	throw ( alice , lewis ) <eos>	alice ( throw , lewis ) <eos>
alice throws isla <eos>	throw ( alice , isla ) <eos>	alice ( throw , isla ) <eos>
alice notices bob <eos>	notice ( alice , bob ) <eos>	alice ( henry , margaret ) <eos>
alice notices neha <eos>	notice ( alice , neha ) <eos>	alice ( victor , neha ) <eos>
alice likes yvette <eos>	like ( alice , yvettte ) <eos>	like ( john , yvettte ) <eos>
alice sees neha <eos>	see ( alice , neha ) <eos>	alice ( victor , neha ) <eos>
alice knows john <eos>	know ( alice , john ) <eos>	know ( john , john ) <eos>
alice meets john <eos>	meet ( alice , john ) <eos>	alice ( winnifred , margaret ) <eos>
alice dislikes john <eos>	dislike ( alice , john ) <eos>	dislike ( john , john ) <eos>
alice sees daniel <eos>	see ( alice , daniel ) <eos>	see ( neha , daniel ) <eos>
alice notices katherine <eos>	notice ( alice , katherine ) <eos>	alice ( katherine , katherine ) <eos>
alice likes bob <eos>	like ( alice , bob ) <eos>	like ( bob , bob ) <eos>
alice knows daniel <eos>	know ( alice , daniel ) <eos>	alice ( throw , daniel ) <eos>
alice dislikes isla <eos>	dislike ( alice , isla ) <eos>	dislike ( isla , isla ) <eos>
alice throws henry <eos>	throw ( alice , henry ) <eos>	alice ( katherine , henry ) <eos>
alice dislikes rachael <eos>	dislike ( alice , rachael ) <eos>	dislike ( katherine , john ) <eos>
alice dislikes ursula <eos>	dislike ( alice , ursula ) <eos>	dislike ( victor , ursula ) <eos>
alice dislikes winnifred <eos>	dislike ( alice , winnifred ) <eos>	dislike ( samuel , winnifred ) <eos>
alice throws xerxes <eos>	throw ( alice , xerxes ) <eos>	alice ( throw , xerxes ) <eos>
alice likes grace <eos>	like ( alice , grace ) <eos>	like ( ) , grace ) <eos>
alice throws ursula <eos>	throw ( alice , ursula ) <eos>	alice ( henry , ursula ) <eos>
alice throws victor <eos>	throw ( alice , victor ) <eos>	alice ( grace , victor ) <eos>
alice meets lewis <eos>	meet ( alice , lewis ) <eos>	alice ( yvettte , lewis ) <eos>
alice likes alice <eos>	like ( alice , alice ) <eos>	alice ( katherine , john ) <eos>
alice likes katherine <eos>	like ( alice , katherine ) <eos>	alice ( katherine , katherine ) <eos>
alice notices lewis <eos>	notice ( alice , lewis ) <eos>	notice ( winnifred , lewis ) <eos>
alice throws francis <eos>	throw ( alice , francis ) <eos>	alice ( isla , john ) <eos>
alice likes victor <eos>	like ( alice , victor ) <eos>	alice ( tracy , victor ) <eos>
alice meets grace <eos>	meet ( alice , grace ) <eos>	alice ( throw , grace ) <eos>
alice meets katherine <eos>	meet ( alice , katherine ) <eos>	alice ( eliza , katherine ) <eos>
alice likes neha <eos>	like ( alice , neha ) <eos>	alice ( , , neha ) <eos>
alice throws neha <eos>	throw ( alice , neha ) <eos>	alice ( patricia , neha ) <eos>
alice meets francis <eos>	meet ( alice , francis ) <eos>	meet ( francis , francis ) <eos>
alice knows francis <eos>	know ( alice , francis ) <eos>	know ( isla , francis ) <eos>
alice sees ursula <eos>	see ( alice , ursula ) <eos>	see ( samuel , ursula ) <eos>
alice likes rachael <eos>	like ( alice , rachael ) <eos>	like ( katherine , rachael ) <eos>
alice sees john <eos>	see ( alice , john ) <eos>	see ( john , john ) <eos>
alice throws herself <eos>	throw ( alice , alice ) <eos>	alice ( throw , eliza ) <eos>
alice notices xerxes <eos>	notice ( alice , xerxes ) <eos>	alice ( henry , xerxes ) <eos>
alice likes claire <eos>	like ( alice , claire ) <eos>	like ( winnifred , claire ) <eos>
alice throws eliza <eos>	throw ( alice , eliza ) <eos>	alice ( throw , eliza ) <eos>
alice knows eliza <eos>	know ( alice , eliza ) <eos>	know ( eliza , eliza ) <eos>
alice sees henry <eos>	see ( alice , henry ) <eos>	alice ( john , henry ) <eos>
alice sees zelda <eos>	see ( alice , zelda ) <eos>	see ( zelda , zelda ) <eos>
alice sees bob <eos>	see ( alice , bob ) <eos>	see ( john , samuel ) <eos>
alice dislikes tracy <eos>	dislike ( alice , tracy ) <eos>	dislike ( daniel , tracy ) <eos>
alice meets oswald <eos>	meet ( alice , oswald ) <eos>	alice ( yvettte , oswald ) <eos>
alice likes xerxes <eos>	like ( alice , xerxes ) <eos>	like ( xerxes , xerxes ) <eos>
alice throws claire <eos>	throw ( alice , claire ) <eos>	alice ( katherine , claire ) <eos>
alice throws katherine <eos>	throw ( alice , katherine ) <eos>	alice ( throw , katherine ) <eos>
alice throws samuel <eos>	throw ( alice , samuel ) <eos>	alice ( eliza , samuel ) <eos>
alice dislikes zelda <eos>	dislike ( alice , zelda ) <eos>	dislike ( zelda , zelda ) <eos>
alice likes winnifred <eos>	like ( alice , winnifred ) <eos>	like ( eliza , winnifred ) <eos>
alice meets tracy <eos>	meet ( alice , tracy ) <eos>	alice ( claire , tracy ) <eos>
alice meets alice <eos>	meet ( alice , alice ) <eos>	meet ( john , katherine ) <eos>
alice throws bob <eos>	throw ( alice , bob ) <eos>	alice ( throw , bob ) <eos>
alice meets henry <eos>	meet ( alice , henry ) <eos>	alice ( john , winnifred ) <eos>
alice meets margaret <eos>	meet ( alice , margaret ) <eos>	meet ( margaret , margaret ) <eos>
alice throws john <eos>	throw ( alice , john ) <eos>	alice ( throw , john ) <eos>
alice sees herself <eos>	see ( alice , alice ) <eos>	see ( samuel , henry ) <eos>
alice notices yvette <eos>	notice ( alice , yvettte ) <eos>	alice ( claire , yvettte ) <eos>
alice knows alice <eos>	know ( alice , alice ) <eos>	alice ( john , katherine ) <eos>
alice notices rachael <eos>	notice ( alice , rachael ) <eos>	notice ( katherine , rachael ) <eos>
alice knows winnifred <eos>	know ( alice , winnifred ) <eos>	know ( grace , winnifred ) <eos>
alice sees alice <eos>	see ( alice , alice ) <eos>	alice ( john , katherine ) <eos>
alice meets neha <eos>	meet ( alice , neha ) <eos>	meet ( neha , neha ) <eos>
alice dislikes herself <eos>	dislike ( alice , alice ) <eos>	dislike ( samuel , katherine ) <eos>
alice sees samuel <eos>	see ( alice , samuel ) <eos>	see ( lewis , samuel ) <eos>
alice likes quinn <eos>	like ( alice , quinn ) <eos>	like ( quinn , quinn ) <eos>
alice meets claire <eos>	meet ( alice , claire ) <eos>	alice ( winnifred , claire ) <eos>
alice meets isla <eos>	meet ( alice , isla ) <eos>	meet ( isla , isla ) <eos>
alice throws rachael <eos>	throw ( alice , rachael ) <eos>	alice ( katherine , rachael ) <eos>
alice dislikes bob <eos>	dislike ( alice , bob ) <eos>	dislike ( samuel , margaret ) <eos>
alice sees claire <eos>	see ( alice , claire ) <eos>	see ( john , claire ) <eos>
alice meets patricia <eos>	meet ( alice , patricia ) <eos>	alice ( victor , patricia ) <eos>
alice knows herself <eos>	know ( alice , alice ) <eos>	know ( quinn , john ) <eos>
alice meets zelda <eos>	meet ( alice , zelda ) <eos>	alice ( ursula , zelda ) <eos>
alice sees tracy <eos>	see ( alice , tracy ) <eos>	see ( lewis , tracy ) <eos>
alice knows patricia <eos>	know ( alice , patricia ) <eos>	know ( oswald , patricia ) <eos>
alice notices isla <eos>	notice ( alice , isla ) <eos>	alice ( tracy , winnifred ) <eos>
alice throws grace <eos>	throw ( alice , grace ) <eos>	alice ( ) , grace ) <eos>
alice sees victor <eos>	see ( alice , victor ) <eos>	alice ( lewis , victor ) <eos>
