source	target	prediction
rachael throws patricia <eos>	throw ( rachael , patricia ) <eos>	throw ( rachael , patricia ) <eos>
katherine throws victor <eos>	throw ( katherine , victor ) <eos>	throw ( katherine , victor ) <eos>
grace meets victor <eos>	meet ( grace , victor ) <eos>	meet ( grace , victor ) <eos>
alice meets john <eos>	meet ( alice , john ) <eos>	meet ( alice , john ) <eos>
winnifred notices victor <eos>	notice ( winnifred , victor ) <eos>	notice ( winnifred , victor ) <eos>
ursula throws rachael <eos>	throw ( ursula , rachael ) <eos>	throw ( ursula , rachael ) <eos>
henry meets tracy <eos>	meet ( henry , tracy ) <eos>	meet ( henry , tracy ) <eos>
patricia sees margaret <eos>	see ( patricia , margaret ) <eos>	see ( patricia , margaret ) <eos>
john meets henry <eos>	meet ( john , henry ) <eos>	meet ( john , henry ) <eos>
margaret likes katherine <eos>	like ( margaret , katherine ) <eos>	like ( margaret , katherine ) <eos>
margaret notices claire <eos>	notice ( margaret , claire ) <eos>	notice ( margaret , claire ) <eos>
neha dislikes herself <eos>	dislike ( neha , neha ) <eos>	dislike ( neha , neha ) <eos>
daniel knows ursula <eos>	know ( daniel , ursula ) <eos>	know ( daniel , ursula ) <eos>
patricia likes rachael <eos>	like ( patricia , rachael ) <eos>	like ( patricia , rachael ) <eos>
grace knows isla <eos>	know ( grace , isla ) <eos>	know ( grace , isla ) <eos>
neha throws xerxes <eos>	throw ( neha , xerxes ) <eos>	throw ( neha , xerxes ) <eos>
xerxes throws margaret <eos>	throw ( xerxes , margaret ) <eos>	throw ( xerxes , margaret ) <eos>
alice meets samuel <eos>	meet ( alice , samuel ) <eos>	meet ( alice , samuel ) <eos>
oswald dislikes neha <eos>	dislike ( oswald , neha ) <eos>	dislike ( oswald , neha ) <eos>
samuel sees zelda <eos>	see ( samuel , zelda ) <eos>	see ( samuel , zelda ) <eos>
zelda dislikes xerxes <eos>	dislike ( zelda , xerxes ) <eos>	dislike ( zelda , xerxes ) <eos>
bob knows victor <eos>	know ( bob , victor ) <eos>	know ( bob , victor ) <eos>
katherine meets claire <eos>	meet ( katherine , claire ) <eos>	meet ( katherine , claire ) <eos>
margaret throws samuel <eos>	throw ( margaret , samuel ) <eos>	throw ( margaret , samuel ) <eos>
patricia notices daniel <eos>	notice ( patricia , daniel ) <eos>	notice ( patricia , daniel ) <eos>
patricia knows alice <eos>	know ( patricia , alice ) <eos>	know ( patricia , alice ) <eos>
ursula meets lewis <eos>	meet ( ursula , lewis ) <eos>	meet ( ursula , lewis ) <eos>
xerxes notices francis <eos>	notice ( xerxes , francis ) <eos>	notice ( xerxes , francis ) <eos>
lewis meets victor <eos>	meet ( lewis , victor ) <eos>	meet ( lewis , victor ) <eos>
ursula knows samuel <eos>	know ( ursula , samuel ) <eos>	know ( ursula , samuel ) <eos>
katherine throws eliza <eos>	throw ( katherine , eliza ) <eos>	throw ( katherine , eliza ) <eos>
xerxes likes daniel <eos>	like ( xerxes , daniel ) <eos>	like ( xerxes , daniel ) <eos>
grace dislikes winnifred <eos>	dislike ( grace , winnifred ) <eos>	dislike ( grace , winnifred ) <eos>
john likes lewis <eos>	like ( john , lewis ) <eos>	like ( john , lewis ) <eos>
eliza meets bob <eos>	meet ( eliza , bob ) <eos>	meet ( eliza , bob ) <eos>
john sees eliza <eos>	see ( john , eliza ) <eos>	see ( john , eliza ) <eos>
alice meets eliza <eos>	meet ( alice , eliza ) <eos>	meet ( alice , eliza ) <eos>
grace sees isla <eos>	see ( grace , isla ) <eos>	see ( grace , isla ) <eos>
victor dislikes himself <eos>	dislike ( victor , victor ) <eos>	dislike ( victor , victor ) <eos>
lewis meets oswald <eos>	meet ( lewis , oswald ) <eos>	meet ( lewis , oswald ) <eos>
francis likes tracy <eos>	like ( francis , tracy ) <eos>	like ( francis , tracy ) <eos>
john throws grace <eos>	throw ( john , grace ) <eos>	throw ( john , grace ) <eos>
samuel sees claire <eos>	see ( samuel , claire ) <eos>	see ( samuel , claire ) <eos>
bob knows quinn <eos>	know ( bob , quinn ) <eos>	know ( bob , quinn ) <eos>
tracy throws isla <eos>	throw ( tracy , isla ) <eos>	throw ( tracy , isla ) <eos>
samuel meets eliza <eos>	meet ( samuel , eliza ) <eos>	meet ( samuel , eliza ) <eos>
victor sees john <eos>	see ( victor , john ) <eos>	see ( victor , john ) <eos>
katherine throws quinn <eos>	throw ( katherine , quinn ) <eos>	throw ( katherine , quinn ) <eos>
winnifred knows herself <eos>	know ( winnifred , winnifred ) <eos>	know ( winnifred , winnifred ) <eos>
xerxes notices katherine <eos>	notice ( xerxes , katherine ) <eos>	notice ( xerxes , katherine ) <eos>
ursula knows patricia <eos>	know ( ursula , patricia ) <eos>	know ( ursula , patricia ) <eos>
victor notices katherine <eos>	notice ( victor , katherine ) <eos>	notice ( victor , katherine ) <eos>
neha throws samuel <eos>	throw ( neha , samuel ) <eos>	throw ( neha , samuel ) <eos>
oswald likes tracy <eos>	like ( oswald , tracy ) <eos>	like ( oswald , tracy ) <eos>
victor likes winnifred <eos>	like ( victor , winnifred ) <eos>	like ( victor , winnifred ) <eos>
daniel likes margaret <eos>	like ( daniel , margaret ) <eos>	like ( daniel , margaret ) <eos>
patricia dislikes eliza <eos>	dislike ( patricia , eliza ) <eos>	dislike ( patricia , eliza ) <eos>
katherine likes winnifred <eos>	like ( katherine , winnifred ) <eos>	like ( katherine , winnifred ) <eos>
zelda meets katherine <eos>	meet ( zelda , katherine ) <eos>	meet ( zelda , katherine ) <eos>
victor meets yvette <eos>	meet ( victor , yvettte ) <eos>	meet ( victor , yvettte ) <eos>
samuel notices winnifred <eos>	notice ( samuel , winnifred ) <eos>	notice ( samuel , winnifred ) <eos>
eliza sees victor <eos>	see ( eliza , victor ) <eos>	see ( eliza , victor ) <eos>
quinn throws isla <eos>	throw ( quinn , isla ) <eos>	throw ( quinn , isla ) <eos>
victor dislikes ursula <eos>	dislike ( victor , ursula ) <eos>	dislike ( victor , ursula ) <eos>
alice notices winnifred <eos>	notice ( alice , winnifred ) <eos>	notice ( alice , winnifred ) <eos>
bob likes bob <eos>	like ( bob , bob ) <eos>	like ( bob , bob ) <eos>
neha throws oswald <eos>	throw ( neha , oswald ) <eos>	throw ( neha , oswald ) <eos>
katherine likes yvette <eos>	like ( katherine , yvettte ) <eos>	like ( katherine , yvettte ) <eos>
winnifred throws ursula <eos>	throw ( winnifred , ursula ) <eos>	throw ( winnifred , ursula ) <eos>
eliza likes herself <eos>	like ( eliza , eliza ) <eos>	like ( eliza , eliza ) <eos>
ursula dislikes rachael <eos>	dislike ( ursula , rachael ) <eos>	dislike ( ursula , rachael ) <eos>
lewis throws lewis <eos>	throw ( lewis , lewis ) <eos>	throw ( lewis , lewis ) <eos>
lewis notices zelda <eos>	notice ( lewis , zelda ) <eos>	notice ( lewis , zelda ) <eos>
quinn sees katherine <eos>	see ( quinn , katherine ) <eos>	see ( quinn , katherine ) <eos>
neha likes margaret <eos>	like ( neha , margaret ) <eos>	like ( neha , margaret ) <eos>
claire notices john <eos>	notice ( claire , john ) <eos>	notice ( claire , john ) <eos>
eliza throws winnifred <eos>	throw ( eliza , winnifred ) <eos>	throw ( eliza , winnifred ) <eos>
xerxes sees rachael <eos>	see ( xerxes , rachael ) <eos>	see ( xerxes , rachael ) <eos>
eliza throws victor <eos>	throw ( eliza , victor ) <eos>	throw ( eliza , victor ) <eos>
xerxes dislikes rachael <eos>	dislike ( xerxes , rachael ) <eos>	dislike ( xerxes , rachael ) <eos>
winnifred knows katherine <eos>	know ( winnifred , katherine ) <eos>	know ( winnifred , katherine ) <eos>
zelda likes henry <eos>	like ( zelda , henry ) <eos>	like ( zelda , henry ) <eos>
quinn dislikes henry <eos>	dislike ( quinn , henry ) <eos>	dislike ( quinn , henry ) <eos>
claire throws tracy <eos>	throw ( claire , tracy ) <eos>	throw ( claire , tracy ) <eos>
patricia throws margaret <eos>	throw ( patricia , margaret ) <eos>	throw ( patricia , margaret ) <eos>
samuel likes lewis <eos>	like ( samuel , lewis ) <eos>	like ( samuel , lewis ) <eos>
bob likes xerxes <eos>	like ( bob , xerxes ) <eos>	like ( bob , xerxes ) <eos>
katherine notices patricia <eos>	notice ( katherine , patricia ) <eos>	notice ( katherine , patricia ) <eos>
john notices francis <eos>	notice ( john , francis ) <eos>	notice ( john , francis ) <eos>
neha meets neha <eos>	meet ( neha , neha ) <eos>	meet ( neha , neha ) <eos>
isla knows francis <eos>	know ( isla , francis ) <eos>	know ( isla , francis ) <eos>
margaret dislikes margaret <eos>	dislike ( margaret , margaret ) <eos>	dislike ( margaret , margaret ) <eos>
daniel throws yvette <eos>	throw ( daniel , yvettte ) <eos>	throw ( daniel , yvettte ) <eos>
eliza likes winnifred <eos>	like ( eliza , winnifred ) <eos>	like ( eliza , winnifred ) <eos>
ursula likes alice <eos>	like ( ursula , alice ) <eos>	like ( ursula , alice ) <eos>
bob meets eliza <eos>	meet ( bob , eliza ) <eos>	meet ( bob , eliza ) <eos>
claire dislikes lewis <eos>	dislike ( claire , lewis ) <eos>	dislike ( claire , lewis ) <eos>
neha meets yvette <eos>	meet ( neha , yvettte ) <eos>	meet ( neha , yvettte ) <eos>
yvette sees oswald <eos>	see ( yvettte , oswald ) <eos>	see ( yvettte , oswald ) <eos>
patricia sees grace <eos>	see ( patricia , grace ) <eos>	see ( patricia , grace ) <eos>
patricia meets katherine <eos>	meet ( patricia , katherine ) <eos>	meet ( patricia , katherine ) <eos>
grace meets eliza <eos>	meet ( grace , eliza ) <eos>	meet ( grace , eliza ) <eos>
victor meets claire <eos>	meet ( victor , claire ) <eos>	meet ( victor , claire ) <eos>
margaret throws francis <eos>	throw ( margaret , francis ) <eos>	throw ( margaret , francis ) <eos>
isla knows ursula <eos>	know ( isla , ursula ) <eos>	know ( isla , ursula ) <eos>
katherine likes isla <eos>	like ( katherine , isla ) <eos>	like ( katherine , isla ) <eos>
isla knows john <eos>	know ( isla , john ) <eos>	know ( isla , john ) <eos>
zelda dislikes lewis <eos>	dislike ( zelda , lewis ) <eos>	dislike ( zelda , lewis ) <eos>
francis dislikes rachael <eos>	dislike ( francis , rachael ) <eos>	dislike ( francis , rachael ) <eos>
henry knows daniel <eos>	know ( henry , daniel ) <eos>	know ( henry , daniel ) <eos>
samuel throws patricia <eos>	throw ( samuel , patricia ) <eos>	throw ( samuel , patricia ) <eos>
daniel dislikes grace <eos>	dislike ( daniel , grace ) <eos>	dislike ( daniel , grace ) <eos>
katherine knows katherine <eos>	know ( katherine , katherine ) <eos>	know ( katherine , katherine ) <eos>
quinn likes alice <eos>	like ( quinn , alice ) <eos>	like ( quinn , alice ) <eos>
margaret sees bob <eos>	see ( margaret , bob ) <eos>	see ( margaret , bob ) <eos>
lewis throws himself <eos>	throw ( lewis , lewis ) <eos>	throw ( lewis , lewis ) <eos>
quinn likes tracy <eos>	like ( quinn , tracy ) <eos>	like ( quinn , tracy ) <eos>
alice sees ursula <eos>	see ( alice , ursula ) <eos>	see ( alice , ursula ) <eos>
daniel dislikes yvette <eos>	dislike ( daniel , yvettte ) <eos>	dislike ( daniel , yvettte ) <eos>
claire sees quinn <eos>	see ( claire , quinn ) <eos>	see ( claire , quinn ) <eos>
francis likes neha <eos>	like ( francis , neha ) <eos>	like ( francis , neha ) <eos>
patricia throws rachael <eos>	throw ( patricia , rachael ) <eos>	throw ( patricia , rachael ) <eos>
daniel meets rachael <eos>	meet ( daniel , rachael ) <eos>	meet ( daniel , rachael ) <eos>
xerxes dislikes lewis <eos>	dislike ( xerxes , lewis ) <eos>	dislike ( xerxes , lewis ) <eos>
margaret throws grace <eos>	throw ( margaret , grace ) <eos>	throw ( margaret , grace ) <eos>
alice likes claire <eos>	like ( alice , claire ) <eos>	like ( alice , claire ) <eos>
eliza knows katherine <eos>	know ( eliza , katherine ) <eos>	know ( eliza , katherine ) <eos>
zelda sees patricia <eos>	see ( zelda , patricia ) <eos>	see ( zelda , patricia ) <eos>
margaret likes alice <eos>	like ( margaret , alice ) <eos>	like ( margaret , alice ) <eos>
bob sees eliza <eos>	see ( bob , eliza ) <eos>	see ( bob , eliza ) <eos>
tracy meets claire <eos>	meet ( tracy , claire ) <eos>	meet ( tracy , claire ) <eos>
isla dislikes lewis <eos>	dislike ( isla , lewis ) <eos>	dislike ( isla , lewis ) <eos>
neha throws tracy <eos>	throw ( neha , tracy ) <eos>	throw ( neha , tracy ) <eos>
francis throws rachael <eos>	throw ( francis , rachael ) <eos>	throw ( francis , rachael ) <eos>
yvette notices rachael <eos>	notice ( yvettte , rachael ) <eos>	notice ( yvettte , rachael ) <eos>
neha throws victor <eos>	throw ( neha , victor ) <eos>	throw ( neha , victor ) <eos>
margaret throws yvette <eos>	throw ( margaret , yvettte ) <eos>	throw ( margaret , yvettte ) <eos>
yvette throws isla <eos>	throw ( yvettte , isla ) <eos>	throw ( yvettte , isla ) <eos>
eliza sees lewis <eos>	see ( eliza , lewis ) <eos>	see ( eliza , lewis ) <eos>
zelda throws yvette <eos>	throw ( zelda , yvettte ) <eos>	throw ( zelda , yvettte ) <eos>
eliza likes bob <eos>	like ( eliza , bob ) <eos>	like ( eliza , bob ) <eos>
samuel dislikes zelda <eos>	dislike ( samuel , zelda ) <eos>	dislike ( samuel , zelda ) <eos>
tracy throws bob <eos>	throw ( tracy , bob ) <eos>	throw ( tracy , bob ) <eos>
alice meets quinn <eos>	meet ( alice , quinn ) <eos>	meet ( alice , quinn ) <eos>
yvette notices bob <eos>	notice ( yvettte , bob ) <eos>	notice ( yvettte , bob ) <eos>
eliza throws yvette <eos>	throw ( eliza , yvettte ) <eos>	throw ( eliza , yvettte ) <eos>
john notices margaret <eos>	notice ( john , margaret ) <eos>	notice ( john , margaret ) <eos>
john dislikes isla <eos>	dislike ( john , isla ) <eos>	dislike ( john , isla ) <eos>
samuel notices eliza <eos>	notice ( samuel , eliza ) <eos>	notice ( samuel , eliza ) <eos>
xerxes likes himself <eos>	like ( xerxes , xerxes ) <eos>	like ( xerxes , xerxes ) <eos>
isla dislikes yvette <eos>	dislike ( isla , yvettte ) <eos>	dislike ( isla , yvettte ) <eos>
grace sees alice <eos>	see ( grace , alice ) <eos>	see ( grace , alice ) <eos>
xerxes likes henry <eos>	like ( xerxes , henry ) <eos>	like ( xerxes , henry ) <eos>
francis likes eliza <eos>	like ( francis , eliza ) <eos>	like ( francis , eliza ) <eos>
samuel meets rachael <eos>	meet ( samuel , rachael ) <eos>	meet ( samuel , rachael ) <eos>
zelda likes eliza <eos>	like ( zelda , eliza ) <eos>	like ( zelda , eliza ) <eos>
eliza sees claire <eos>	see ( eliza , claire ) <eos>	see ( eliza , claire ) <eos>
alice sees yvette <eos>	see ( alice , yvettte ) <eos>	see ( alice , yvettte ) <eos>
rachael likes yvette <eos>	like ( rachael , yvettte ) <eos>	like ( rachael , yvettte ) <eos>
winnifred meets daniel <eos>	meet ( winnifred , daniel ) <eos>	meet ( winnifred , daniel ) <eos>
grace notices tracy <eos>	notice ( grace , tracy ) <eos>	notice ( grace , tracy ) <eos>
francis knows eliza <eos>	know ( francis , eliza ) <eos>	know ( francis , eliza ) <eos>
isla likes claire <eos>	like ( isla , claire ) <eos>	like ( isla , claire ) <eos>
alice knows daniel <eos>	know ( alice , daniel ) <eos>	know ( alice , daniel ) <eos>
isla dislikes john <eos>	dislike ( isla , john ) <eos>	dislike ( isla , john ) <eos>
alice notices herself <eos>	notice ( alice , alice ) <eos>	notice ( alice , alice ) <eos>
isla likes bob <eos>	like ( isla , bob ) <eos>	like ( isla , bob ) <eos>
rachael knows ursula <eos>	know ( rachael , ursula ) <eos>	know ( rachael , ursula ) <eos>
winnifred likes daniel <eos>	like ( winnifred , daniel ) <eos>	like ( winnifred , daniel ) <eos>
john throws francis <eos>	throw ( john , francis ) <eos>	throw ( john , francis ) <eos>
alice notices ursula <eos>	notice ( alice , ursula ) <eos>	notice ( alice , ursula ) <eos>
xerxes dislikes xerxes <eos>	dislike ( xerxes , xerxes ) <eos>	dislike ( xerxes , xerxes ) <eos>
quinn throws eliza <eos>	throw ( quinn , eliza ) <eos>	throw ( quinn , eliza ) <eos>
claire meets neha <eos>	meet ( claire , neha ) <eos>	meet ( claire , neha ) <eos>
grace notices victor <eos>	notice ( grace , victor ) <eos>	notice ( grace , victor ) <eos>
bob meets ursula <eos>	meet ( bob , ursula ) <eos>	meet ( bob , ursula ) <eos>
henry dislikes oswald <eos>	dislike ( henry , oswald ) <eos>	dislike ( henry , oswald ) <eos>
francis likes victor <eos>	like ( francis , victor ) <eos>	like ( francis , victor ) <eos>
samuel dislikes isla <eos>	dislike ( samuel , isla ) <eos>	dislike ( samuel , isla ) <eos>
xerxes notices zelda <eos>	notice ( xerxes , zelda ) <eos>	notice ( xerxes , zelda ) <eos>
claire knows grace <eos>	know ( claire , grace ) <eos>	know ( claire , grace ) <eos>
rachael likes grace <eos>	like ( rachael , grace ) <eos>	like ( rachael , grace ) <eos>
grace knows neha <eos>	know ( grace , neha ) <eos>	know ( grace , neha ) <eos>
oswald sees eliza <eos>	see ( oswald , eliza ) <eos>	see ( oswald , eliza ) <eos>
bob notices lewis <eos>	notice ( bob , lewis ) <eos>	notice ( bob , lewis ) <eos>
xerxes meets katherine <eos>	meet ( xerxes , katherine ) <eos>	meet ( xerxes , katherine ) <eos>
winnifred knows bob <eos>	know ( winnifred , bob ) <eos>	know ( winnifred , bob ) <eos>
samuel dislikes neha <eos>	dislike ( samuel , neha ) <eos>	dislike ( samuel , neha ) <eos>
grace knows winnifred <eos>	know ( grace , winnifred ) <eos>	know ( grace , winnifred ) <eos>
patricia notices bob <eos>	notice ( patricia , bob ) <eos>	notice ( patricia , bob ) <eos>
claire notices ursula <eos>	notice ( claire , ursula ) <eos>	notice ( claire , ursula ) <eos>
grace throws oswald <eos>	throw ( grace , oswald ) <eos>	throw ( grace , oswald ) <eos>
francis meets lewis <eos>	meet ( francis , lewis ) <eos>	meet ( francis , lewis ) <eos>
bob meets victor <eos>	meet ( bob , victor ) <eos>	meet ( bob , victor ) <eos>
ursula sees francis <eos>	see ( ursula , francis ) <eos>	see ( ursula , francis ) <eos>
rachael sees grace <eos>	see ( rachael , grace ) <eos>	see ( rachael , grace ) <eos>
grace likes winnifred <eos>	like ( grace , winnifred ) <eos>	like ( grace , winnifred ) <eos>
margaret likes daniel <eos>	like ( margaret , daniel ) <eos>	like ( margaret , daniel ) <eos>
lewis knows yvette <eos>	know ( lewis , yvettte ) <eos>	know ( lewis , yvettte ) <eos>
rachael notices eliza <eos>	notice ( rachael , eliza ) <eos>	notice ( rachael , eliza ) <eos>
quinn dislikes tracy <eos>	dislike ( quinn , tracy ) <eos>	dislike ( quinn , tracy ) <eos>
isla meets patricia <eos>	meet ( isla , patricia ) <eos>	meet ( isla , patricia ) <eos>
rachael throws samuel <eos>	throw ( rachael , samuel ) <eos>	throw ( rachael , samuel ) <eos>
katherine knows eliza <eos>	know ( katherine , eliza ) <eos>	know ( katherine , eliza ) <eos>
alice meets daniel <eos>	meet ( alice , daniel ) <eos>	meet ( alice , daniel ) <eos>
victor notices victor <eos>	notice ( victor , victor ) <eos>	notice ( victor , victor ) <eos>
oswald knows winnifred <eos>	know ( oswald , winnifred ) <eos>	know ( oswald , winnifred ) <eos>
daniel likes samuel <eos>	like ( daniel , samuel ) <eos>	like ( daniel , samuel ) <eos>
patricia meets rachael <eos>	meet ( patricia , rachael ) <eos>	meet ( patricia , rachael ) <eos>
lewis dislikes francis <eos>	dislike ( lewis , francis ) <eos>	dislike ( lewis , francis ) <eos>
bob likes himself <eos>	like ( bob , bob ) <eos>	like ( bob , bob ) <eos>
john likes zelda <eos>	like ( john , zelda ) <eos>	like ( john , zelda ) <eos>
zelda throws john <eos>	throw ( zelda , john ) <eos>	throw ( zelda , john ) <eos>
margaret meets yvette <eos>	meet ( margaret , yvettte ) <eos>	meet ( margaret , yvettte ) <eos>
yvette notices yvette <eos>	notice ( yvettte , yvettte ) <eos>	notice ( yvettte , yvettte ) <eos>
yvette meets herself <eos>	meet ( yvettte , yvettte ) <eos>	meet ( yvettte , yvettte ) <eos>
alice sees lewis <eos>	see ( alice , lewis ) <eos>	see ( alice , lewis ) <eos>
neha notices quinn <eos>	notice ( neha , quinn ) <eos>	notice ( neha , quinn ) <eos>
bob throws neha <eos>	throw ( bob , neha ) <eos>	throw ( bob , neha ) <eos>
victor notices xerxes <eos>	notice ( victor , xerxes ) <eos>	notice ( victor , xerxes ) <eos>
claire meets katherine <eos>	meet ( claire , katherine ) <eos>	meet ( claire , katherine ) <eos>
eliza knows henry <eos>	know ( eliza , henry ) <eos>	know ( eliza , henry ) <eos>
oswald knows yvette <eos>	know ( oswald , yvettte ) <eos>	know ( oswald , yvettte ) <eos>
henry throws zelda <eos>	throw ( henry , zelda ) <eos>	throw ( henry , zelda ) <eos>
margaret knows oswald <eos>	know ( margaret , oswald ) <eos>	know ( margaret , oswald ) <eos>
alice likes isla <eos>	like ( alice , isla ) <eos>	like ( alice , isla ) <eos>
quinn notices john <eos>	notice ( quinn , john ) <eos>	notice ( quinn , john ) <eos>
winnifred likes patricia <eos>	like ( winnifred , patricia ) <eos>	like ( winnifred , patricia ) <eos>
grace likes patricia <eos>	like ( grace , patricia ) <eos>	like ( grace , patricia ) <eos>
henry likes tracy <eos>	like ( henry , tracy ) <eos>	like ( henry , tracy ) <eos>
rachael sees tracy <eos>	see ( rachael , tracy ) <eos>	see ( rachael , tracy ) <eos>
john dislikes daniel <eos>	dislike ( john , daniel ) <eos>	dislike ( john , daniel ) <eos>
eliza meets daniel <eos>	meet ( eliza , daniel ) <eos>	meet ( eliza , daniel ) <eos>
francis knows quinn <eos>	know ( francis , quinn ) <eos>	know ( francis , quinn ) <eos>
neha sees ursula <eos>	see ( neha , ursula ) <eos>	see ( neha , ursula ) <eos>
rachael dislikes katherine <eos>	dislike ( rachael , katherine ) <eos>	dislike ( rachael , katherine ) <eos>
victor throws claire <eos>	throw ( victor , claire ) <eos>	throw ( victor , claire ) <eos>
katherine throws winnifred <eos>	throw ( katherine , winnifred ) <eos>	throw ( katherine , winnifred ) <eos>
claire dislikes neha <eos>	dislike ( claire , neha ) <eos>	dislike ( claire , neha ) <eos>
daniel notices victor <eos>	notice ( daniel , victor ) <eos>	notice ( daniel , victor ) <eos>
zelda dislikes margaret <eos>	dislike ( zelda , margaret ) <eos>	dislike ( zelda , margaret ) <eos>
katherine sees zelda <eos>	see ( katherine , zelda ) <eos>	see ( katherine , zelda ) <eos>
katherine sees ursula <eos>	see ( katherine , ursula ) <eos>	see ( katherine , ursula ) <eos>
oswald meets bob <eos>	meet ( oswald , bob ) <eos>	meet ( oswald , bob ) <eos>
isla dislikes eliza <eos>	dislike ( isla , eliza ) <eos>	dislike ( isla , eliza ) <eos>
zelda dislikes patricia <eos>	dislike ( zelda , patricia ) <eos>	dislike ( zelda , patricia ) <eos>
alice throws quinn <eos>	throw ( alice , quinn ) <eos>	throw ( alice , quinn ) <eos>
alice sees herself <eos>	see ( alice , alice ) <eos>	see ( alice , alice ) <eos>
xerxes eats <eos>	eat ( xerxes ) <eos>	eat ( xerxes ) <eos>
zelda flies <eos>	fly ( zelda ) <eos>	fly ( zelda ) <eos>
tracy runs <eos>	run ( tracy ) <eos>	run ( tracy ) <eos>
patricia dances <eos>	dance ( patricia ) <eos>	dance ( patricia ) <eos>
rachael sings <eos>	sing ( rachael ) <eos>	sing ( rachael ) <eos>
winnifred meets john <eos>	meet ( winnifred , john ) <eos>	meet ( winnifred , john ) <eos>
samuel notices claire <eos>	notice ( samuel , claire ) <eos>	notice ( samuel , claire ) <eos>
isla throws claire <eos>	throw ( isla , claire ) <eos>	throw ( isla , claire ) <eos>
isla throws samuel <eos>	throw ( isla , samuel ) <eos>	throw ( isla , samuel ) <eos>
zelda sees john <eos>	see ( zelda , john ) <eos>	see ( zelda , john ) <eos>
isla throws tracy <eos>	throw ( isla , tracy ) <eos>	throw ( isla , tracy ) <eos>
samuel notices oswald <eos>	notice ( samuel , oswald ) <eos>	notice ( samuel , oswald ) <eos>
oswald knows bob <eos>	know ( oswald , bob ) <eos>	know ( oswald , bob ) <eos>
margaret knows katherine <eos>	know ( margaret , katherine ) <eos>	know ( margaret , katherine ) <eos>
francis likes margaret <eos>	like ( francis , margaret ) <eos>	like ( francis , margaret ) <eos>
daniel dislikes rachael <eos>	dislike ( daniel , rachael ) <eos>	dislike ( daniel , rachael ) <eos>
katherine sees daniel <eos>	see ( katherine , daniel ) <eos>	see ( katherine , daniel ) <eos>
oswald sees quinn <eos>	see ( oswald , quinn ) <eos>	see ( oswald , quinn ) <eos>
yvette knows claire <eos>	know ( yvettte , claire ) <eos>	know ( yvettte , claire ) <eos>
oswald knows grace <eos>	know ( oswald , grace ) <eos>	know ( oswald , grace ) <eos>
alice knows herself <eos>	know ( alice , alice ) <eos>	know ( alice , alice ) <eos>
