source	target	prediction
bob notices margaret	notice ( bob , margaret )	notice ( bob , margaret )
claire notices samuel	notice ( claire , samuel )	notice ( claire , samuel )
claire notices grace	notice ( claire , grace )	notice ( claire , grace )
claire notices bob	notice ( claire , bob )	notice ( claire , bob )
claire throws zelda	throw ( claire , zelda )	throw ( claire , zelda )
claire dislikes samuel	dislike ( claire , samuel )	dislike ( claire , samuel )
claire likes claire	like ( claire , claire )	like ( claire , claire )
claire knows xerxes	know ( claire , xerxes )	know ( claire , xerxes )
claire knows samuel	know ( claire , samuel )	know ( claire , samuel )
claire knows patricia	know ( claire , patricia )	know ( claire , patricia )
claire knows bob	know ( claire , bob )	know ( claire , bob )
claire dislikes francis	dislike ( claire , francis )	dislike ( claire , francis )
claire dislikes bob	dislike ( claire , bob )	dislike ( claire , bob )
claire likes henry	like ( claire , henry )	like ( claire , henry )
claire likes grace	like ( claire , grace )	like ( claire , grace )
claire likes daniel	like ( claire , daniel )	like ( claire , daniel )
daniel sees samuel	see ( daniel , samuel )	see ( daniel , samuel )
claire knows zelda	know ( claire , zelda )	know ( claire , zelda )
claire knows oswald	know ( claire , oswald )	know ( claire , oswald )
claire notices quinn	notice ( claire , quinn )	notice ( claire , quinn )
claire dislikes winnifred	dislike ( claire , winnifred )	dislike ( claire , winnifred )
daniel dislikes tracy	dislike ( daniel , tracy )	dislike ( daniel , tracy )
daniel dislikes grace	dislike ( daniel , grace )	dislike ( daniel , grace )
daniel likes winnifred	like ( daniel , winnifred )	like ( daniel , winnifred )
daniel likes tracy	like ( daniel , tracy )	like ( daniel , tracy )
daniel meets bob	meet ( daniel , bob )	meet ( daniel , bob )
daniel knows margaret	know ( daniel , margaret )	know ( daniel , margaret )
daniel knows lewis	know ( daniel , lewis )	know ( daniel , lewis )
daniel knows john	know ( daniel , john )	know ( daniel , john )
daniel notices yvette	notice ( daniel , yvettte )	notice ( daniel , yvettte )
daniel throws claire	throw ( daniel , claire )	throw ( daniel , claire )
daniel meets samuel	meet ( daniel , samuel )	meet ( daniel , samuel )
daniel meets katherine	meet ( daniel , katherine )	meet ( daniel , katherine )
daniel meets grace	meet ( daniel , grace )	meet ( daniel , grace )
daniel sees oswald	see ( daniel , oswald )	see ( daniel , oswald )
daniel throws himself	throw ( daniel , daniel )	throw ( daniel , daniel )
daniel dislikes john	dislike ( daniel , john )	dislike ( daniel , john )
daniel dislikes bob	dislike ( daniel , bob )	dislike ( daniel , bob )
daniel likes winnifred	like ( daniel , winnifred )	like ( daniel , winnifred )
daniel likes daniel	like ( daniel , daniel )	like ( daniel , daniel )
daniel meets tracy	meet ( daniel , tracy )	meet ( daniel , tracy )
daniel throws isla	throw ( daniel , isla )	throw ( daniel , isla )
daniel throws grace	throw ( daniel , grace )	throw ( daniel , grace )
daniel throws francis	throw ( daniel , francis )	throw ( daniel , francis )
daniel dislikes winnifred	dislike ( daniel , winnifred )	dislike ( daniel , winnifred )
daniel dislikes tracy	dislike ( daniel , tracy )	dislike ( daniel , tracy )
daniel knows rachael	know ( daniel , rachael )	know ( daniel , rachael )
daniel knows neha	know ( daniel , neha )	know ( daniel , neha )
daniel knows lewis	know ( daniel , lewis )	know ( daniel , lewis )
daniel notices eliza	notice ( daniel , eliza )	notice ( daniel , eliza )
daniel throws rachael	throw ( daniel , rachael )	throw ( daniel , rachael )
eliza likes margaret	like ( eliza , margaret )	like ( eliza , margaret )
eliza meets zelda	meet ( eliza , zelda )	meet ( eliza , zelda )
eliza meets isla	meet ( eliza , isla )	meet ( eliza , isla )
eliza sees bob	see ( eliza , bob )	see ( eliza , bob )
daniel knows yvette	know ( daniel , yvettte )	know ( daniel , yvettte )
eliza notices grace	notice ( eliza , grace )	notice ( eliza , grace )
eliza throws winnifred	throw ( eliza , winnifred )	throw ( eliza , winnifred )
eliza throws eliza	throw ( eliza , eliza )	throw ( eliza , eliza )
eliza dislikes patricia	dislike ( eliza , patricia )	dislike ( eliza , patricia )
eliza likes neha	like ( eliza , neha )	like ( eliza , neha )
eliza likes herself	like ( eliza , eliza )	like ( eliza , eliza )
eliza knows john	know ( eliza , john )	know ( eliza , john )
eliza knows henry	know ( eliza , henry )	know ( eliza , henry )
eliza knows eliza	know ( eliza , eliza )	know ( eliza , eliza )
eliza notices tracy	notice ( eliza , tracy )	notice ( eliza , tracy )
eliza dislikes grace	dislike ( eliza , grace )	dislike ( eliza , grace )
eliza likes yvette	like ( eliza , yvettte )	like ( eliza , yvettte )
eliza likes quinn	like ( eliza , quinn )	like ( eliza , quinn )
eliza sees zelda	see ( eliza , zelda )	see ( eliza , zelda )
eliza sees oswald	see ( eliza , oswald )	see ( eliza , oswald )
eliza notices grace	notice ( eliza , grace )	notice ( eliza , grace )
eliza throws yvette	throw ( eliza , yvettte )	throw ( eliza , yvettte )
eliza throws victor	throw ( eliza , victor )	throw ( eliza , victor )
eliza throws bob	throw ( eliza , bob )	throw ( eliza , bob )
eliza dislikes neha	dislike ( eliza , neha )	dislike ( eliza , neha )
francis sees francis	see ( francis , francis )	see ( francis , francis )
francis sees claire	see ( francis , claire )	see ( francis , claire )
eliza knows zelda	know ( eliza , zelda )	know ( eliza , zelda )
eliza knows lewis	know ( eliza , lewis )	know ( eliza , lewis )
eliza knows daniel	know ( eliza , daniel )	know ( eliza , daniel )
francis sees xerxes	see ( francis , xerxes )	see ( francis , xerxes )
francis sees ursula	see ( francis , ursula )	see ( francis , ursula )
francis sees tracy	see ( francis , tracy )	see ( francis , tracy )
francis sees quinn	see ( francis , quinn )	see ( francis , quinn )
francis sees isla	see ( francis , isla )	see ( francis , isla )
francis dislikes rachael	dislike ( francis , rachael )	dislike ( francis , rachael )
francis dislikes daniel	dislike ( francis , daniel )	dislike ( francis , daniel )
francis likes winnifred	like ( francis , winnifred )	like ( francis , winnifred )
francis likes tracy	like ( francis , tracy )	like ( francis , tracy )
francis likes neha	like ( francis , neha )	like ( francis , neha )
francis sees henry	see ( francis , henry )	see ( francis , henry )
francis knows himself	know ( francis , francis )	know ( francis , francis )
francis knows isla	know ( francis , isla )	know ( francis , isla )
francis notices winnifred	notice ( francis , winnifred )	notice ( francis , winnifred )
francis throws samuel	throw ( francis , samuel )	throw ( francis , samuel )
francis throws grace	throw ( francis , grace )	throw ( francis , grace )
francis dislikes samuel	dislike ( francis , samuel )	dislike ( francis , samuel )
francis likes neha	like ( francis , neha )	like ( francis , neha )
francis likes katherine	like ( francis , katherine )	like ( francis , katherine )
francis meets oswald	meet ( francis , oswald )	meet ( francis , oswald )
francis notices oswald	notice ( francis , oswald )	notice ( francis , oswald )
francis notices john	notice ( francis , john )	notice ( francis , john )
francis notices eliza	notice ( francis , eliza )	notice ( francis , eliza )
francis throws oswald	throw ( francis , oswald )	throw ( francis , oswald )
francis throws neha	throw ( francis , neha )	throw ( francis , neha )
grace meets francis	meet ( grace , francis )	meet ( grace , francis )
grace sees lewis	see ( grace , lewis )	see ( grace , lewis )
francis knows margaret	know ( francis , margaret )	know ( francis , margaret )
francis knows katherine	know ( francis , katherine )	know ( francis , katherine )
francis knows bob	know ( francis , bob )	know ( francis , bob )
grace likes grace	like ( grace , grace )	like ( grace , grace )
grace likes francis	like ( grace , francis )	like ( grace , francis )
grace meets tracy	meet ( grace , tracy )	meet ( grace , tracy )
grace meets quinn	meet ( grace , quinn )	meet ( grace , quinn )
grace meets patricia	meet ( grace , patricia )	meet ( grace , patricia )
grace throws eliza	throw ( grace , eliza )	throw ( grace , eliza )
grace throws daniel	throw ( grace , daniel )	throw ( grace , daniel )
grace likes yvette	like ( grace , yvettte )	like ( grace , yvettte )
grace likes winnifred	like ( grace , winnifred )	like ( grace , winnifred )
grace likes tracy	like ( grace , tracy )	like ( grace , tracy )
grace knows oswald	know ( grace , oswald )	know ( grace , oswald )
grace knows francis	know ( grace , francis )	know ( grace , francis )
grace notices tracy	notice ( grace , tracy )	notice ( grace , tracy )
grace notices daniel	notice ( grace , daniel )	notice ( grace , daniel )
grace throws xerxes	throw ( grace , xerxes )	throw ( grace , xerxes )
grace dislikes alice	dislike ( grace , alice )	dislike ( grace , alice )
grace meets tracy	meet ( grace , tracy )	meet ( grace , tracy )
grace meets alice	meet ( grace , alice )	meet ( grace , alice )
grace knows herself	know ( grace , grace )	know ( grace , grace )
grace knows zelda	know ( grace , zelda )	know ( grace , zelda )
grace dislikes yvette	dislike ( grace , yvettte )	dislike ( grace , yvettte )
grace dislikes victor	dislike ( grace , victor )	dislike ( grace , victor )
grace dislikes tracy	dislike ( grace , tracy )	dislike ( grace , tracy )
grace dislikes rachael	dislike ( grace , rachael )	dislike ( grace , rachael )
grace dislikes oswald	dislike ( grace , oswald )	dislike ( grace , oswald )
henry sees daniel	see ( henry , daniel )	see ( henry , daniel )
grace knows quinn	know ( grace , quinn )	know ( grace , quinn )
grace notices rachael	notice ( grace , rachael )	notice ( grace , rachael )
grace notices alice	notice ( grace , alice )	notice ( grace , alice )
grace throws patricia	throw ( grace , patricia )	throw ( grace , patricia )
henry likes grace	like ( henry , grace )	like ( henry , grace )
henry likes eliza	like ( henry , eliza )	like ( henry , eliza )
henry meets claire	meet ( henry , claire )	meet ( henry , claire )
henry sees zelda	see ( henry , zelda )	see ( henry , zelda )
henry sees eliza	see ( henry , eliza )	see ( henry , eliza )
henry dislikes lewis	dislike ( henry , lewis )	dislike ( henry , lewis )
henry dislikes john	dislike ( henry , john )	dislike ( henry , john )
henry dislikes isla	dislike ( henry , isla )	dislike ( henry , isla )
henry dislikes daniel	dislike ( henry , daniel )	dislike ( henry , daniel )
henry likes winnifred	like ( henry , winnifred )	like ( henry , winnifred )
henry notices tracy	notice ( henry , tracy )	notice ( henry , tracy )
henry notices oswald	notice ( henry , oswald )	notice ( henry , oswald )
henry notices henry	notice ( henry , henry )	notice ( henry , henry )
henry throws katherine	throw ( henry , katherine )	throw ( henry , katherine )
henry throws john	throw ( henry , john )	throw ( henry , john )
henry sees katherine	see ( henry , katherine )	see ( henry , katherine )
henry sees eliza	see ( henry , eliza )	see ( henry , eliza )
henry sees alice	see ( henry , alice )	see ( henry , alice )
henry notices himself	notice ( henry , henry )	notice ( henry , henry )
henry dislikes himself	dislike ( henry , henry )	dislike ( henry , henry )
henry likes oswald	like ( henry , oswald )	like ( henry , oswald )
henry meets patricia	meet ( henry , patricia )	meet ( henry , patricia )
henry meets margaret	meet ( henry , margaret )	meet ( henry , margaret )
henry meets henry	meet ( henry , henry )	meet ( henry , henry )
henry sees winnifred	see ( henry , winnifred )	see ( henry , winnifred )
henry throws henry	throw ( henry , henry )	throw ( henry , henry )
henry dislikes winnifred	dislike ( henry , winnifred )	dislike ( henry , winnifred )
henry dislikes quinn	dislike ( henry , quinn )	dislike ( henry , quinn )
henry dislikes katherine	dislike ( henry , katherine )	dislike ( henry , katherine )
henry dislikes grace	dislike ( henry , grace )	dislike ( henry , grace )
henry notices oswald	notice ( henry , oswald )	notice ( henry , oswald )
henry notices daniel	notice ( henry , daniel )	notice ( henry , daniel )
henry throws zelda	throw ( henry , zelda )	throw ( henry , zelda )
henry throws xerxes	throw ( henry , xerxes )	throw ( henry , xerxes )
henry throws margaret	throw ( henry , margaret )	throw ( henry , margaret )
henry knows winnifred	know ( henry , winnifred )	know ( henry , winnifred )
henry knows ursula	know ( henry , ursula )	know ( henry , ursula )
henry knows john	know ( henry , john )	know ( henry , john )
henry notices samuel	notice ( henry , samuel )	notice ( henry , samuel )
henry notices quinn	notice ( henry , quinn )	notice ( henry , quinn )
isla sees zelda	see ( isla , zelda )	see ( isla , zelda )
isla sees xerxes	see ( isla , xerxes )	see ( isla , xerxes )
isla sees rachael	see ( isla , rachael )	see ( isla , rachael )
isla sees neha	see ( isla , neha )	see ( isla , neha )
isla sees daniel	see ( isla , daniel )	see ( isla , daniel )
isla throws daniel	throw ( isla , daniel )	throw ( isla , daniel )
isla likes rachael	like ( isla , rachael )	like ( isla , rachael )
isla likes neha	like ( isla , neha )	like ( isla , neha )
isla likes eliza	like ( isla , eliza )	like ( isla , eliza )
isla meets neha	meet ( isla , neha )	meet ( isla , neha )
isla knows margaret	know ( isla , margaret )	know ( isla , margaret )
isla knows daniel	know ( isla , daniel )	know ( isla , daniel )
isla notices tracy	notice ( isla , tracy )	notice ( isla , tracy )
isla notices neha	notice ( isla , neha )	notice ( isla , neha )
isla throws tracy	throw ( isla , tracy )	throw ( isla , tracy )
isla sees ursula	see ( isla , ursula )	see ( isla , ursula )
isla sees henry	see ( isla , henry )	see ( isla , henry )
isla sees claire	see ( isla , claire )	see ( isla , claire )
isla knows quinn	know ( isla , quinn )	know ( isla , quinn )
isla knows oswald	know ( isla , oswald )	know ( isla , oswald )
isla dislikes francis	dislike ( isla , francis )	dislike ( isla , francis )
isla likes quinn	like ( isla , quinn )	like ( isla , quinn )
isla likes katherine	like ( isla , katherine )	like ( isla , katherine )
isla likes francis	like ( isla , francis )	like ( isla , francis )
isla meets john	meet ( isla , john )	meet ( isla , john )
isla throws katherine	throw ( isla , katherine )	throw ( isla , katherine )
isla throws eliza	throw ( isla , eliza )	throw ( isla , eliza )
isla throws daniel	throw ( isla , daniel )	throw ( isla , daniel )
isla dislikes katherine	dislike ( isla , katherine )	dislike ( isla , katherine )
isla dislikes henry	dislike ( isla , henry )	dislike ( isla , henry )
isla knows henry	know ( isla , henry )	know ( isla , henry )
isla notices xerxes	notice ( isla , xerxes )	notice ( isla , xerxes )
isla notices margaret	notice ( isla , margaret )	notice ( isla , margaret )
isla throws ursula	throw ( isla , ursula )	throw ( isla , ursula )
isla throws lewis	throw ( isla , lewis )	throw ( isla , lewis )
john meets grace	meet ( john , grace )	meet ( john , grace )
john meets daniel	meet ( john , daniel )	meet ( john , daniel )
john sees margaret	see ( john , margaret )	see ( john , margaret )
john sees alice	see ( john , alice )	see ( john , alice )
isla knows neha	know ( isla , neha )	know ( isla , neha )
john likes katherine	like ( john , katherine )	like ( john , katherine )
john likes isla	like ( john , isla )	like ( john , isla )
john meets zelda	meet ( john , zelda )	meet ( john , zelda )
john meets yvette	meet ( john , yvettte )	meet ( john , yvettte )
john meets xerxes	meet ( john , xerxes )	meet ( john , xerxes )
john throws bob	throw ( john , bob )	throw ( john , bob )
john dislikes rachael	dislike ( john , rachael )	dislike ( john , rachael )
john dislikes eliza	dislike ( john , eliza )	dislike ( john , eliza )
john dislikes daniel	dislike ( john , daniel )	dislike ( john , daniel )
john likes tracy	like ( john , tracy )	like ( john , tracy )
john throws rachael	throw ( john , rachael )	throw ( john , rachael )
john throws quinn	throw ( john , quinn )	throw ( john , quinn )
john throws oswald	throw ( john , oswald )	throw ( john , oswald )
john throws katherine	throw ( john , katherine )	throw ( john , katherine )
john throws henry	throw ( john , henry )	throw ( john , henry )
john knows samuel	know ( john , samuel )	know ( john , samuel )
john knows rachael	know ( john , rachael )	know ( john , rachael )
john knows bob	know ( john , bob )	know ( john , bob )
john notices patricia	notice ( john , patricia )	notice ( john , patricia )
john notices eliza	notice ( john , eliza )	notice ( john , eliza )
john meets henry	meet ( john , henry )	meet ( john , henry )
john sees quinn	see ( john , quinn )	see ( john , quinn )
john sees alice	see ( john , alice )	see ( john , alice )
john dislikes himself	dislike ( john , john )	dislike ( john , john )
john knows xerxes	know ( john , xerxes )	know ( john , xerxes )
john likes margaret	like ( john , margaret )	like ( john , margaret )
john likes john	like ( john , john )	like ( john , john )
john meets patricia	meet ( john , patricia )	meet ( john , patricia )
john meets katherine	meet ( john , katherine )	meet ( john , katherine )
john meets isla	meet ( john , isla )	meet ( john , isla )
john throws john	throw ( john , john )	throw ( john , john )
john throws grace	throw ( john , grace )	throw ( john , grace )
john dislikes margaret	dislike ( john , margaret )	dislike ( john , margaret )
john dislikes henry	dislike ( john , henry )	dislike ( john , henry )
john dislikes daniel	dislike ( john , daniel )	dislike ( john , daniel )
katherine sees eliza	see ( katherine , eliza )	see ( katherine , eliza )
john knows isla	know ( john , isla )	know ( john , isla )
john throws zelda	throw ( john , zelda )	throw ( john , zelda )
john throws rachael	throw ( john , rachael )	throw ( john , rachael )
john throws patricia	throw ( john , patricia )	throw ( john , patricia )
katherine meets alice	meet ( katherine , alice )	meet ( katherine , alice )
katherine sees samuel	see ( katherine , samuel )	see ( katherine , samuel )
katherine sees neha	see ( katherine , neha )	see ( katherine , neha )
katherine sees lewis	see ( katherine , lewis )	see ( katherine , lewis )
katherine sees isla	see ( katherine , isla )	see ( katherine , isla )
katherine throws quinn	throw ( katherine , quinn )	throw ( katherine , quinn )
katherine throws bob	throw ( katherine , bob )	throw ( katherine , bob )
katherine dislikes winnifred	dislike ( katherine , winnifred )	dislike ( katherine , winnifred )
katherine likes henry	like ( katherine , henry )	like ( katherine , henry )
katherine meets lewis	meet ( katherine , lewis )	meet ( katherine , lewis )
katherine meets herself	meet ( katherine , katherine )	meet ( katherine , katherine )
katherine knows oswald	know ( katherine , oswald )	know ( katherine , oswald )
katherine knows grace	know ( katherine , grace )	know ( katherine , grace )
katherine knows daniel	know ( katherine , daniel )	know ( katherine , daniel )
katherine notices bob	notice ( katherine , bob )	notice ( katherine , bob )
katherine meets oswald	meet ( katherine , oswald )	meet ( katherine , oswald )
katherine sees neha	see ( katherine , neha )	see ( katherine , neha )
katherine sees lewis	see ( katherine , lewis )	see ( katherine , lewis )
katherine sees eliza	see ( katherine , eliza )	see ( katherine , eliza )
katherine dislikes herself	dislike ( katherine , katherine )	dislike ( katherine , katherine )
katherine dislikes daniel	dislike ( katherine , daniel )	dislike ( katherine , daniel )
katherine likes quinn	like ( katherine , quinn )	like ( katherine , quinn )
katherine likes isla	like ( katherine , isla )	like ( katherine , isla )
katherine meets ursula	meet ( katherine , ursula )	meet ( katherine , ursula )
katherine meets quinn	meet ( katherine , quinn )	meet ( katherine , quinn )
katherine throws katherine	throw ( katherine , katherine )	throw ( katherine , katherine )
katherine throws claire	throw ( katherine , claire )	throw ( katherine , claire )
katherine dislikes yvette	dislike ( katherine , yvettte )	dislike ( katherine , yvettte )
katherine dislikes victor	dislike ( katherine , victor )	dislike ( katherine , victor )
katherine dislikes margaret	dislike ( katherine , margaret )	dislike ( katherine , margaret )
katherine knows daniel	know ( katherine , daniel )	know ( katherine , daniel )
katherine notices winnifred	notice ( katherine , winnifred )	notice ( katherine , winnifred )
katherine notices neha	notice ( katherine , neha )	notice ( katherine , neha )
katherine throws rachael	throw ( katherine , rachael )	throw ( katherine , rachael )
katherine throws oswald	throw ( katherine , oswald )	throw ( katherine , oswald )
lewis dislikes lewis	dislike ( lewis , lewis )	dislike ( lewis , lewis )
lewis likes samuel	like ( lewis , samuel )	like ( lewis , samuel )
lewis meets henry	meet ( lewis , henry )	meet ( lewis , henry )
lewis meets claire	meet ( lewis , claire )	meet ( lewis , claire )
lewis sees francis	see ( lewis , francis )	see ( lewis , francis )
lewis notices alice	notice ( lewis , alice )	notice ( lewis , alice )
lewis throws tracy	throw ( lewis , tracy )	throw ( lewis , tracy )
lewis throws patricia	throw ( lewis , patricia )	throw ( lewis , patricia )
lewis throws margaret	throw ( lewis , margaret )	throw ( lewis , margaret )
lewis throws alice	throw ( lewis , alice )	throw ( lewis , alice )
lewis knows winnifred	know ( lewis , winnifred )	know ( lewis , winnifred )
lewis knows tracy	know ( lewis , tracy )	know ( lewis , tracy )
lewis knows alice	know ( lewis , alice )	know ( lewis , alice )
lewis notices victor	notice ( lewis , victor )	notice ( lewis , victor )
lewis notices bob	notice ( lewis , bob )	notice ( lewis , bob )
lewis meets katherine	meet ( lewis , katherine )	meet ( lewis , katherine )
lewis sees zelda	see ( lewis , zelda )	see ( lewis , zelda )
lewis sees xerxes	see ( lewis , xerxes )	see ( lewis , xerxes )
lewis sees samuel	see ( lewis , samuel )	see ( lewis , samuel )
lewis sees eliza	see ( lewis , eliza )	see ( lewis , eliza )
lewis likes neha	like ( lewis , neha )	like ( lewis , neha )
lewis likes alice	like ( lewis , alice )	like ( lewis , alice )
lewis meets victor	meet ( lewis , victor )	meet ( lewis , victor )
lewis meets ursula	meet ( lewis , ursula )	meet ( lewis , ursula )
lewis meets tracy	meet ( lewis , tracy )	meet ( lewis , tracy )
lewis dislikes tracy	dislike ( lewis , tracy )	dislike ( lewis , tracy )
lewis dislikes quinn	dislike ( lewis , quinn )	dislike ( lewis , quinn )
lewis dislikes neha	dislike ( lewis , neha )	dislike ( lewis , neha )
lewis dislikes katherine	dislike ( lewis , katherine )	dislike ( lewis , katherine )
lewis likes tracy	like ( lewis , tracy )	like ( lewis , tracy )
lewis notices samuel	notice ( lewis , samuel )	notice ( lewis , samuel )
lewis notices daniel	notice ( lewis , daniel )	notice ( lewis , daniel )
lewis throws xerxes	throw ( lewis , xerxes )	throw ( lewis , xerxes )
lewis throws neha	throw ( lewis , neha )	throw ( lewis , neha )
lewis throws john	throw ( lewis , john )	throw ( lewis , john )
margaret meets winnifred	meet ( margaret , winnifred )	meet ( margaret , winnifred )
margaret sees eliza	see ( margaret , eliza )	see ( margaret , eliza )
lewis knows yvette	know ( lewis , yvettte )	know ( lewis , yvettte )
lewis knows ursula	know ( lewis , ursula )	know ( lewis , ursula )
lewis knows john	know ( lewis , john )	know ( lewis , john )
margaret dislikes winnifred	dislike ( margaret , winnifred )	dislike ( margaret , winnifred )
margaret dislikes grace	dislike ( margaret , grace )	dislike ( margaret , grace )
margaret likes tracy	like ( margaret , tracy )	like ( margaret , tracy )
margaret likes claire	like ( margaret , claire )	like ( margaret , claire )
margaret meets zelda	meet ( margaret , zelda )	meet ( margaret , zelda )
margaret throws xerxes	throw ( margaret , xerxes )	throw ( margaret , xerxes )
margaret throws oswald	throw ( margaret , oswald )	throw ( margaret , oswald )
margaret throws margaret	throw ( margaret , margaret )	throw ( margaret , margaret )
margaret throws katherine	throw ( margaret , katherine )	throw ( margaret , katherine )
margaret throws grace	throw ( margaret , grace )	throw ( margaret , grace )
margaret knows eliza	know ( margaret , eliza )	know ( margaret , eliza )
margaret knows bob	know ( margaret , bob )	know ( margaret , bob )
margaret notices ursula	notice ( margaret , ursula )	notice ( margaret , ursula )
margaret notices katherine	notice ( margaret , katherine )	notice ( margaret , katherine )
margaret notices eliza	notice ( margaret , eliza )	notice ( margaret , eliza )
margaret sees tracy	see ( margaret , tracy )	see ( margaret , tracy )
margaret sees claire	see ( margaret , claire )	see ( margaret , claire )
margaret sees alice	see ( margaret , alice )	see ( margaret , alice )
margaret likes herself	like ( margaret , margaret )	like ( margaret , margaret )
margaret knows rachael	know ( margaret , rachael )	know ( margaret , rachael )
margaret dislikes margaret	dislike ( margaret , margaret )	dislike ( margaret , margaret )
margaret likes xerxes	like ( margaret , xerxes )	like ( margaret , xerxes )
